title,year,pass,budget,totalGross,domGross,intGross,totalROI,domROI,intROI
The King&#39;s Speech,2010,1,16023478,460216888,148267855,311949033,28.721410420384387,9.253163077329404,19.468247343054983
The Last Airbender,2010,0,160234776,341528548,140763246,200765302,2.131425877239033,0.8784812480406875,1.2529446291983457
The Last Exorcism,2010,1,1922817,74953449,43834199,31119250,38.981062160361596,22.796864704233425,16.18419745612817
The Losers,2010,0,26705796,28536765,25201119,3335646,1.0685607349056363,0.94365728697995,0.12490344792568625
The Next Three Days,2010,1,32046955,71844911,22591662,49253249,2.2418638837917673,0.7049550261483502,1.5369088576434173
The Other Guys,2010,0,106823184,182599780,127354577,55245203,1.7093647012056858,1.1921997850204502,0.5171649161852356
The Runaways,2010,1,10148202,5638803,3817511,1821292,0.5556455222314258,0.3761760950363424,0.17946942719508344
The Social Network,2010,0,42729274,240268986,103578637,136690349,5.623053319370697,2.424067326769933,3.1989859926007638
The Sorcerer&#39;s Apprentice,2010,0,170917095,229831139,67459899,162371240,1.3446936890660353,0.39469369052873265,0.9499999985373025
The Spy Next Door,2010,1,29910492,54462053,25965625,28496428,1.8208344082069932,0.8681109291014003,0.9527234791055927
The Switch,2010,0,20296405,53260400,29652476,23607924,2.624129741202937,1.460971832203782,1.1631579089991553
The Tempest,2010,1,21364637,296908,296908,0,0.013897170356790991,0.013897170356790991,0
The Tourist,2010,0,106823184,297749724,72245755,225503969,2.787313697745613,0.6763115673466539,2.1110021303989592
The Town,2010,0,39524578,162976800,98476300,64500500,4.123429224215879,2.491520592579129,1.6319086316367502
The Twilight Saga: Eclipse,2010,1,72639765,747325041,321037586,426287455,10.288098275097669,4.419584589790454,5.868513685307215
The Wolfman,2010,0,160234776,152366563,66433214,85933349,0.9508957219124518,0.41459922532671684,0.536296496585735
Tiny Furniture,2010,1,53412,453089,418399,34690,8.482906462967124,7.833426945255748,0.6494795177113757
Toy Story 3,2010,0,213646368,1136341723,443321427,693020296,5.318797289359957,2.0750244020062163,3.2437728873537415
Tron Legacy,2010,0,213646368,424689202,183802922,240886280,1.9878138157724263,0.8603138153979758,1.1275000003744506
True Grit,2010,1,37388114,269490247,182927231,86563016,7.207912306033944,4.89265735629243,2.3152549497415142
Tucker and Dale vs Evil,2010,1,5341159,5850485,239111,5611374,1.095358703981664,0.04476762440511507,1.0505910795765487
Unstoppable,2010,0,101482025,181077698,87128132,93949566,1.7843327229625148,0.8585572863765776,0.9257754365859373
Valentine&#39;s Day,2010,1,55548056,232414484,118024294,114390190,4.184025521973262,2.1247241127574292,2.059301409215833
Wall Street: Money Never Sleeps,2010,0,74776229,146808831,56055056,90753775,1.963308834415814,0.7496373747330853,1.213671459682729
Welcome to the Rileys,2010,1,10682318,334204,163287,170917,0.03128571907333221,0.01528572731124462,0.015999991762087593
Wild Target,2010,0,8545855,116798,116798,0,0.013667210595077965,0.013667210595077965,0
Winter&#39;s Bone,2010,1,2136464,17232238,6977159,10255079,8.065775037632275,3.2657507919627946,4.80002424566948
Womb,2010,1,13887014,NA,NA,NA,NA,NA,NA
Yogi Bear,2010,0,85458547,216086548,107085981,109000567,2.5285539666383516,1.2530751429696083,1.275478823668743
You Again,2010,1,21364637,35079607,27455751,7623856,1.6419472514323552,1.2851026207466103,0.35684463068574485
You Will Meet a Tall Dark Stranger,2010,1,16023478,36584608,3469420,33115188,2.2831877074377984,0.21652103245000867,2.0666666749877898
(500) Days of Summer,2009,0,8142987,66015966,35168338,30847628,8.107094607912305,4.318849827465032,3.788244780447273
17 Again,2009,1,43429264,151432312,69668214,81764098,3.486872630399631,1.6041767136555665,1.8826959167440644
2012,2009,0,217146319,856000062,180353228,675646834,3.94204270163106,0.8305608348811108,3.1114818667499495
9,2009,0,32571948,52723125,34471863,18251262,1.6186666207375746,1.058329793477504,0.5603368272600705
A Perfect Getaway,2009,0,15200242,24771466,16845625,7925841,1.629675764372699,1.1082471581702449,0.5214286062024539
A Serious Man,2009,0,7600121,32963430,10019987,22943443,4.337224367875196,1.3183983518157145,3.018826016059481
A Single Man,2009,0,7600121,30555070,9962673,20592397,4.02033993932465,1.3108571560900149,2.7094827832346353
Adam,2009,0,3474341,3071090,2472641,598449,0.883934536074611,0.7116863313071458,0.17224820476746525
Adventureland,2009,0,10640170,18613810,17419505,1194305,1.749390282298121,1.6371453651586394,0.1122449171394818
Agora,2009,0,76001212,42335163,672527,41662636,0.5570327352148016,0.00884889835704199,0.5481838368577596
Ajami,2009,0,1085732,675172,675172,0,0.6218588012511375,0.6218588012511375,0
All About Steve,2009,1,16285974,43567433,36766024,6801409,2.67515059277388,2.257526875580177,0.417623717193703
An Education,2009,1,8142987,32194912,13652981,18541931,3.953698071727242,1.6766551389557665,2.277042932771476
Angels &amp; Demons,2009,0,162859739,532959416,144810370,388149046,3.2725056497849354,0.8891723079575855,2.38333334182735
Armored,2009,0,21714632,25689537,17359628,8329909,1.183051916329966,0.7994438036067109,0.383608112723255
Astro Boy,2009,0,70572554,47873178,21227211,26645967,0.6783540524833492,0.30078564253179785,0.37756840995155144
Avatar,2009,0,461435929,3022588801,825707158,2196881643,6.5503975981029425,1.7894297043349652,4.760967893767978
Away We Go,2009,1,22800364,10974592,10262276,712316,0.48133406992976074,0.4500926388719057,0.03124143105785504
Br&uuml;no,2009,0,45600727,142000928,65203101,76797827,3.1140057920567803,1.4298697694008256,1.6841360226559545
Bride Wars,2009,1,32571948,125022454,63749284,61273170,3.8383474638974615,1.957183647720425,1.8811638161770368
Bright Star,2009,1,9228719,18740466,4825683,13914783,2.0306681783246407,0.5228984651065873,1.5077697132180534
Brooklyn&#39;s Finest,2009,0,18457437,42596761,29492371,13104390,2.3078372690639553,1.5978584133864306,0.7099788556775245
Brothers,2009,1,28229022,48905553,30991293,17914260,1.732456512308503,1.0978521678859439,0.6346043444225592
Capitalism: A Love Story,2009,0,21714632,20760850,15594794,5166056,0.9560765294111362,0.7181698497123967,0.23790667969873955
Case 39,2009,1,29314753,31814980,14398811,17416169,1.0852890351830697,0.49117968007439805,0.5941093551086717
Chloe,2009,0,14114511,10504640,3338902,7165738,0.7442439911662544,0.23655810675977368,0.5076858844064807
Cloudy with a Chance of Meatballs,2009,0,108573160,257131292,135575603,121555689,2.3682767637968722,1.2487027456877924,1.1195740181090796
Coco avant Chanel,2009,1,24971827,55170185,6637983,48532202,2.2092971010891596,0.26581887660842757,1.9434782244807318
Coraline,2009,1,65143896,136842415,81740638,55101777,2.1006176081332315,1.2547704853268218,0.84584712280641
Daybreakers,2009,0,21714632,55808316,32682233,23126083,2.570078829795504,1.5050788334796557,1.0649999963158483
Dead Snow,2009,0,868585,2382117,50749,2331368,2.742526062503958,0.05842721207481133,2.6840988504291463
District 9,2009,0,32571948,233645777,125560771,108085006,7.173220864776034,3.85487447665089,3.3183463881251436
Drag Me to Hell,2009,1,32571948,99223368,45709979,53513389,3.0462828934885935,1.4033541684396647,1.6429287250489286
Enter the Void,2009,0,17371706,366974,366974,0,0.021124810654750893,0.021124810654750893,0
Everybody&#39;s Fine,2009,0,21714632,9998368,9998368,0,0.4604438150275814,0.4604438150275814,0
Fantastic Mr. Fox,2009,0,43429264,50485349,22803533,27681816,1.1624730504297747,0.5250729784414491,0.6374000719883257
Fast &amp; Furious,2009,0,92287186,394190344,168358172,225832172,4.27134427958395,1.8242854647231306,2.4470588148608194
Fired Up!,2009,0,21714632,20203912,18708557,1495355,0.9304284779037472,0.8615645432075478,0.06886393469619932
Fish Tank,2009,1,3257195,6430020,406796,6023224,1.9740973444942658,0.12489150941223967,1.8492058350820262
Friday the 13th,2009,0,18457437,99562425,70574746,28987679,5.3941630682526505,3.823648212912768,1.5705148553398829
Funny People,2009,0,78715541,78042718,56300661,21742057,0.9914524756934593,0.7152420003058862,0.2762104753875731
G-Force,2009,0,162859739,312028062,129676275,182351787,1.9159312419136323,0.7962451358220585,1.1196861060915737
G.I. Joe: The Rise of Cobra,2009,0,190003029,328400169,163078512,165321657,1.7283943878599957,0.85829427487706,0.8701001129829357
Gamer,2009,0,54286580,38068663,22295397,15773266,0.7012536615863442,0.41069813202452615,0.290555529561818
Get Low,2009,0,7600121,10528267,9963686,564581,1.3852762344178469,1.3109904434416242,0.07428579097622262
Harry Brown,2009,0,7925841,6833747,1974599,4859148,0.8622109628492421,0.24913431899529653,0.6130766438539456
Harry Potter and the Half-Blood Prince,2009,1,271432899,1014525504,327846641,686678863,3.737665948887058,1.2078367884211412,2.529829160465917
He&#39;s Just Not That Into You,2009,1,43429264,193683923,102008450,91675473,4.459756052969261,2.3488413250567635,2.110914727912497
I Come with the Rain,2009,0,19543169,681212,NA,NA,0.0348567829506054,NA,NA
I Love You Phillip Morris,2009,0,14114511,16443063,2212134,14230929,1.164975747300066,0.15672764008614964,1.0082481072139162
"I Love You, Man",2009,0,43429264,99593620,77564677,22028943,2.2932375736323785,1.786000264706305,0.5072373089260734
Ice Age: Dawn of the Dinosaurs,2009,0,97715844,963009937,213426283,749583654,9.855207687711319,2.1841522752441254,7.671055412467195
Inglourious Basterds,2009,0,76001212,344146212,131190089,212956123,4.5281674192248405,1.7261578539036984,2.8020095653211423
Invictus,2009,0,53200848,135164207,40705558,94458649,2.5406400852858586,0.7651298716140765,1.775510213671782
It&#39;s Complicated,2009,1,92287186,243871325,122400359,121470966,2.6425263958097065,1.3262985285952917,1.3162278672144148
Jennifer&#39;s Body,2009,1,17371706,35646920,17594056,18052864,2.052010320690438,1.0127995488756256,1.039210771814812
Julie &amp; Julia,2009,1,43429264,137503693,102194949,35308744,3.166152965429025,2.353135641442139,0.8130173239868859
Knowing,2009,0,54286580,203964063,86812530,117151533,3.757172822454463,1.599152681933546,2.158020140520917
Law Abiding Citizen,2009,0,57543775,142404318,79646802,62757516,2.4747128251492017,1.384108046439428,1.0906047787097735
Life During Wartime,2009,1,4885792,305576,305576,0,0.06254380047288137,0.06254380047288137,0
Micmacs (Micmacs &agrave; tire-larigot),2009,0,45600727,12764862,1367688,11397174,0.27992672134371893,0.02999267972197022,0.2499340416217487
Monsters vs Aliens,2009,0,190003029,414410048,215356519,199053529,2.1810707449300715,1.133437293781248,1.0476334511488234
Moon,2009,0,5428658,11591350,5439692,6151658,2.1352146331561133,1.0020325465336,1.1331820866225133
Mother and Child,2009,1,7600121,5440068,1205715,4234353,0.715787024969734,0.1586441847439008,0.5571428402258333
My Bloody Valentine 3D,2009,0,15200242,111564348,55965069,55599279,7.339642882001484,3.6818538152221523,3.6577890667793316
My Sister&#39;s Keeper,2009,1,29857619,104960933,53418244,51542689,3.5153818862783397,1.7890992580486742,1.7262826282296655
Nine,2009,0,86858528,58096258,21363903,36732355,0.6688607248789664,0.24596206603915738,0.42289865883980904
Ninja Assassin,2009,0,54286580,66905911,41391219,25514692,1.2324576534384741,0.7624576644909294,0.4699999889475447
Nowhere Boy,2009,0,2062890,8452669,1569280,6883389,4.0974889596633846,0.760719185220734,3.3367697744426508
Ondine,2009,1,13028779,597665,597665,0,0.04587267924338881,0.04587267924338881,0
Paa,2009,0,4668646,10630704,216308,10414396,2.2770422088117197,0.046332062872190355,2.2307101459395295
Pandorum,2009,0,43429264,18493734,11216534,7277200,0.4258357682506432,0.2582713351992334,0.16756443305140975
Perrier&#39;s Bounty,2009,0,7165829,899,899,0,1.2545652429049034e-4,1.2545652429049034e-4,0
Planet 51,2009,0,65143896,118340524,45811424,72529100,1.8166018808577247,0.7032343291227162,1.1133675517350083
Precious: Based on the Novel Push by Sapphire,2009,1,10857316,74614567,51644478,22970089,6.87228473409082,4.756652380754138,2.115632353336681
Public Enemies,2009,0,111287489,228416195,105429554,122986641,2.052487634077178,0.9473621423878115,1.105125491689367
Push,2009,1,41257801,48218998,34538780,13680218,1.1687243825719165,0.8371454406889015,0.33157894188301507
Sherlock Holmes,2009,0,97715844,541170116,226949041,314221075,5.53820234106559,2.3225408665558884,3.2156614745097016
Splice,2009,1,32571948,24386618,18468479,5918139,0.7487000163453533,0.5670056638921319,0.1816943524532214
Star Trek,2009,1,152002424,418745446,279825625,138919821,2.7548603172275725,1.8409287012422908,0.9139316159852819
State of Play,2009,1,65143896,99285148,40191563,59093585,1.5240898088133998,0.6169659088243663,0.9071238999890335
Surrogates,2009,0,86858528,129927709,41885106,88042603,1.4958543736776198,0.4822221486415243,1.0136322250360954
Terminator Salvation,2009,0,217146319,403488847,136066564,267422283,1.858142697781582,0.6266123442783297,1.2315303535032522
The Blind Side,2009,0,38000606,331914441,277903289,54011152,8.734451261119363,7.31312782222473,1.4213234388946323
The Boat That Rocked,2009,0,54286580,40685241,8704817,31980424,0.7494530139861454,0.16034933495534257,0.5891036790308029
The Boondock Saints II: All Saints Day,2009,0,8685853,11153924,11153924,0,1.2841483732225263,1.2841483732225263,0
The Box,2009,1,27143290,28600229,16342407,12257822,1.0536758440115401,0.602079077370503,0.45159676664103726
The City of Your Final Destination,2009,1,9011572,1469316,535587,933729,0.16304769023650922,0.05943324871620623,0.10361444152030301
The Final Destination,2009,1,43429264,203449410,72176939,131272471,4.684615654550351,1.6619424865224517,3.0226731680278993
The Fourth Kind,2009,1,10857316,53729463,28465896,25263567,4.948687410406034,2.621817031023137,2.326870379382897
The Girl with the Dragon Tattoo,2009,0,97715844,253160295,111304636,141855659,2.5907804163263433,1.1390643670846254,1.4517160492417176
The Girlfriend Experience,2009,0,1411451,1092072,755495,336577,0.7737229276822221,0.5352612311727435,0.23846169650947854
The Good Guy,2009,1,10857316,109320,109320,0,0.010068786797768436,0.010068786797768436,0
The Hangover,2009,0,38000606,509809040,301097804,208711236,13.415813421501753,7.923500062077958,5.492313359423794
The Imaginarium of Doctor Parnassus,2009,0,32571948,69869659,8348849,61520810,2.145086901158015,0.25632022377046654,1.8887666773875482
The Informant!,2009,0,23886095,45352277,36173125,9179152,1.8986894676589037,1.5144009516833956,0.38428851597550795
The Invention of Lying,2009,0,20086035,35480909,20033106,15447803,1.766446638174234,0.9973648856033558,0.7690817525708782
The Last Station,2009,1,19543169,17041802,7185227,9856575,0.8720081170049749,0.3676592573087814,0.5043488596961936
The Lovely Bones,2009,1,103144502,103029901,47896216,55133685,0.9988889276909786,0.4643603398269352,0.5345285878640434
The Men Who Stare at Goats,2009,0,26057558,73122088,35208316,37913772,2.8061757744144713,1.3511748107785082,1.455000963635963
The Messenger,2009,0,7057255,1530512,1204793,325719,0.21687072381542116,0.17071694306072263,0.04615378075469853
The Princess and the Frog,2009,1,114001818,294230416,113351355,180879061,2.5809274024033546,0.9942942752018218,1.5866331272015328
The Proposal,2009,0,43429264,341690283,178014415,163675868,7.867742888758142,4.098950767390393,3.7687921213677487
The Road,2009,0,27143290,29981685,8809919,21171766,1.1045707797396704,0.324570787107974,0.7799999926316965
The Secret of Kells,2009,0,8685853,2823897,749470,2074427,0.325114528187387,0.08628628644762927,0.23882824173975775
The Soloist,2009,0,65143896,41750888,34439578,7311310,0.6409025336771383,0.5286693015720153,0.11223323210512309
The Taking of Pelham 123,2009,0,119430476,165426811,71063643,94363168,1.3851306344956709,0.5950210145691791,0.7901096199264918
The Time Traveler&#39;s Wife,2009,0,42343532,107125483,68851502,38273981,2.529913730389803,1.6260217026770465,0.9038920277127567
The Ugly Truth,2009,0,41257801,222824741,96538057,126286684,5.400790531710597,2.339874027702058,3.060916504008539
The Unborn,2009,1,17371706,84913778,46328612,38585166,4.888050603665524,2.666900533545755,2.2211500701197684
The Young Victoria,2009,1,38000606,34611919,11944429,22667490,0.9108254484152174,0.31432206633757365,0.5965033820776438
Transformers: Revenge of the Fallen,2009,1,228003635,908235868,436585563,471650305,3.983427141413776,1.914818432609638,2.0686087088041383
Up,2009,0,190003029,794258938,318123879,476135059,4.180243558117171,1.6743095132446546,2.5059340448725163
Up in the Air,2009,0,32571948,181146433,91009693,90136740,5.561424603772547,2.794112682483713,2.767311921288834
Veronika Decides to Die,2009,1,9771584,NA,NA,NA,NA,NA,NA
Watchmen,2009,0,149830960,199848831,116726786,83122045,1.3338286759959357,0.779056518092122,0.5547721579038137
Whatever Works,2009,0,16285974,38116460,5761658,32354802,2.340447061993345,0.3537803756778686,1.986666686315476
Where the Wild Things Are,2009,0,108573160,107621685,83854815,23766870,0.9912365542275826,0.7723346635577338,0.2189018906698488
Whip It,2009,1,16285974,20472719,14161591,6311128,1.2570767336359496,0.8695575100390066,0.38751922359694296
Whiteout,2009,1,38000606,13305365,11156585,2148780,0.3501356004691083,0.2935896601227886,0.05654594034631974
X-Men Origins: Wolverine,2009,0,162859739,406960171,195304827,211655344,2.498838408429477,1.1992210487332293,1.2996173596962475
Yesterday Was a Lie,2009,1,217146,NA,NA,NA,NA,NA,NA
Youth in Revolt,2009,0,19543169,21373265,16596046,4777219,1.0936437688278702,0.8491993289317613,0.24444443989610898
Zombieland,2009,1,25623266,111001503,82070762,28930741,4.332059113775738,3.202978183967649,1.1290809298080893
21,2008,1,37878971,170836899,87835235,83001664,4.510072330106327,2.318838993804768,2.191233336301559
Appaloosa,2008,0,21645126,30016892,21873909,8142983,1.3867737244865195,1.0105697236412483,0.3762040008452711
Australia,2008,0,140693320,232772564,53630131,179142433,1.6544677743051341,0.3811846290925539,1.2732831452125801
Baby Mama,2008,1,32467689,69688090,65470243,4217847,2.14638282385913,2.016473762576696,0.12990906128243374
Be Kind Rewind,2008,0,21645126,33435494,12094392,21341102,1.5447123754326955,0.5587582165148866,0.985954158917809
Bedtime Stories,2008,1,86580505,236319281,119158557,117160724,2.7294745046820874,1.3762746821585299,1.3531998225235577
Blindness,2008,1,27056408,21702440,3326198,18376242,0.8021183004041039,0.12293568311063316,0.6791826172934707
Bolt,2008,1,162338447,339778437,123435400,216343037,2.093025055241535,0.7603583887925206,1.3326666664490143
Burn After Reading,2008,0,40043484,176857711,65319955,111537756,4.416641444086134,1.6312255696831974,2.7854158744029367
Changeling,2008,1,59524097,123166807,38679626,84487181,2.0691923642285577,0.6498145784555119,1.4193777857730459
Che: Part One,2008,0,62770866,32595998,317867,32278131,0.5192854595952205,0.005063925675328424,0.5142215339198921
City of Ember,2008,1,41125740,12789087,8519189,4269898,0.31097524324182374,0.20714980447768236,0.10382543876414138
Cloverfield,2008,1,27056408,184810452,86632922,98177530,6.830561248189339,3.2019373007680842,3.628623947421254
Day of the Dead,2008,1,19480614,NA,NA,NA,NA,NA,NA
Death Race,2008,0,70346660,78481785,39303255,39178530,1.1156433724074462,0.5587081888464925,0.5569351835609537
Defiance,2008,1,54112816,45745616,31001030,14744586,0.845374892336041,0.5728962617654199,0.2724786305706212
"Definitely, Maybe",2008,1,7575794,60458935,34893728,25565207,7.980541049558633,4.605949950592637,3.374591098965996
Doomsday,2008,1,35714458,23399667,11914311,11485356,0.6551875153754259,0.3335990987179478,0.32158841665747806
Doubt,2008,1,21645126,55137666,36197653,18940013,2.547347887926363,1.672323505993913,0.8750243819324498
Eagle Eye,2008,0,86580505,192713668,109784884,82928784,2.2258321085098776,1.2680092822281412,0.9578228262817363
Easy Virtue,2008,1,15151588,13697884,2875321,10822563,0.904055997298765,0.1897702735845246,0.7142857237142404
Fireproof,2008,0,541128,36226687,36208310,18377,66.94661337058885,66.91265282890555,0.03396054168329859
Fly Me to the Moon,2008,0,27056408,62280329,15740274,46540055,2.301869819526672,0.5817577115188387,1.7201121080078332
Forgetting Sarah Marshall,2008,1,32467689,113824188,68368797,45455391,3.505768088390892,2.105748795363908,1.4000192930269844
Four Christmases,2008,1,86580505,176998734,130028810,46969924,2.0443254979859495,1.5018254975528267,0.5425000004331229
Frost/Nixon,2008,0,31385433,30459656,20153811,10305845,0.9705029718723333,0.6421390139814225,0.3283639578909107
Frozen River,2008,1,1082256,6526145,2718061,3808084,6.030130579086649,2.511476951848731,3.5186536272379176
Gake no ue no Ponyo,2008,1,36796715,222200929,16331680,205869249,6.038607767024855,0.4438352717083577,5.594772495316498
Ghost Town,2008,0,21645126,28801384,14342754,14458630,1.3306175256267854,0.6626320401184081,0.6679854855083772
Gran Torino,2008,0,27056408,297125986,160277075,136848911,10.981723294533406,5.92381202264543,5.057911271887976
Hamlet 2,2008,1,9740307,5301200,5288138,13062,0.5442538926134464,0.5429128671201021,0.0013410254933443062
Hancock,2008,0,162338447,675702695,246696294,429006401,4.162308482598704,1.519641825820842,2.642666656777861
Herb &amp; Dorothy,2008,1,89286146,173580993,82236872,91344121,1.944097721498697,0.9210485129462302,1.0230492085524667
High School Musical 3: Senior Year,2008,1,11904819,296963426,98008500,198954926,24.94480814870012,8.23267451609302,16.7121336326071
Igor,2008,0,32467689,33564393,21134953,12429440,1.033778320347962,0.6509534140234003,0.3828249063245616
In Bruges,2008,0,16233845,37374405,8442492,28931913,2.3022521774724347,0.5200549838932181,1.7821971935792167
Indiana Jones and the Kingdom of the Crystal Skull,2008,0,200217418,851257517,343101064,508156453,4.251665641797459,1.7136424364437663,2.538023205353692
Inkheart,2008,1,64935379,62826552,18726740,44099812,0.9675242212723514,0.2883904011709857,0.6791338201013657
Iron Man,2008,0,201299674,630352749,344811326,285541423,3.1314146539551775,1.7129254069234112,1.4184892470317663
Journey to the Center of the Earth,2008,0,48701534,260720275,110070196,150650079,5.35343044841257,2.2600971049495073,3.0933333434630623
Jumper,2008,0,89286146,241465674,87844867,153620807,2.704402472473165,0.9838577532509915,1.7205447192221737
Kung Fu Panda,2008,0,140693320,683889160,233155446,450733714,4.86085025216549,1.6571891686115587,3.203661083553931
L&aring;t den r&auml;tte komma in (Let the Right One In),2008,0,4870153,13255131,2296640,10958491,2.7217073057047694,0.47157450700214143,2.250132798702628
Made of Honor,2008,0,43290252,115313044,49797572,65515472,2.663718474080493,1.1503183672850876,1.513400106795405
Max Payne,2008,1,37878971,92816237,44034081,48782156,2.4503368108917214,1.1624941184384339,1.2878426924532875
Meet Dave,2008,0,64935379,54814990,12774146,42040844,0.8441467631997651,0.19672089693970987,0.6474258662600553
Milk,2008,0,21645126,62006112,34460447,27545665,2.8646685632599227,1.592064975736339,1.272603587523584
Miracle at St. Anna,2008,0,48701534,9859851,8568101,1291750,0.20245462904720823,0.17593082386275555,0.02652380518445271
Nick and Norah&#39;s Infinite Playlist,2008,1,10822563,36303849,34077322,2226527,3.3544594750799788,3.148729372145951,0.20573010293402774
Nim&#39;s Island,2008,1,40043484,101820495,51955621,49864874,2.5427481534823495,1.2974800344545445,1.2452681190278048
Pineapple Express,2008,0,28138664,109902346,94525760,15376586,3.9057414381862623,3.3592838664977127,0.5464575716885492
Pontypool,2008,0,1623384,34541,4183,30358,0.021277159316588065,0.002576716291401172,0.018700443025186895
Possession,2008,1,27056408,16023683,10934736,5088947,0.5922324574644202,0.4041458866232354,0.18808657084118482
Prom Night,2008,1,19480614,61807319,47477881,14329438,3.172760314433621,2.4371860661065408,0.7355742483270804
Quantum of Solace,2008,0,248918952,640362486,183300049,457062437,2.572574248986875,0.7363844638073199,1.8361897851795552
Quarantine,2008,1,12987076,44688323,34298662,10389661,3.440984175344781,2.640984159944856,0.8000000153999253
Rachel Getting Married,2008,1,12987076,14423083,13849484,573599,1.110572002504644,1.066405093802485,0.044166908702158975
Revolutionary Road,2008,1,48701534,86109680,24796094,61313586,1.7681102201010752,0.5091440035543849,1.2589662165466904
RocknRolla,2008,0,19480614,30080599,6169538,23911061,1.544129923214946,0.3167014140314058,1.2274285091835402
Seven Pounds,2008,1,58441841,180322655,75705803,104616852,3.0855060674765533,1.2954041437537875,1.7901019237227658
Sex and the City,2008,1,62229738,449403966,165203458,284200508,7.221691436335471,2.6547349114662833,4.5669565248691875
Slumdog Millionaire,2008,0,15151588,416148834,152944384,263204450,27.465690988957725,10.094280810697862,17.371410178259865
Speed Racer,2008,1,129870757,101076746,47560583,53516163,0.7782871859290079,0.3662147206857353,0.41207246524327257
Stargate: The Ark of Truth,2008,0,7575794,NA,NA,NA,NA,NA,NA
Step Brothers,2008,0,70346660,139036162,108732985,30303177,1.9764429754021016,1.5456737391654416,0.43076923623665997
Sunshine Cleaning,2008,1,5411282,17816707,13054780,4761927,3.292511275516597,2.4125114898835434,0.8799997856330534
"Synecdoche, New York",2008,0,21645126,4744112,3337178,1406934,0.21917691770424436,0.1541768802824248,0.06500003742181958
Taken,2008,1,27056408,245608963,156928235,88680728,9.07766333949429,5.800039495264856,3.2776238442294336
The Bank Job,2008,1,21645126,71583685,32533339,39050346,3.3071503025669613,1.5030330153772262,1.804117287189735
The Brothers Bloom,2008,0,21645126,5986778,3822265,2164513,0.2765878101148499,0.17658779163493896,0.1000000184799109
The Chronicles of Narnia: Prince Caspian,2008,1,243507670,453996009,153270751,300725258,1.8644012691674148,0.6294288430421925,1.2349724261252222
The Curious Case of Benjamin Button,2008,0,173161010,356938225,137997773,218940452,2.061308287587373,0.7969332876956539,1.2643749998917193
The Dark Knight,2008,0,200217418,1085385502,577216380,508169122,5.421034357760023,2.882947876193269,2.5380864815667534
The Day the Earth Stood Still,2008,1,86580505,252238208,85895413,166342795,2.9133372229695356,0.9920872256404603,1.9212499973290753
The Eye,2008,1,12987076,61600619,34003083,27597536,4.743224648874004,2.618224687373817,2.124999961500187
The Forbidden Kingdom,2008,0,59524097,139692526,56358790,83333736,2.346823102583144,0.94682309922316,1.4000000033599838
The House Bunny,2008,1,27056408,76014858,52205219,23809639,2.809495554620554,1.929495556098947,0.8799999985216072
The Hurt Locker,2008,0,16233845,53998338,18417633,35580705,3.326281481682251,1.1345206881056213,2.1917607935766297
The Incredible Hulk,2008,0,148810243,285085699,145895632,139190067,1.915766638456467,0.9804139087387956,0.9353527297176714
The Lucky Ones,2008,1,15151588,288927,288927,0,0.01906909031581376,0.01906909031581376,0
The Other Boleyn Girl,2008,1,43290252,84107503,29020656,55086847,1.9428739523161012,0.6703739215932493,1.2725000307228518
The Reader,2008,0,35173330,122315840,37007113,85308727,3.4775166297873987,1.052135609565543,2.4253810202218555
The Secret Life of Bees,2008,1,11904819,43272961,40876996,2395965,3.6349112909654484,3.433651196208863,0.20126009475658554
The Sisterhood of the Traveling Pants 2,2008,1,29220920,47911629,47716642,194987,1.6396345152719354,1.6329616589758296,0.0066728562961056665
The Strangers,2008,0,9740307,89883201,56924095,32959106,9.227963861919342,5.844178730711465,3.3837851312078766
The Tale of Despereaux,2008,1,64935379,97925059,55062111,42862948,1.5080386148204357,0.8479524081933826,0.660086206627053
The Women,2008,1,17316101,54225162,29114940,25110222,3.131487971801504,1.6813796593124515,1.4501083124890528
The Wrestler,2008,0,6493538,50470238,28396504,22073734,7.772378940417381,4.373040398007989,3.3993385424093923
Three Kingdoms: Resurrection of the Dragon,2008,0,21645126,23960711,NA,NA,1.1069795112303804,NA,NA
Transsiberian,2008,1,16233845,6904335,2384904,4519431,0.4253049724202738,0.14690937359571932,0.2783955988245545
Tropic Thunder,2008,0,97403068,203641087,119547447,84093640,2.0907050586948657,1.2273478593097293,0.8633571993851364
Twilight,2008,1,40043484,430655689,208626391,222029298,10.754700789771439,5.209995988361053,5.544704801410386
Valkyrie,2008,0,97403068,220674342,89911432,130762910,2.265578965130749,0.923086242006258,1.3424927231244914
Vicky Cristina Barcelona,2008,1,17316101,113100998,25126430,87974568,6.531551069146571,1.4510443199655627,5.080506749181008
WALL-E,2008,0,194806136,576399965,242217798,334182167,2.9588388581353517,1.2433786890573097,1.7154601690780418
Waltz with Bashir,2008,0,2164513,12040820,2471710,9569110,5.562830992468052,1.1419243035269366,4.420906688941115
Wanted,2008,0,81169223,370582375,145572728,225009647,4.565552820432937,1.793447351343994,2.7721054690889426
"Welcome Home, Roscoe Jenkins",2008,0,29762049,47194630,45927188,1267442,1.5857318829090026,1.543146038097041,0.042585844811961704
Wendy and Lucy,2008,1,324677,1532525,936904,595621,4.720152644012357,2.885649430048941,1.8345032139634159
