"","game","date","visitor","hometeam","foul.num","foul.home","foul.vis","foul.diff","score.diff","lead.vis","lead.home","previous.foul.home","previous.foul.vis","foul.type","offensive","personal","shooting","time"
"869",69,20100121,"IN","PSU",10,0,1,-1,-9,1,0,1,0,"Shooting",0,0,1,7.45
"870",69,20100121,"IN","PSU",11,0,1,-2,-5,1,0,0,1,"Shooting",0,0,1,4.8
"871",69,20100121,"IN","PSU",12,1,0,-3,-5,1,0,0,1,"Personal",0,1,0,4.53333333333333
"872",69,20100121,"IN","PSU",13,0,1,-2,-7,1,0,1,0,"Shooting",0,0,1,4.06666666666667
"873",69,20100121,"IN","PSU",14,0,1,-3,-7,1,0,0,1,"Offensive",1,0,0,2.91666666666667
"874",70,20100120,"MI","WI",1,0,1,0,-11,1,0,0,0,"Shooting",0,0,1,10.8833333333333
"875",70,20100120,"MI","WI",2,0,1,-1,-8,1,0,0,1,"Shooting",0,0,1,10.1333333333333
"876",70,20100120,"MI","WI",3,0,1,-2,-8,1,0,0,1,"Personal",0,1,0,9.63333333333333
"877",70,20100120,"MI","WI",4,1,0,-3,-6,1,0,0,1,"Personal",0,1,0,8.4
"878",70,20100120,"MI","WI",5,1,0,-2,-7,1,0,1,0,"Shooting",0,0,1,6.45
"879",70,20100120,"MI","WI",6,1,0,-1,-8,1,0,1,0,"Personal",0,1,0,6.4
"880",70,20100120,"MI","WI",7,1,0,0,-8,1,0,1,0,"Personal",0,1,0,5.66666666666667
"881",70,20100120,"MI","WI",8,0,1,1,-9,1,0,1,0,"Personal",0,1,0,3.5
"882",70,20100120,"MI","WI",9,0,1,0,-5,1,0,0,1,"Personal",0,1,0,0.133333333333333
"883",71,20100120,"IA","MIST",1,1,0,0,2,0,1,0,0,"Personal",0,1,0,19.2
"884",71,20100120,"IA","MIST",2,1,0,1,0,0,0,1,0,"Personal",0,1,0,16.5
"885",71,20100120,"IA","MIST",3,1,0,2,0,0,0,1,0,"Personal",0,1,0,16.35
"886",71,20100120,"IA","MIST",4,1,0,3,0,0,0,1,0,"Shooting",0,0,1,16
"887",71,20100120,"IA","MIST",5,0,1,4,-4,1,0,1,0,"Personal",0,1,0,13.5
"888",71,20100120,"IA","MIST",6,0,1,3,-2,1,0,0,1,"Shooting",0,0,1,12.8
"889",71,20100120,"IA","MIST",7,1,0,2,-5,1,0,0,1,"Offensive",1,0,0,12.0333333333333
"890",71,20100120,"IA","MIST",8,0,1,3,-5,1,0,1,0,"Personal",0,1,0,10.5166666666667
"891",71,20100120,"IA","MIST",9,0,1,2,-5,1,0,0,1,"Shooting",0,0,1,10.4166666666667
"892",71,20100120,"IA","MIST",10,0,1,1,-4,1,0,0,1,"Personal",0,1,0,10.2166666666667
"893",71,20100120,"IA","MIST",11,1,0,0,-2,1,0,0,1,"Personal",0,1,0,9.68333333333333
"894",71,20100120,"IA","MIST",12,0,1,1,5,0,1,1,0,"Personal",0,1,0,8.16666666666667
"895",71,20100120,"IA","MIST",13,0,1,0,8,0,1,0,1,"Offensive",1,0,0,7.65
"896",71,20100120,"IA","MIST",14,1,0,-1,10,0,1,0,1,"Personal",0,1,0,6.01666666666667
"897",71,20100120,"IA","MIST",15,1,0,0,10,0,1,1,0,"Offensive",1,0,0,5.48333333333333
"898",71,20100120,"IA","MIST",16,1,0,1,8,0,1,1,0,"Offensive",1,0,0,4.93333333333333
"899",71,20100120,"IA","MIST",17,0,1,2,8,0,1,1,0,"Shooting",0,0,1,4.08333333333333
"900",71,20100120,"IA","MIST",18,0,1,1,11,0,1,0,1,"Shooting",0,0,1,3.28333333333333
"901",71,20100120,"IA","MIST",19,1,0,0,14,0,1,0,1,"Offensive",1,0,0,1.56666666666667
"902",71,20100120,"IA","MIST",20,0,1,1,14,0,1,1,0,"Offensive",1,0,0,1.11666666666667
"903",72,20100119,"PUR","IL",1,1,0,0,-2,1,0,0,0,"Shooting",0,0,1,17.95
"904",72,20100119,"PUR","IL",2,1,0,1,0,0,0,1,0,"Offensive",1,0,0,15.5666666666667
"905",72,20100119,"PUR","IL",3,0,1,2,0,0,0,1,0,"Shooting",0,0,1,14.0333333333333
"906",72,20100119,"PUR","IL",4,0,1,1,6,0,1,0,1,"Personal",0,1,0,11.7
"907",72,20100119,"PUR","IL",5,0,1,0,4,0,1,0,1,"Personal",0,1,0,10.3833333333333
"908",72,20100119,"PUR","IL",6,0,1,-1,4,0,1,0,1,"Offensive",1,0,0,9.61666666666667
"909",72,20100119,"PUR","IL",7,1,0,-2,4,0,1,0,1,"Shooting",0,0,1,9
"910",72,20100119,"PUR","IL",8,0,1,-1,4,0,1,1,0,"Shooting",0,0,1,7.83333333333333
"911",72,20100119,"PUR","IL",9,1,0,-2,4,0,1,0,1,"Personal",0,1,0,7.61666666666667
"912",72,20100119,"PUR","IL",10,0,1,-1,6,0,1,1,0,"Personal",0,1,0,6.86666666666667
"913",72,20100119,"PUR","IL",11,1,0,-2,8,0,1,0,1,"Shooting",0,0,1,5.06666666666667
"914",72,20100119,"PUR","IL",12,1,0,-1,8,0,1,1,0,"Shooting",0,0,1,4.53333333333333
"915",72,20100119,"PUR","IL",13,0,1,0,6,0,1,1,0,"Shooting",0,0,1,4.01666666666667
"916",72,20100119,"PUR","IL",14,1,0,-1,6,0,1,0,1,"Personal",0,1,0,3.63333333333333
"917",72,20100119,"PUR","IL",15,1,0,0,6,0,1,1,0,"Personal",0,1,0,1.78333333333333
"918",72,20100119,"PUR","IL",16,0,1,1,4,0,1,1,0,"Shooting",0,0,1,1.16666666666667
"919",73,20100119,"NW","OHST",1,1,0,0,2,0,1,0,0,"Personal",0,1,0,19.1166666666667
"920",73,20100119,"NW","OHST",2,1,0,1,7,0,1,1,0,"Personal",0,1,0,17.85
"921",73,20100119,"NW","OHST",3,0,1,2,12,0,1,1,0,"Personal",0,1,0,13.9666666666667
"922",73,20100119,"NW","OHST",4,0,1,1,12,0,1,0,1,"Personal",0,1,0,13.8833333333333
"923",73,20100119,"NW","OHST",5,1,0,0,14,0,1,0,1,"Shooting",0,0,1,12.8333333333333
"924",73,20100119,"NW","OHST",6,0,1,1,12,0,1,1,0,"Personal",0,1,0,12.55
"925",73,20100119,"NW","OHST",7,0,1,0,12,0,1,0,1,"Shooting",0,0,1,10.3166666666667
"926",73,20100119,"NW","OHST",8,1,0,-1,14,0,1,0,1,"Shooting",0,0,1,9.36666666666667
"927",73,20100119,"NW","OHST",9,0,1,0,14,0,1,1,0,"Offensive",1,0,0,7.76666666666667
"928",73,20100119,"NW","OHST",10,1,0,-1,17,0,1,0,1,"Personal",0,1,0,7.2
"929",73,20100119,"NW","OHST",11,0,1,0,17,0,1,1,0,"Personal",0,1,0,6.51666666666667
"930",73,20100119,"NW","OHST",12,1,0,-1,19,0,1,0,1,"Shooting",0,0,1,6.16666666666667
"931",73,20100119,"NW","OHST",13,0,1,0,18,0,1,1,0,"Personal",0,1,0,5.11666666666667
"932",73,20100119,"NW","OHST",14,0,1,-1,20,0,1,0,1,"Shooting",0,0,1,3.11666666666667
"933",73,20100119,"NW","OHST",15,1,0,-2,22,0,1,0,1,"Personal",0,1,0,2.95
"934",73,20100119,"NW","OHST",16,0,1,-1,21,0,1,1,0,"Offensive",1,0,0,2.11666666666667
"935",73,20100119,"NW","OHST",17,0,1,-2,24,0,1,0,1,"Shooting",0,0,1,1.18333333333333
"936",73,20100119,"NW","OHST",18,0,1,-3,22,0,1,0,1,"Personal",0,1,0,0.55
"937",74,20100117,"MN","IN",1,0,1,0,0,0,0,0,0,"Shooting",0,0,1,19.6166666666667
"938",74,20100117,"MN","IN",2,1,0,-1,3,0,1,0,1,"Shooting",0,0,1,18.6666666666667
"939",74,20100117,"MN","IN",3,0,1,0,6,0,1,1,0,"Personal",0,1,0,16.7
"940",74,20100117,"MN","IN",4,0,1,-1,6,0,1,0,1,"Shooting",0,0,1,16.6333333333333
"941",74,20100117,"MN","IN",5,1,0,-2,6,0,1,0,1,"Shooting",0,0,1,15.9
"942",74,20100117,"MN","IN",6,0,1,-1,5,0,1,1,0,"Personal",0,1,0,15.55
"943",74,20100117,"MN","IN",7,0,1,-2,3,0,1,0,1,"Personal",0,1,0,15.25
"944",74,20100117,"MN","IN",8,1,0,-3,3,0,1,0,1,"Personal",0,1,0,14
"945",74,20100117,"MN","IN",9,0,1,-2,1,0,1,1,0,"Shooting",0,0,1,13.3166666666667
"946",74,20100117,"MN","IN",10,1,0,-3,3,0,1,0,1,"Personal",0,1,0,12.95
"947",74,20100117,"MN","IN",11,0,1,-2,2,0,1,1,0,"Personal",0,1,0,11.5333333333333
"948",74,20100117,"MN","IN",12,1,0,-3,7,0,1,0,1,"Shooting",0,0,1,10.6666666666667
"949",74,20100117,"MN","IN",13,1,0,-2,8,0,1,1,0,"Shooting",0,0,1,9.6
"950",74,20100117,"MN","IN",14,0,1,-1,6,0,1,1,0,"Personal",0,1,0,9.6
"951",74,20100117,"MN","IN",15,1,0,-2,14,0,1,0,1,"Personal",0,1,0,6.96666666666667
"952",74,20100117,"MN","IN",16,0,1,-1,12,0,1,1,0,"Shooting",0,0,1,5.66666666666667
"953",74,20100117,"MN","IN",17,0,1,-2,12,0,1,0,1,"Shooting",0,0,1,4.86666666666667
"954",74,20100117,"MN","IN",18,1,0,-3,11,0,1,0,1,"Personal",0,1,0,2.31666666666667
"955",74,20100117,"MN","IN",19,0,1,-2,8,0,1,1,0,"Personal",0,1,0,1.85
"956",74,20100117,"MN","IN",20,1,0,-3,10,0,1,0,1,"Shooting",0,0,1,1.55
"957",74,20100117,"MN","IN",21,0,1,-2,8,0,1,1,0,"Personal",0,1,0,1.13333333333333
"958",74,20100117,"MN","IN",22,1,0,-3,7,0,1,0,1,"Personal",0,1,0,0.8
"959",74,20100117,"MN","IN",23,0,1,-2,5,0,1,1,0,"Personal",0,1,0,0.566666666666667
"960",75,20100116,"WI","OHST",1,0,1,0,3,0,1,0,0,"Shooting",0,0,1,17.25
"961",75,20100116,"WI","OHST",2,1,0,-1,2,0,1,0,1,"Offensive",1,0,0,16.0166666666667
"962",75,20100116,"WI","OHST",3,1,0,0,2,0,1,1,0,"Personal",0,1,0,15.5833333333333
"963",75,20100116,"WI","OHST",4,1,0,1,-1,1,0,1,0,"Personal",0,1,0,14.2666666666667
"964",75,20100116,"WI","OHST",5,0,1,2,0,0,0,1,0,"Shooting",0,0,1,9.76666666666667
"965",75,20100116,"WI","OHST",6,0,1,1,2,0,1,0,1,"Personal",0,1,0,8.98333333333333
"966",75,20100116,"WI","OHST",7,0,1,0,4,0,1,0,1,"Shooting",0,0,1,7.81666666666667
"967",75,20100116,"WI","OHST",8,0,1,-1,4,0,1,0,1,"Offensive",1,0,0,7.23333333333333
"968",75,20100116,"WI","OHST",9,0,1,-2,5,0,1,0,1,"Personal",0,1,0,4.3
"969",75,20100116,"WI","OHST",10,1,0,-3,7,0,1,0,1,"Personal",0,1,0,4.08333333333333
"970",75,20100116,"WI","OHST",11,1,0,-2,7,0,1,1,0,"Shooting",0,0,1,3.63333333333333
"971",75,20100116,"WI","OHST",12,0,1,-1,7,0,1,1,0,"Personal",0,1,0,2.91666666666667
"972",75,20100116,"WI","OHST",13,1,0,-2,9,0,1,0,1,"Personal",0,1,0,2.71666666666667
"973",75,20100116,"WI","OHST",14,1,0,-1,12,0,1,1,0,"Offensive",1,0,0,0.0333333333333333
"974",76,20100116,"PUR","NW",1,0,1,0,-4,1,0,0,0,"Personal",0,1,0,16.8666666666667
"975",76,20100116,"PUR","NW",2,1,0,-1,-4,1,0,0,1,"Shooting",0,0,1,16.7666666666667
"976",76,20100116,"PUR","NW",3,0,1,0,-5,1,0,1,0,"Shooting",0,0,1,16.05
"977",76,20100116,"PUR","NW",4,1,0,-1,-3,1,0,0,1,"Shooting",0,0,1,14.9333333333333
"978",76,20100116,"PUR","NW",5,0,1,0,-3,1,0,1,0,"Personal",0,1,0,13.25
"979",76,20100116,"PUR","NW",6,0,1,-1,-2,1,0,0,1,"Personal",0,1,0,9.4
"980",76,20100116,"PUR","NW",7,0,1,-2,2,0,1,0,1,"Shooting",0,0,1,6.95
"981",76,20100116,"PUR","NW",8,0,1,-3,4,0,1,0,1,"Offensive",1,0,0,6.81666666666667
"982",76,20100116,"PUR","NW",9,0,1,-4,4,0,1,0,1,"Personal",0,1,0,6.1
"983",76,20100116,"PUR","NW",10,1,0,-5,4,0,1,0,1,"Personal",0,1,0,5.96666666666667
"984",76,20100116,"PUR","NW",11,1,0,-4,8,0,1,1,0,"Personal",0,1,0,4.8
"985",76,20100116,"PUR","NW",12,1,0,-3,6,0,1,1,0,"Shooting",0,0,1,4.73333333333333
"986",76,20100116,"PUR","NW",13,1,0,-2,5,0,1,1,0,"Shooting",0,0,1,4.13333333333333
"987",76,20100116,"PUR","NW",14,0,1,-1,3,0,1,1,0,"Personal",0,1,0,3.81666666666667
"988",77,20100116,"IL","MIST",1,0,1,0,-5,1,0,0,0,"Shooting",0,0,1,19.0166666666667
"989",77,20100116,"IL","MIST",2,1,0,-1,-5,1,0,0,1,"Shooting",0,0,1,18.8
"990",77,20100116,"IL","MIST",3,0,1,0,-4,1,0,1,0,"Shooting",0,0,1,16.75
"991",77,20100116,"IL","MIST",4,0,1,-1,-4,1,0,0,1,"Shooting",0,0,1,13.8166666666667
"992",77,20100116,"IL","MIST",5,1,0,-2,-2,1,0,0,1,"Shooting",0,0,1,13.25
"993",77,20100116,"IL","MIST",6,0,1,-1,-4,1,0,1,0,"Personal",0,1,0,13.1
"994",77,20100116,"IL","MIST",7,0,1,-2,-4,1,0,0,1,"Personal",0,1,0,12.6166666666667
"995",77,20100116,"IL","MIST",8,1,0,-3,-4,1,0,0,1,"Personal",0,1,0,10.4666666666667
"996",77,20100116,"IL","MIST",9,0,1,-2,-4,1,0,1,0,"Shooting",0,0,1,8.3
"997",77,20100116,"IL","MIST",10,1,0,-3,-3,1,0,0,1,"Personal",0,1,0,8.08333333333333
"998",77,20100116,"IL","MIST",11,0,1,-2,-3,1,0,1,0,"Shooting",0,0,1,4.91666666666667
"999",77,20100116,"IL","MIST",12,1,0,-3,3,0,1,0,1,"Offensive",1,0,0,3.11666666666667
"1000",77,20100116,"IL","MIST",13,1,0,-2,5,0,1,1,0,"Shooting",0,0,1,2.36666666666667
"1001",77,20100116,"IL","MIST",14,0,1,-1,4,0,1,1,0,"Personal",0,1,0,2.25
"1002",77,20100116,"IL","MIST",15,0,1,-2,4,0,1,0,1,"Shooting",0,0,1,1.66666666666667
"1003",77,20100116,"IL","MIST",16,1,0,-3,6,0,1,0,1,"Personal",0,1,0,1.38333333333333
"1004",78,20100116,"PSU","IA",1,1,0,0,-2,1,0,0,0,"Shooting",0,0,1,18.1333333333333
"1005",78,20100116,"PSU","IA",2,1,0,1,-3,1,0,1,0,"Personal",0,1,0,17.3166666666667
"1006",78,20100116,"PSU","IA",3,0,1,2,-3,1,0,1,0,"Shooting",0,0,1,16.7333333333333
"1007",78,20100116,"PSU","IA",4,0,1,1,-5,1,0,0,1,"Shooting",0,0,1,12.5166666666667
"1008",78,20100116,"PSU","IA",5,1,0,0,-10,1,0,0,1,"Shooting",0,0,1,9.3
"1009",78,20100116,"PSU","IA",6,1,0,1,-9,1,0,1,0,"Personal",0,1,0,8.56666666666667
"1010",78,20100116,"PSU","IA",7,0,1,2,-11,1,0,1,0,"Personal",0,1,0,7.68333333333333
"1011",78,20100116,"PSU","IA",8,1,0,1,-11,1,0,0,1,"Offensive",1,0,0,7.63333333333333
"1012",78,20100116,"PSU","IA",9,1,0,2,-5,1,0,1,0,"Personal",0,1,0,4.65
"1013",78,20100116,"PSU","IA",10,0,1,3,-5,1,0,1,0,"Offensive",1,0,0,4.13333333333333
"1014",78,20100116,"PSU","IA",11,0,1,2,-3,1,0,0,1,"Shooting",0,0,1,3.7
"1015",78,20100116,"PSU","IA",12,1,0,1,0,0,0,0,1,"Shooting",0,0,1,1.41666666666667
"1016",79,20100114,"IN","MI",1,1,0,0,0,0,0,0,0,"Personal",0,1,0,19.45
"1017",79,20100114,"IN","MI",2,0,1,1,-2,1,0,1,0,"Personal",0,1,0,18.3666666666667
"1018",79,20100114,"IN","MI",3,0,1,0,0,0,0,0,1,"Shooting",0,0,1,17.1666666666667
"1019",79,20100114,"IN","MI",4,0,1,-1,4,0,1,0,1,"Shooting",0,0,1,15.0666666666667
"1020",79,20100114,"IN","MI",5,1,0,-2,3,0,1,0,1,"Personal",0,1,0,13.6166666666667
"1021",79,20100114,"IN","MI",6,0,1,-1,3,0,1,1,0,"Personal",0,1,0,13.2666666666667
"1022",79,20100114,"IN","MI",7,0,1,-2,3,0,1,0,1,"Offensive",1,0,0,12.7666666666667
"1023",79,20100114,"IN","MI",8,0,1,-3,3,0,1,0,1,"Personal",0,1,0,12.1833333333333
"1024",79,20100114,"IN","MI",9,0,1,-4,3,0,1,0,1,"Personal",0,1,0,11.2666666666667
"1025",79,20100114,"IN","MI",10,1,0,-5,4,0,1,0,1,"Personal",0,1,0,10.4
"1026",79,20100114,"IN","MI",11,1,0,-4,6,0,1,1,0,"Personal",0,1,0,8.98333333333333
"1027",79,20100114,"IN","MI",12,0,1,-3,4,0,1,1,0,"Personal",0,1,0,8.65
"1028",79,20100114,"IN","MI",13,1,0,-4,8,0,1,0,1,"Personal",0,1,0,7.33333333333333
"1029",79,20100114,"IN","MI",14,1,0,-3,6,0,1,1,0,"Shooting",0,0,1,6.83333333333333
"1030",79,20100114,"IN","MI",15,0,1,-2,5,0,1,1,0,"Shooting",0,0,1,6.35
"1031",79,20100114,"IN","MI",16,1,0,-3,5,0,1,0,1,"Shooting",0,0,1,5.71666666666667
"1032",79,20100114,"IN","MI",17,0,1,-2,5,0,1,1,0,"Personal",0,1,0,5.4
"1033",79,20100114,"IN","MI",18,1,0,-3,6,0,1,0,1,"Shooting",0,0,1,4.51666666666667
"1034",79,20100114,"IN","MI",19,0,1,-2,5,0,1,1,0,"Offensive",1,0,0,2.45
"1035",79,20100114,"IN","MI",20,0,1,-3,5,0,1,0,1,"Shooting",0,0,1,2.28333333333333
"1036",80,20100113,"WI","NW",1,1,0,0,1,0,1,0,0,"Personal",0,1,0,18.1666666666667
"1037",80,20100113,"WI","NW",2,0,1,1,3,0,1,1,0,"Personal",0,1,0,15.8666666666667
"1038",80,20100113,"WI","NW",3,0,1,0,-2,1,0,0,1,"Shooting",0,0,1,12.3333333333333
"1039",80,20100113,"WI","NW",4,0,1,-1,1,0,1,0,1,"Shooting",0,0,1,10.45
"1040",80,20100113,"WI","NW",5,1,0,-2,1,0,1,0,1,"Offensive",1,0,0,6.41666666666667
"1041",80,20100113,"WI","NW",6,1,0,-1,-1,1,0,1,0,"Shooting",0,0,1,3.88333333333333
"1042",80,20100113,"WI","NW",7,0,1,0,0,0,0,1,0,"Offensive",1,0,0,1.26666666666667
"1043",80,20100113,"WI","NW",8,0,1,-1,0,0,0,0,1,"Personal",0,1,0,0
"1044",81,20100113,"MN","MIST",1,0,1,0,0,0,0,0,0,"Personal",0,1,0,19.8
"1045",81,20100113,"MN","MIST",2,1,0,-1,0,0,0,0,1,"Personal",0,1,0,18.4666666666667
"1046",81,20100113,"MN","MIST",3,0,1,0,0,0,0,1,0,"Offensive",1,0,0,16.4833333333333
"1047",81,20100113,"MN","MIST",4,1,0,-1,1,0,1,0,1,"Personal",0,1,0,14.9333333333333
"1048",81,20100113,"MN","MIST",5,0,1,0,3,0,1,1,0,"Personal",0,1,0,13.05
"1049",81,20100113,"MN","MIST",6,1,0,-1,3,0,1,0,1,"Personal",0,1,0,13.05
"1050",81,20100113,"MN","MIST",7,0,1,0,5,0,1,1,0,"Shooting",0,0,1,12.4
"1051",81,20100113,"MN","MIST",8,1,0,-1,6,0,1,0,1,"Personal",0,1,0,12.0666666666667
"1052",81,20100113,"MN","MIST",9,1,0,0,5,0,1,1,0,"Personal",0,1,0,11.7333333333333
"1053",81,20100113,"MN","MIST",10,1,0,1,3,0,1,1,0,"Offensive",1,0,0,11.1166666666667
"1054",81,20100113,"MN","MIST",11,0,1,2,-2,1,0,1,0,"Personal",0,1,0,8.51666666666667
"1055",81,20100113,"MN","MIST",12,0,1,1,-2,1,0,0,1,"Offensive",1,0,0,7.06666666666667
"1056",81,20100113,"MN","MIST",13,1,0,0,-2,1,0,0,1,"Personal",0,1,0,6.2
"1057",81,20100113,"MN","MIST",14,0,1,1,1,0,1,1,0,"Offensive",1,0,0,5.08333333333333
"1058",81,20100113,"MN","MIST",15,1,0,0,1,0,1,0,1,"Personal",0,1,0,4.63333333333333
"1059",81,20100113,"MN","MIST",16,0,1,1,8,0,1,1,0,"Shooting",0,0,1,1
"1060",82,20100112,"PSU","IL",1,1,0,0,5,0,1,0,0,"Shooting",0,0,1,17.5333333333333
"1061",82,20100112,"PSU","IL",2,0,1,1,0,0,0,1,0,"Offensive",1,0,0,8.88333333333333
"1062",82,20100112,"PSU","IL",3,0,1,0,0,0,0,0,1,"Personal",0,1,0,5.98333333333333
"1063",82,20100112,"PSU","IL",4,1,0,-1,-2,1,0,0,1,"Shooting",0,0,1,5.48333333333333
"1064",82,20100112,"PSU","IL",5,0,1,0,-3,1,0,1,0,"Personal",0,1,0,4.25
"1065",82,20100112,"PSU","IL",6,0,1,-1,-5,1,0,0,1,"Personal",0,1,0,0.216666666666667
"1066",82,20100112,"PSU","IL",7,0,1,-2,-5,1,0,0,1,"Personal",0,1,0,0.1
"1067",82,20100112,"PSU","IL",8,0,1,-3,-5,1,0,0,1,"Personal",0,1,0,0.0666666666666667
"1068",83,20100112,"OHST","PUR",1,0,1,0,2,0,1,0,0,"Personal",0,1,0,15.45
"1069",83,20100112,"OHST","PUR",2,1,0,-1,3,0,1,0,1,"Shooting",0,0,1,13.1333333333333
"1070",83,20100112,"OHST","PUR",3,1,0,0,2,0,1,1,0,"Shooting",0,0,1,11.4166666666667
"1071",83,20100112,"OHST","PUR",4,0,1,1,-5,1,0,1,0,"Shooting",0,0,1,9.73333333333333
"1072",83,20100112,"OHST","PUR",5,0,1,0,3,0,1,0,1,"Offensive",1,0,0,6.33333333333333
"1073",83,20100112,"OHST","PUR",6,1,0,-1,7,0,1,0,1,"Personal",0,1,0,4.65
"1074",83,20100112,"OHST","PUR",7,0,1,0,5,0,1,1,0,"Personal",0,1,0,4.38333333333333
"1075",83,20100112,"OHST","PUR",8,1,0,-1,12,0,1,0,1,"Shooting",0,0,1,0.616666666666667
"1076",84,20100110,"NW","MI",1,1,0,0,0,0,0,0,0,"Personal",0,1,0,19.45
"1077",84,20100110,"NW","MI",2,0,1,1,-2,1,0,1,0,"Personal",0,1,0,18.25
"1078",84,20100110,"NW","MI",3,0,1,0,0,0,0,0,1,"Shooting",0,0,1,17.05
"1079",84,20100110,"NW","MI",4,1,0,-1,6,0,1,0,1,"Personal",0,1,0,10.7833333333333
"1080",84,20100110,"NW","MI",5,1,0,0,6,0,1,1,0,"Personal",0,1,0,10.2833333333333
"1081",84,20100110,"NW","MI",6,0,1,1,6,0,1,1,0,"Personal",0,1,0,9.71666666666667
"1082",84,20100110,"NW","MI",7,0,1,0,9,0,1,0,1,"Offensive",1,0,0,9.13333333333333
"1083",84,20100110,"NW","MI",8,0,1,-1,9,0,1,0,1,"Personal",0,1,0,7.73333333333333
"1084",84,20100110,"NW","MI",9,0,1,-2,11,0,1,0,1,"Personal",0,1,0,7.46666666666667
"1085",84,20100110,"NW","MI",10,0,1,-3,11,0,1,0,1,"Shooting",0,0,1,5.61666666666667
"1086",84,20100110,"NW","MI",11,0,1,-4,15,0,1,0,1,"Shooting",0,0,1,4.4
"1087",84,20100110,"NW","MI",12,1,0,-5,11,0,1,0,1,"Personal",0,1,0,3.43333333333333
"1088",84,20100110,"NW","MI",13,1,0,-4,11,0,1,1,0,"Shooting",0,0,1,3.26666666666667
"1089",84,20100110,"NW","MI",14,0,1,-3,8,0,1,1,0,"Shooting",0,0,1,1.4
"1090",84,20100110,"NW","MI",15,1,0,-4,8,0,1,0,1,"Personal",0,1,0,0.85
"1091",85,20100109,"IL","IN",1,0,1,0,-3,1,0,0,0,"Shooting",0,0,1,19.3
"1092",85,20100109,"IL","IN",2,1,0,-1,-2,1,0,0,1,"Personal",0,1,0,18.85
"1093",85,20100109,"IL","IN",3,1,0,0,0,0,0,1,0,"Shooting",0,0,1,17.05
"1094",85,20100109,"IL","IN",4,1,0,1,1,0,1,1,0,"Personal",0,1,0,15.1833333333333
"1095",85,20100109,"IL","IN",5,0,1,2,1,0,1,1,0,"Shooting",0,0,1,14.5666666666667
"1096",85,20100109,"IL","IN",6,1,0,1,2,0,1,0,1,"Shooting",0,0,1,14.1
"1097",85,20100109,"IL","IN",7,0,1,2,1,0,1,1,0,"Shooting",0,0,1,13.2
"1098",85,20100109,"IL","IN",8,1,0,1,8,0,1,0,1,"Personal",0,1,0,11.0166666666667
"1099",85,20100109,"IL","IN",9,1,0,2,10,0,1,1,0,"Shooting",0,0,1,10.15
"1100",85,20100109,"IL","IN",10,1,0,3,10,0,1,1,0,"Personal",0,1,0,9.6
"1101",85,20100109,"IL","IN",11,0,1,4,10,0,1,1,0,"Personal",0,1,0,8.56666666666667
"1102",85,20100109,"IL","IN",12,1,0,3,10,0,1,0,1,"Shooting",0,0,1,7.26666666666667
"1103",85,20100109,"IL","IN",13,0,1,4,10,0,1,1,0,"Personal",0,1,0,6.76666666666667
"1104",85,20100109,"IL","IN",14,0,1,3,13,0,1,0,1,"Shooting",0,0,1,5.78333333333333
"1105",85,20100109,"IL","IN",15,1,0,2,14,0,1,0,1,"Personal",0,1,0,5.61666666666667
"1106",85,20100109,"IL","IN",16,1,0,3,10,0,1,1,0,"Personal",0,1,0,3.78333333333333
"1107",85,20100109,"IL","IN",17,1,0,4,11,0,1,1,0,"Personal",0,1,0,3.31666666666667
"1108",85,20100109,"IL","IN",18,0,1,5,11,0,1,1,0,"Offensive",1,0,0,2.88333333333333
"1109",85,20100109,"IL","IN",19,1,0,4,14,0,1,0,1,"Personal",0,1,0,1.46666666666667
"1110",85,20100109,"IL","IN",20,0,1,5,13,0,1,1,0,"Shooting",0,0,1,1.4
"1111",85,20100109,"IL","IN",21,1,0,4,15,0,1,0,1,"Personal",0,1,0,0.783333333333333
"1112",85,20100109,"IL","IN",22,1,0,5,14,0,1,1,0,"Shooting",0,0,1,0.05
"1113",86,20100109,"MIST","IA",1,1,0,0,2,0,1,0,0,"Personal",0,1,0,16.1833333333333
"1114",86,20100109,"MIST","IA",2,1,0,1,3,0,1,1,0,"Personal",0,1,0,14.95
"1115",86,20100109,"MIST","IA",3,0,1,2,2,0,1,1,0,"Offensive",1,0,0,13.8
"1116",86,20100109,"MIST","IA",4,0,1,1,2,0,1,0,1,"Offensive",1,0,0,13.1833333333333
"1117",86,20100109,"MIST","IA",5,1,0,0,2,0,1,0,1,"Offensive",1,0,0,13.0666666666667
"1118",86,20100109,"MIST","IA",6,1,0,1,-8,1,0,1,0,"Personal",0,1,0,9.26666666666667
"1119",86,20100109,"MIST","IA",7,0,1,2,-8,1,0,1,0,"Personal",0,1,0,8.45
"1120",86,20100109,"MIST","IA",8,1,0,1,-8,1,0,0,1,"Personal",0,1,0,6.08333333333333
"1121",86,20100109,"MIST","IA",9,1,0,2,-6,1,0,1,0,"Personal",0,1,0,4.75
"1122",86,20100109,"MIST","IA",10,1,0,3,-7,1,0,1,0,"Personal",0,1,0,4.68333333333333
"1123",86,20100109,"MIST","IA",11,1,0,4,-8,1,0,1,0,"Personal",0,1,0,4.68333333333333
"1124",86,20100109,"MIST","IA",12,0,1,5,-8,1,0,1,0,"Personal",0,1,0,3.65
"1125",86,20100109,"MIST","IA",13,0,1,4,-10,1,0,0,1,"Personal",0,1,0,0.266666666666667
