id,days,last_scraped,host_since,room_type,bathrooms,bedrooms,price,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable
3644017,1451,4/3/2017,4/13/2013,Private room,1,1,100,17,10,10,10,t
3644032,989,4/3/2017,7/19/2014,Entire home/apt,1,1,140,31,10,10,10,f
3644037,1069,4/3/2017,4/30/2014,Entire home/apt,1,1,95,2,10,10,10,f
3644101,1476,4/3/2017,3/19/2013,Private room,1,1,90,0,NA,NA,NA,f
3644237,989,4/3/2017,7/19/2014,Entire home/apt,2,2,125,2,10,10,10,f
3645866,2064,4/3/2017,8/9/2011,Private room,1,1,39,6,9,9,10,f
3646059,1006,4/2/2017,7/1/2014,Private room,1,1,65,35,9,9,9,f
3650524,1149,4/3/2017,2/9/2014,Private room,1,1,75,0,NA,NA,NA,f
3650528,1621,4/3/2017,10/25/2012,Entire home/apt,1,0,149,21,10,10,10,f
3650961,1783,4/3/2017,5/16/2012,Private room,1,1,50,20,10,10,10,f
3652230,2125,4/3/2017,6/9/2011,Private room,1,1,94,26,10,10,10,f
3652288,1266,4/3/2017,10/15/2013,Entire home/apt,1,2,450,92,9,9,9,t
3654480,1571,4/3/2017,12/14/2012,Entire home/apt,1,2,325,5,9,7,8,f
3654510,1339,4/3/2017,8/3/2013,Private room,1,1,75,12,6,8,8,f
3655367,987,4/2/2017,7/20/2014,Entire home/apt,1,0,81,88,10,9,10,f
3659544,1141,4/3/2017,2/17/2014,Private room,1,1,69,84,10,9,9,f
3660983,1327,4/3/2017,8/15/2013,Private room,1,1,125,1,10,8,8,f
3661168,1685,4/3/2017,8/22/2012,Private room,1,1,65,2,8,10,10,f
3661644,1519,4/3/2017,2/4/2013,Entire home/apt,1,2,179,43,8,10,9,f
3662795,42828,4/3/2017,NA,Private room,1,1,49,15,9,9,9,f
3662827,1326,4/3/2017,8/16/2013,Entire home/apt,1,1,200,22,9,10,9,f
3662949,987,4/3/2017,7/21/2014,Entire home/apt,1,1,250,6,10,10,10,f
3663178,2118,4/3/2017,6/16/2011,Entire home/apt,2,3,189,112,10,9,10,f
3663423,987,4/3/2017,7/21/2014,Entire home/apt,1.5,2,200,0,NA,NA,NA,f
3663798,991,4/3/2017,7/17/2014,Private room,1,1,119,43,9,9,9,f
3664439,1389,4/3/2017,6/14/2013,Private room,1,1,90,19,9,10,9,f
3664714,1454,4/3/2017,4/10/2013,Entire home/apt,1,1,110,32,7,9,9,f
3666015,987,4/3/2017,7/21/2014,Private room,1,1,150,1,10,10,10,f
3666146,1205,4/3/2017,12/15/2013,Entire home/apt,1,1,620,13,9,9,9,f
3666617,987,4/3/2017,7/21/2014,Entire home/apt,1,1,149,21,9,9,9,f
3666653,1006,4/3/2017,7/2/2014,Entire home/apt,1,1,170,66,10,10,10,f
3666709,987,4/3/2017,7/21/2014,Entire home/apt,1,0,99,6,10,10,10,f
3667209,987,4/3/2017,7/21/2014,Entire home/apt,1,1,135,0,NA,NA,NA,f
3667653,987,4/3/2017,7/21/2014,Private room,1,1,60,0,NA,NA,NA,f
3667843,1099,4/3/2017,3/31/2014,Entire home/apt,3,3,650,3,10,10,9,f
3667915,1858,4/3/2017,3/2/2012,Private room,2,1,105,12,10,9,9,f
3671653,985,4/2/2017,7/22/2014,Private room,1,1,99,72,10,9,9,f
3672455,1385,4/2/2017,6/17/2013,Private room,1,1,75,3,9,9,9,f
3672607,985,4/2/2017,7/22/2014,Private room,1,1,90,100,10,9,10,f
3673077,1503,4/2/2017,2/19/2013,Private room,1,1,130,18,9,10,9,f
3673991,986,4/3/2017,7/22/2014,Private room,1,1,170,0,NA,NA,NA,f
3674194,1785,4/2/2017,5/13/2012,Private room,1.5,1,99,20,9,9,9,f
3674757,1746,4/2/2017,6/21/2012,Private room,1,1,77,84,9,9,9,f
3675270,1317,4/2/2017,8/24/2013,Private room,1,1,65,0,NA,NA,NA,f
3675568,1120,4/2/2017,3/9/2014,Private room,1,1,50,27,9,9,9,f
3675840,985,4/2/2017,7/22/2014,Private room,1,1,80,22,8,9,9,f
3675957,1823,4/2/2017,4/5/2012,Entire home/apt,1,0,125,6,10,10,10,f
3676461,985,4/2/2017,7/22/2014,Entire home/apt,1,1,125,24,10,10,10,f
3677309,1369,4/2/2017,7/3/2013,Private room,1,1,79,53,9,10,9,t
3677436,985,4/2/2017,7/22/2014,Entire home/apt,1,1,103,7,9,9,9,f
3677769,985,4/2/2017,7/22/2014,Private room,1,1,75,74,10,10,10,f
3677775,985,4/2/2017,7/22/2014,Shared room,1,1,35,58,10,8,10,f
3678284,1032,4/2/2017,6/5/2014,Private room,1,1,88,6,10,10,9,f
3678794,985,4/2/2017,7/22/2014,Entire home/apt,1,1,89,2,9,9,9,f
3678796,985,4/2/2017,7/22/2014,Entire home/apt,1,1,99,139,10,9,9,f
3678829,1017,4/2/2017,6/20/2014,Entire home/apt,2.5,3,545,4,10,10,10,f
3678990,1358,4/2/2017,7/14/2013,Private room,1,1,69,173,10,9,10,f
3683236,2248,4/2/2017,2/5/2011,Private room,1,1,250,0,NA,NA,NA,f
3683241,984,4/2/2017,7/23/2014,Entire home/apt,1,2,150,2,8,8,10,f
3683551,996,4/2/2017,7/11/2014,Entire home/apt,1,0,70,24,8,9,9,f
3683966,1204,4/2/2017,12/15/2013,Private room,1,1,59,0,NA,NA,NA,f
3684302,994,4/2/2017,7/13/2014,Entire home/apt,1,0,95,23,10,9,10,f
3684375,985,4/3/2017,7/23/2014,Entire home/apt,1,2,90,1,10,10,10,f
3684813,1215,4/2/2017,12/4/2013,Private room,1,2,55,1,10,10,10,f
3685433,1047,4/2/2017,5/21/2014,Entire home/apt,1,0,100,7,9,9,10,f
3685704,1753,4/2/2017,6/14/2012,Entire home/apt,1,1,120,53,10,8,9,t
3686623,1163,4/2/2017,1/25/2014,Entire home/apt,1,1,170,19,9,10,8,f
3686972,986,4/3/2017,7/22/2014,Entire home/apt,1,1,188,9,9,10,10,f
3687172,1459,4/2/2017,4/4/2013,Entire home/apt,1,0,190,20,9,10,9,f
3687227,1534,4/2/2017,1/19/2013,Private room,1,1,65,3,9,9,9,f
3688008,1601,4/2/2017,11/13/2012,Private room,1,1,50,45,9,9,9,f
3688168,1774,4/3/2017,5/25/2012,Entire home/apt,2.5,3,400,59,10,10,9,t
3688197,1172,4/2/2017,1/16/2014,Entire home/apt,1,1,100,2,10,10,10,f
3689140,1797,4/2/2017,5/1/2012,Entire home/apt,1,1,174,105,9,10,9,f
3692566,1749,4/2/2017,6/18/2012,Entire home/apt,2.5,5,375,10,9,9,9,f
3693410,983,4/2/2017,7/24/2014,Private room,1,1,104,39,9,10,9,f
3693655,1193,4/2/2017,12/26/2013,Entire home/apt,1,1,149,4,9,10,10,f
3693901,1001,4/2/2017,7/6/2014,Private room,1,1,55,2,6,2,4,f
3694182,2315,4/2/2017,11/30/2010,Entire home/apt,1,1,175,9,10,10,9,f
3694268,1944,4/2/2017,12/6/2011,Private room,1,1,190,10,10,10,10,f
3694441,2049,4/2/2017,8/23/2011,Entire home/apt,2,2,200,6,9,8,9,f
3694498,985,4/2/2017,7/22/2014,Entire home/apt,1,1,165,5,10,10,10,f
3694643,1385,4/2/2017,6/17/2013,Entire home/apt,1,1,110,8,9,10,10,f
3695725,2317,4/2/2017,11/28/2010,Entire home/apt,2,1,325,43,10,10,9,t
3696043,2092,4/2/2017,7/11/2011,Entire home/apt,1,1,90,55,9,9,9,f
3696746,992,4/2/2017,7/15/2014,Entire home/apt,1,1,180,28,9,10,9,f
3697194,983,4/2/2017,7/24/2014,Private room,1,1,75,0,NA,NA,NA,f
3697432,983,4/2/2017,7/24/2014,Private room,2,1,74,36,8,10,9,f
3698111,983,4/2/2017,7/24/2014,Private room,2,1,84,42,9,10,9,f
3698241,983,4/2/2017,7/24/2014,Private room,2,1,84,36,9,10,9,f
3698367,1480,4/2/2017,3/14/2013,Private room,1,1,65,6,6,10,8,f
3698368,984,4/2/2017,7/23/2014,Private room,1,1,64,1,10,8,8,f
3700364,1350,4/2/2017,7/22/2013,Entire home/apt,1,1,190,18,10,10,9,f
3701476,1434,4/2/2017,4/29/2013,Private room,1,1,125,7,10,10,10,f
3701708,982,4/2/2017,7/25/2014,Private room,1.5,1,65,2,8,10,10,f
3701890,1703,4/2/2017,8/3/2012,Entire home/apt,1,1,185,5,9,10,10,f
3702156,982,4/2/2017,7/25/2014,Private room,1,1,62,1,10,10,10,f
3702319,1147,4/2/2017,2/10/2014,Entire home/apt,1,2,155,21,10,10,10,f
3702400,1186,4/2/2017,1/2/2014,Private room,1,1,70,6,9,9,9,f
3703037,982,4/2/2017,7/25/2014,Entire home/apt,1,2,200,0,NA,NA,NA,f
3703091,982,4/2/2017,7/25/2014,Private room,1.5,1,50,8,9,9,10,f
3703805,1387,4/2/2017,6/15/2013,Private room,1,1,99,9,10,10,10,t
3704297,1779,4/2/2017,5/19/2012,Entire home/apt,1,4,119,93,9,9,9,t
3705495,1589,4/2/2017,11/25/2012,Entire home/apt,1,0,183,17,9,10,9,f
3709013,1361,4/2/2017,7/11/2013,Entire home/apt,1,1,140,3,9,9,9,f
3709294,995,4/2/2017,7/12/2014,Entire home/apt,1,0,99,94,8,9,8,t
3709582,1319,4/2/2017,8/22/2013,Entire home/apt,1,1,95,0,NA,NA,NA,f
3709690,1053,4/2/2017,5/15/2014,Entire home/apt,1,1,160,8,9,10,10,f
3710162,1867,4/2/2017,2/21/2012,Private room,1,1,100,5,10,10,9,f
3710230,981,4/2/2017,7/26/2014,Entire home/apt,2,3,199,13,10,9,9,f
3710436,2301,4/2/2017,12/14/2010,Entire home/apt,1,3,180,55,9,8,9,f
3710661,981,4/2/2017,7/26/2014,Private room,1,1,100,74,9,8,9,t
3710685,1048,4/2/2017,5/20/2014,Entire home/apt,1,1,95,26,9,9,9,f
3710697,1733,4/3/2017,7/5/2012,Private room,1,1,55,0,NA,NA,NA,f
3712330,981,4/2/2017,7/26/2014,Entire home/apt,1,1,100,90,10,9,9,t
3712681,982,4/3/2017,7/26/2014,Entire home/apt,1,1,225,11,8,10,9,f
3712721,993,4/2/2017,7/14/2014,Private room,1,1,100,9,10,10,10,f
3713028,982,4/2/2017,7/25/2014,Private room,1,1,50,9,9,9,9,f
3713233,1087,4/2/2017,4/11/2014,Private room,1,1,55,7,10,7,7,f
3715638,1246,4/2/2017,11/3/2013,Private room,1,1,82,82,9,9,9,f
3715824,1118,4/2/2017,3/11/2014,Entire home/apt,1,0,124,112,10,10,10,f
3716193,980,4/2/2017,7/27/2014,Entire home/apt,1,2,100,91,10,9,9,t
3717206,986,4/2/2017,7/21/2014,Private room,1.5,1,100,0,NA,NA,NA,f
3717427,1483,4/2/2017,3/11/2013,Private room,1,1,300,0,NA,NA,NA,f
3717689,988,4/2/2017,7/19/2014,Entire home/apt,1,0,80,1,10,10,10,f
3717749,1472,4/2/2017,3/22/2013,Private room,1.5,1,70,2,10,10,10,f
3718713,980,4/2/2017,7/27/2014,Entire home/apt,1,1,100,5,8,10,9,f
3718951,980,4/2/2017,7/27/2014,Private room,1,1,85,0,NA,NA,NA,f
3719330,1005,4/2/2017,7/2/2014,Private room,1,1,160,24,9,10,9,t
3719917,1537,4/2/2017,1/16/2013,Entire home/apt,1,1,199,15,8,9,8,f
3720404,1978,4/2/2017,11/2/2011,Entire home/apt,1,1,160,1,NA,NA,NA,f
3720986,980,4/2/2017,7/27/2014,Private room,1,1,119,9,8,9,9,t
3721036,1374,4/2/2017,6/28/2013,Private room,2,1,100,10,9,10,9,f
3721380,2115,4/2/2017,6/18/2011,Private room,1,1,65,14,10,10,10,f
3721904,1455,4/2/2017,4/8/2013,Entire home/apt,1,3,300,56,8,8,9,f
3726665,1036,4/2/2017,6/1/2014,Entire home/apt,1,1,112,49,8,8,9,f
3727206,979,4/2/2017,7/28/2014,Private room,1,1,55,61,9,8,9,f
3727816,980,4/3/2017,7/28/2014,Private room,1,1,80,2,9,9,9,f
3727861,979,4/2/2017,7/28/2014,Private room,1,1,200,0,NA,NA,NA,f
3728303,1320,4/2/2017,8/21/2013,Entire home/apt,1,1,150,6,8,10,9,f
3728552,979,4/2/2017,7/28/2014,Private room,1,1,250,0,NA,NA,NA,f
3729469,979,4/2/2017,7/28/2014,Private room,1,1,150,16,10,10,10,f
3729856,979,4/2/2017,7/28/2014,Entire home/apt,1,1,140,39,10,10,10,f
3730617,1911,4/2/2017,1/8/2012,Private room,1,1,90,13,10,10,9,f
3731319,1440,4/3/2017,4/24/2013,Private room,1,1,75,8,9,9,9,f
3731534,979,4/2/2017,7/28/2014,Entire home/apt,1,0,180,8,9,10,9,f
3731871,979,4/2/2017,7/28/2014,Private room,1,1,50,2,9,7,9,f
3731965,1353,4/2/2017,7/19/2013,Entire home/apt,1,1,120,1,8,10,10,f
3732008,1022,4/2/2017,6/15/2014,Private room,1,1,55,42,9,9,9,f
3735483,1510,4/2/2017,2/12/2013,Private room,1.5,1,55,4,10,9,9,f
3737180,978,4/2/2017,7/29/2014,Private room,1,1,50,0,NA,NA,NA,f
3737373,2516,4/2/2017,5/13/2010,Entire home/apt,1,2,200,116,9,10,9,f
3737847,978,4/2/2017,7/29/2014,Private room,1,1,50,2,10,10,10,f
3738529,978,4/2/2017,7/29/2014,Entire home/apt,1,2,150,7,10,9,9,f
3738756,1202,4/2/2017,12/17/2013,Entire home/apt,1,1,140,21,10,10,10,f
3739126,1659,4/2/2017,9/16/2012,Private room,1,1,99,0,NA,NA,NA,f
3739712,1765,4/2/2017,6/2/2012,Private room,1,1,125,72,10,10,10,f
3739864,1089,4/2/2017,4/9/2014,Private room,1,1,50,0,NA,NA,NA,f
3740402,983,4/2/2017,7/24/2014,Private room,2,1,74,36,9,10,9,f
3740914,1262,4/2/2017,10/18/2013,Entire home/apt,1,1,95,5,8,9,8,f
3741405,1207,4/2/2017,12/12/2013,Entire home/apt,1,2,150,3,10,9,9,f
3741504,978,4/2/2017,7/29/2014,Entire home/apt,1,1,130,2,8,10,10,f
3741728,978,4/2/2017,7/29/2014,Entire home/apt,1,2,125,48,10,9,10,f
3741945,983,4/2/2017,7/24/2014,Private room,2,1,79,28,9,10,9,f
3742613,1193,4/2/2017,12/26/2013,Private room,2,1,110,0,NA,NA,NA,f
3742785,978,4/2/2017,7/29/2014,Private room,1.5,1,65,1,6,6,6,t
3743048,977,4/2/2017,7/30/2014,Private room,1.5,1,58,30,10,10,10,f
3743783,1403,4/2/2017,5/30/2013,Private room,1,1,70,2,10,10,10,f
3744465,978,4/3/2017,7/30/2014,Private room,1,1,52,83,6,7,6,f
3747392,1047,4/2/2017,5/21/2014,Private room,1,1,150,9,9,10,9,f
3747505,1004,4/2/2017,7/3/2014,Entire home/apt,1,1,150,7,9,10,9,f
3747567,2175,4/2/2017,4/19/2011,Private room,1,1,80,21,10,9,10,f
3748474,1005,4/2/2017,7/2/2014,Entire home/apt,1,1,171,15,9,9,9,f
3748684,977,4/2/2017,7/30/2014,Entire home/apt,1,2,300,36,10,10,10,f
3749631,977,4/2/2017,7/30/2014,Private room,1,1,120,0,NA,NA,NA,f
3749971,1231,4/2/2017,11/18/2013,Private room,1,1,110,26,10,10,10,f
3750257,977,4/2/2017,7/30/2014,Entire home/apt,1,1,220,4,7,9,7,f
3750917,978,4/3/2017,7/30/2014,Private room,1,1,70,0,NA,NA,NA,f
3751737,1350,4/2/2017,7/22/2013,Private room,NA,1,65,21,9,10,9,f
3751894,977,4/2/2017,7/30/2014,Entire home/apt,1,3,339,128,8,10,9,t
3751919,1061,4/3/2017,5/8/2014,Private room,2,1,85,0,NA,NA,NA,f
3752035,1067,4/2/2017,5/1/2014,Entire home/apt,1,2,180,32,10,9,9,f
3755474,1240,4/3/2017,11/10/2013,Entire home/apt,1,1,250,4,8,9,9,f
3757178,977,4/3/2017,7/31/2014,Entire home/apt,1,1,175,9,10,10,10,f
3757460,1789,4/3/2017,5/10/2012,Private room,1,1,70,5,9,9,10,f
3757461,1008,4/3/2017,6/30/2014,Private room,1,1,73,83,9,10,9,f
3758296,977,4/3/2017,7/31/2014,Private room,1,1,85,11,10,10,10,f
3758669,2304,4/3/2017,12/12/2010,Entire home/apt,1,1,103,5,10,10,10,f
3758686,977,4/3/2017,7/31/2014,Entire home/apt,1,1,110,55,10,8,10,f
3759009,991,4/3/2017,7/17/2014,Entire home/apt,1,0,219,33,10,10,10,f
3760029,977,4/3/2017,7/31/2014,Entire home/apt,1,NA,100,68,10,10,10,f
3760158,1213,4/3/2017,12/7/2013,Private room,2.5,2,250,18,10,10,10,f
3760824,1128,4/3/2017,3/2/2014,Private room,1,1,110,5,9,10,9,f
3762842,976,4/3/2017,8/1/2014,Entire home/apt,1,2,100,1,8,10,10,t
3764540,1716,4/3/2017,7/22/2012,Entire home/apt,1,1,107,19,9,10,9,f
3764581,976,4/3/2017,8/1/2014,Entire home/apt,1,1,140,7,8,10,10,f
3765095,1497,4/3/2017,2/26/2013,Private room,1,1,50,3,9,9,9,f
3765357,1503,4/3/2017,2/20/2013,Entire home/apt,1,1,191,3,10,10,9,f
3766770,1008,4/3/2017,6/30/2014,Entire home/apt,1,1,125,44,10,7,9,f
3767079,1007,4/2/2017,6/30/2014,Entire home/apt,1,2,135,54,9,8,9,f
3767156,1035,4/3/2017,6/3/2014,Entire home/apt,1,2,149,122,10,9,10,f
3767267,1694,4/2/2017,8/12/2012,Private room,1,1,90,21,9,9,9,f
3767674,1520,4/3/2017,2/3/2013,Entire home/apt,1,2,200,5,9,9,9,f
3767801,2593,4/3/2017,2/26/2010,Entire home/apt,2.5,3,195,3,9,10,10,f
3768977,981,4/3/2017,7/27/2014,Entire home/apt,1,1,170,71,9,10,10,f
3769052,1710,4/3/2017,7/28/2012,Private room,1,1,43,32,9,8,9,t
3771177,975,4/3/2017,8/2/2014,Private room,1,1,120,0,NA,NA,NA,f
3771656,975,4/3/2017,8/2/2014,Private room,1,1,95,207,9,10,9,f
3771845,1350,4/3/2017,7/23/2013,Private room,1,1,99,20,10,10,10,f
3771962,1756,4/3/2017,6/12/2012,Entire home/apt,1,3,175,114,10,9,9,t
3772256,1049,4/3/2017,5/20/2014,Entire home/apt,1,0,350,3,10,10,10,f
3772353,1206,4/3/2017,12/14/2013,Entire home/apt,1,1,350,47,10,10,9,f
3774509,975,4/3/2017,8/2/2014,Private room,1,1,89,19,10,10,10,f
3775259,975,4/3/2017,8/2/2014,Entire home/apt,1,2,155,89,10,9,10,f
3775379,1797,4/3/2017,5/2/2012,Entire home/apt,1,1,120,1,NA,NA,NA,f
3775978,975,4/3/2017,8/2/2014,Private room,1,1,130,0,NA,NA,NA,f
3776421,1122,4/3/2017,3/8/2014,Entire home/apt,1,0,185,7,8,10,9,f
3779262,974,4/3/2017,8/3/2014,Entire home/apt,1,1,130,77,10,9,10,f
3780113,1458,4/2/2017,4/5/2013,Entire home/apt,1,1,110,47,10,9,9,f
3780206,1399,4/3/2017,6/4/2013,Entire home/apt,1,0,90,40,10,9,9,f
3780715,983,4/3/2017,7/25/2014,Entire home/apt,1,1,120,32,9,9,9,f
3780951,1041,4/2/2017,5/27/2014,Shared room,1,1,115,15,9,9,9,f
3781088,984,4/3/2017,7/24/2014,Entire home/apt,1,1,149,18,10,10,10,f
3781164,2335,4/3/2017,11/11/2010,Private room,1,1,100,7,10,10,10,f
3781934,1417,4/2/2017,5/16/2013,Entire home/apt,1,1,225,100,9,10,9,f
3782016,1350,4/3/2017,7/23/2013,Private room,1,1,80,67,9,9,9,t
3782283,1372,4/2/2017,6/30/2013,Entire home/apt,1,0,150,1,6,10,8,f
3782441,1516,4/3/2017,2/7/2013,Private room,1,1,175,4,10,10,10,f
3782457,1083,4/3/2017,4/16/2014,Entire home/apt,1,1,149,0,NA,NA,NA,f
3782925,1683,4/3/2017,8/24/2012,Entire home/apt,1,0,150,48,10,9,9,f
3783016,1646,4/3/2017,9/30/2012,Entire home/apt,1,0,79,10,10,9,9,f
3783021,1646,4/3/2017,9/30/2012,Entire home/apt,1,0,79,7,10,10,10,f
3783173,993,4/3/2017,7/15/2014,Entire home/apt,1,1,175,14,10,9,9,f
3789265,1466,4/3/2017,3/29/2013,Shared room,1,1,100,0,NA,NA,NA,f
3789400,973,4/3/2017,8/4/2014,Shared room,1,1,100,1,6,6,6,f
3789685,977,4/3/2017,7/31/2014,Private room,1,1,100,17,8,9,9,f
3790048,1428,4/3/2017,5/6/2013,Entire home/apt,3,3,499,8,10,10,10,f
3790118,1011,4/2/2017,6/26/2014,Private room,1,1,46,158,9,9,9,f
3790746,1992,4/3/2017,10/20/2011,Private room,1,1,75,82,10,9,9,f
3790798,980,4/3/2017,7/28/2014,Entire home/apt,1,2,190,8,10,9,9,t
3791176,974,4/3/2017,8/3/2014,Entire home/apt,1,1,165,5,9,9,10,f
3791325,1714,4/2/2017,7/23/2012,Entire home/apt,1,1,150,2,10,9,8,t
3791764,1386,4/3/2017,6/17/2013,Entire home/apt,1,1,114,4,8,10,8,f
3792354,1377,4/3/2017,6/26/2013,Entire home/apt,1,1,110,2,10,10,10,f
3792362,1054,4/2/2017,5/14/2014,Private room,1,1,75,9,9,10,9,t
3792523,973,4/3/2017,8/4/2014,Entire home/apt,1,0,200,18,10,10,10,f
3792910,988,4/3/2017,7/20/2014,Entire home/apt,1,0,125,167,10,10,10,f
3793033,1399,4/3/2017,6/4/2013,Private room,1,1,180,5,6,10,8,f
3793161,1694,4/3/2017,8/13/2012,Private room,1,1,39,6,10,9,9,f
3793197,973,4/3/2017,8/4/2014,Private room,1,1,99,0,NA,NA,NA,f
3793246,1790,4/3/2017,5/9/2012,Entire home/apt,1,1,170,44,9,10,9,f
3793542,2120,4/3/2017,6/14/2011,Entire home/apt,1,1,185,10,8,10,9,t
3797183,1765,4/3/2017,6/3/2012,Private room,1.5,1,110,1,10,10,10,f
3797867,972,4/3/2017,8/5/2014,Private room,2,1,62,84,7,9,8,f
3798874,972,4/3/2017,8/5/2014,Entire home/apt,3,3,275,4,9,10,10,f
3798941,1405,4/3/2017,5/29/2013,Private room,1,1,85,144,9,9,9,f
3799579,972,4/3/2017,8/5/2014,Private room,1,1,75,1,6,10,10,f
3799598,1356,4/3/2017,7/17/2013,Entire home/apt,1,2,240,139,9,9,9,f
3800228,1386,4/3/2017,6/17/2013,Entire home/apt,1,1,119,1,NA,NA,NA,f
3800291,1386,4/3/2017,6/17/2013,Entire home/apt,1,1,114,1,4,8,6,f
3800332,1694,4/3/2017,8/13/2012,Entire home/apt,1,1,175,4,7,8,9,f
3800547,1360,4/3/2017,7/13/2013,Entire home/apt,1,1,90,53,9,8,9,f
3800549,2092,4/3/2017,7/12/2011,Entire home/apt,1,0,125,1,8,10,8,f
3801007,1825,4/3/2017,4/4/2012,Entire home/apt,1.5,4,450,16,10,9,9,f
3801368,971,4/2/2017,8/5/2014,Entire home/apt,1,2,207,128,9,10,9,t
3801665,1482,4/2/2017,3/12/2013,Entire home/apt,2,1,400,29,10,10,9,f
3801701,1148,4/2/2017,2/9/2014,Entire home/apt,1,0,169,21,10,10,10,f
3802218,971,4/2/2017,8/5/2014,Private room,1,1,60,150,10,9,10,f
3802339,971,4/2/2017,8/5/2014,Private room,1,1,80,69,9,9,9,f
3802966,971,4/2/2017,8/5/2014,Private room,1,2,80,0,NA,NA,NA,f
3803622,970,4/2/2017,8/6/2014,Entire home/apt,1,1,250,10,10,10,9,f
3804690,970,4/2/2017,8/6/2014,Entire home/apt,1,0,165,4,8,9,8,f
3808093,970,4/2/2017,8/6/2014,Entire home/apt,1,1,325,9,8,9,9,f
3808119,970,4/2/2017,8/6/2014,Entire home/apt,1,2,130,119,10,9,9,f
3808230,1341,4/2/2017,7/31/2013,Private room,1,1,85,113,9,10,9,f
3808288,1128,4/2/2017,3/1/2014,Private room,1,1,82,10,10,8,10,f
3808323,2358,4/2/2017,10/18/2010,Private room,1,1,68,83,10,10,10,f
3808405,1055,4/2/2017,5/13/2014,Entire home/apt,1,0,195,12,10,10,10,f
3808683,1290,4/2/2017,9/20/2013,Private room,2,1,60,1,2,8,2,f
3808709,970,4/2/2017,8/6/2014,Entire home/apt,1,2,200,1,10,8,10,f
3808715,970,4/2/2017,8/6/2014,Private room,1,1,50,39,8,9,9,f
3809394,2303,4/2/2017,12/12/2010,Entire home/apt,1,0,109,1,8,10,8,f
3809539,2042,4/2/2017,8/30/2011,Private room,1,1,90,2,10,10,10,t
3809620,2334,4/2/2017,11/11/2010,Entire home/apt,1,1,200,7,9,10,10,f
3810921,2292,4/2/2017,12/23/2010,Entire home/apt,1.5,2,170,0,NA,NA,NA,f
3811186,971,4/2/2017,8/5/2014,Private room,1.5,1,80,17,10,10,10,f
3811578,2968,4/2/2017,2/15/2009,Private room,1,1,65,5,9,10,10,t
3811639,1206,4/2/2017,12/13/2013,Entire home/apt,1,1,150,115,9,9,9,f
3811757,1617,4/2/2017,10/28/2012,Entire home/apt,1,0,124,10,10,10,10,f
3811907,970,4/2/2017,8/6/2014,Shared room,1,1,41,54,8,9,9,f
3812072,1803,4/2/2017,4/25/2012,Private room,1,1,74,1,10,10,10,f
3812133,1927,4/2/2017,12/23/2011,Entire home/apt,1,1,169,0,NA,NA,NA,f
3812222,970,4/2/2017,8/6/2014,Private room,1,1,125,73,10,10,10,f
3812554,970,4/2/2017,8/6/2014,Private room,1,1,150,48,10,10,10,f
3812865,973,4/2/2017,8/3/2014,Private room,1,1,90,0,NA,NA,NA,f
3813292,1317,4/2/2017,8/24/2013,Entire home/apt,1,0,197,4,10,10,9,f
3815651,1010,4/3/2017,6/28/2014,Private room,1,1,85,45,10,10,9,f
3816302,1770,4/2/2017,5/28/2012,Entire home/apt,1,2,140,3,9,9,8,f
3816424,2834,4/2/2017,6/29/2009,Private room,1,1,75,0,NA,NA,NA,f
3816450,2806,4/3/2017,7/28/2009,Entire home/apt,2,3,195,63,8,10,9,f
3816499,2834,4/2/2017,6/29/2009,Private room,1,1,75,2,9,9,9,f
3818298,1632,4/2/2017,10/13/2012,Entire home/apt,1,1,120,19,10,10,10,f
3818322,1948,4/2/2017,12/2/2011,Entire home/apt,1,2,130,59,10,9,9,f
3819407,1246,4/2/2017,11/3/2013,Entire home/apt,1,1,325,48,10,10,9,t
3819946,959,4/2/2017,8/17/2014,Private room,1,1,33,43,8,8,8,t
3820734,1519,4/2/2017,2/3/2013,Private room,1,1,150,0,NA,NA,NA,f
3821364,2197,4/3/2017,3/29/2011,Entire home/apt,1,1,180,3,10,10,10,f
3821676,1069,4/2/2017,4/29/2014,Entire home/apt,1,1,169,7,10,10,9,f
3825165,968,4/2/2017,8/8/2014,Private room,1,1,85,25,10,9,10,t
3825437,1382,4/2/2017,6/20/2013,Entire home/apt,1,0,190,5,10,10,10,f
3825689,1259,4/2/2017,10/21/2013,Entire home/apt,1,0,125,0,NA,NA,NA,f
3825743,1111,4/2/2017,3/18/2014,Entire home/apt,1,1,195,30,10,9,10,f
3826037,1693,4/2/2017,8/13/2012,Private room,1,1,43,4,10,10,10,f
3826226,1049,4/2/2017,5/19/2014,Entire home/apt,1,2,165,59,9,9,9,t
3826425,1791,4/2/2017,5/7/2012,Entire home/apt,1,2,245,8,9,10,9,f
3826620,968,4/2/2017,8/8/2014,Private room,1,1,184,46,7,9,8,f
3826908,968,4/2/2017,8/8/2014,Private room,1,1,75,21,10,10,10,f
3827442,1942,4/2/2017,12/8/2011,Entire home/apt,1,1,349,10,10,10,10,f
3829039,1539,4/2/2017,1/14/2013,Private room,1,1,130,0,NA,NA,NA,f
3829261,968,4/2/2017,8/8/2014,Private room,1,1,45,15,9,8,8,f
3831962,1801,4/2/2017,4/27/2012,Entire home/apt,1,1,50,0,NA,NA,NA,f
3832231,968,4/2/2017,8/8/2014,Private room,1,1,75,6,9,10,9,f
