"","dis_id","sch_id","stud_nm","mathn","readn","female","nonwhite","sch_size","sch_ses","dis_size","dis_ses"
"7294","30,002.00","111,045","44,088",83,76,1,0,0.62,1.38,0.02,10.58
"7295","30,002.00","111,045","44,089",30,40,1,0,0.62,1.38,0.02,10.58
"7296","30,002.00","111,045","44,090",55,52,0,0,0.62,1.38,0.02,10.58
"7297","30,002.00","111,045","44,091",32,53,1,0,0.62,1.38,0.02,10.58
"7298","30,002.00","111,045","44,092",60,66,1,0,0.62,1.38,0.02,10.58
"7299","30,002.00","111,045","44,093",60,60,1,0,0.62,1.38,0.02,10.58
"7300","30,002.00","111,045","44,094",56,39,1,0,0.62,1.38,0.02,10.58
"7301","30,002.00","111,045","44,095",47,18,1,0,0.62,1.38,0.02,10.58
"7302","30,002.00","111,045","44,096",12,17,1,0,0.62,1.38,0.02,10.58
"7303","30,002.00","111,045","44,097",58,64,0,0,0.62,1.38,0.02,10.58
"7304","30,002.00","111,045","44,098",48,28,1,0,0.62,1.38,0.02,10.58
"7305","30,002.00","111,045","44,099",62,61,1,0,0.62,1.38,0.02,10.58
"7306","30,002.00","111,045","44,100",74,77,0,0,0.62,1.38,0.02,10.58
"7307","30,002.00","111,045","44,101",41,47,0,0,0.62,1.38,0.02,10.58
"7308","30,002.00","111,045","44,102",79,74,0,0,0.62,1.38,0.02,10.58
"7309","30,002.00","111,045","44,103",59,76,1,0,0.62,1.38,0.02,10.58
"7310","30,002.00","111,045","44,104",59,47,0,0,0.62,1.38,0.02,10.58
"7311","30,002.00","111,045","44,105",66,72,0,0,0.62,1.38,0.02,10.58
"7312","30,002.00","111,045","44,106",35,47,0,0,0.62,1.38,0.02,10.58
"7313","30,002.00","111,045","44,107",65,89,0,0,0.62,1.38,0.02,10.58
"7314","30,002.00","111,045","44,108",61,45,1,0,0.62,1.38,0.02,10.58
"7315","30,002.00","111,045","44,109",27,40,1,0,0.62,1.38,0.02,10.58
"7316","30,002.00","111,045","44,110",51,66,0,0,0.62,1.38,0.02,10.58
"7317","30,002.00","111,045","44,111",76,80,0,0,0.62,1.38,0.02,10.58
"7318","30,002.00","111,045","44,112",40,56,1,0,0.62,1.38,0.02,10.58
"7319","30,002.00","111,045","44,113",47,73,1,1,0.62,1.38,0.02,10.58
"7320","30,002.00","111,045","44,114",31,33,1,0,0.62,1.38,0.02,10.58
"7321","30,002.00","111,045","44,115",11,14,1,0,0.62,1.38,0.02,10.58
"7322","30,002.00","111,045","44,116",38,52,1,0,0.62,1.38,0.02,10.58
"7323","30,002.00","111,045","44,117",8,36,1,0,0.62,1.38,0.02,10.58
"7324","30,002.00","111,045","44,118",79,68,1,0,0.62,1.38,0.02,10.58
"7325","30,002.00","111,045","44,119",63,58,0,0,0.62,1.38,0.02,10.58
"7326","30,002.00","111,045","44,120",29,41,1,0,0.62,1.38,0.02,10.58
"7327","30,002.00","111,045","44,121",60,53,0,0,0.62,1.38,0.02,10.58
"7328","30,002.00","111,045","44,122",36,31,1,0,0.62,1.38,0.02,10.58
"7329","30,002.00","111,045","44,123",96,72,0,0,0.62,1.38,0.02,10.58
"7330","30,002.00","111,045","44,124",77,59,1,0,0.62,1.38,0.02,10.58
"7331","30,002.00","111,045","44,125",27,56,NA,0,0.62,1.38,0.02,10.58
"7332","30,002.00","111,045","44,126",40,53,1,0,0.62,1.38,0.02,10.58
"7333","30,002.00","111,045","44,127",57,60,1,0,0.62,1.38,0.02,10.58
"7334","30,002.00","111,045","44,128",67,64,1,0,0.62,1.38,0.02,10.58
"7335","30,002.00","111,045","44,129",31,39,1,0,0.62,1.38,0.02,10.58
"7336","30,002.00","111,045","44,130",40,72,0,0,0.62,1.38,0.02,10.58
"7337","30,002.00","111,045","44,131",66,60,0,0,0.62,1.38,0.02,10.58
"7338","30,002.00","111,045","44,132",60,66,0,0,0.62,1.38,0.02,10.58
"7339","30,002.00","111,045","44,133",60,48,0,0,0.62,1.38,0.02,10.58
"7340","30,002.00","111,045","44,134",31,20,1,0,0.62,1.38,0.02,10.58
"7341","30,002.00","111,045","44,135",60,76,1,0,0.62,1.38,0.02,10.58
"7342","30,002.00","111,045","128,620",37,24,1,0,0.62,1.38,0.02,10.58
"7343","29,907.00","113,030","61,671",16,14,1,0,-0.35,-10.35,-0.93,6.22
"7344","29,907.00","113,030","61,672",14,27,0,0,-0.35,-10.35,-0.93,6.22
"7345","29,907.00","113,030","61,673",34,28,1,0,-0.35,-10.35,-0.93,6.22
"7346","29,907.00","113,030","61,674",28,41,1,0,-0.35,-10.35,-0.93,6.22
"7347","29,907.00","113,030","61,675",30,31,1,1,-0.35,-10.35,-0.93,6.22
"7348","29,907.00","113,030","61,676",14,45,0,0,-0.35,-10.35,-0.93,6.22
"7349","29,907.00","113,030","61,677",55,69,0,0,-0.35,-10.35,-0.93,6.22
"7350","29,907.00","113,030","61,678",27,26,1,0,-0.35,-10.35,-0.93,6.22
"7351","29,907.00","113,030","61,679",11,14,1,0,-0.35,-10.35,-0.93,6.22
"7352","29,907.00","113,030","61,680",64,1,1,0,-0.35,-10.35,-0.93,6.22
"7353","29,907.00","113,030","61,681",58,58,1,0,-0.35,-10.35,-0.93,6.22
"7354","29,907.00","113,030","61,682",11,32,0,0,-0.35,-10.35,-0.93,6.22
"7355","29,907.00","113,030","61,683",77,65,0,0,-0.35,-10.35,-0.93,6.22
"7356","29,907.00","113,030","61,684",23,42,0,1,-0.35,-10.35,-0.93,6.22
"7357","29,907.00","113,030","61,685",99,92,1,0,-0.35,-10.35,-0.93,6.22
"7358","29,907.00","113,030","61,686",80,82,1,0,-0.35,-10.35,-0.93,6.22
"7359","29,907.00","113,030","61,687",36,42,1,0,-0.35,-10.35,-0.93,6.22
"7360","29,907.00","113,030","61,688",19,48,1,1,-0.35,-10.35,-0.93,6.22
"7361","29,907.00","113,030","61,689",44,76,0,0,-0.35,-10.35,-0.93,6.22
"7362","29,907.00","113,030","61,690",79,60,1,0,-0.35,-10.35,-0.93,6.22
"7363","29,907.00","113,030","61,691",79,60,1,0,-0.35,-10.35,-0.93,6.22
"7364","29,907.00","113,030","61,692",33,24,1,0,-0.35,-10.35,-0.93,6.22
"7365","29,907.00","113,030","61,693",17,27,1,1,-0.35,-10.35,-0.93,6.22
"7366","29,907.00","113,030","61,694",64,69,0,0,-0.35,-10.35,-0.93,6.22
"7367","29,907.00","113,030","61,695",61,67,0,0,-0.35,-10.35,-0.93,6.22
"7368","29,907.00","113,030","61,696",34,50,1,0,-0.35,-10.35,-0.93,6.22
"7369","29,907.00","113,030","61,697",71,63,0,0,-0.35,-10.35,-0.93,6.22
"7370","29,907.00","113,030","61,698",44,57,0,0,-0.35,-10.35,-0.93,6.22
"7371","29,907.00","113,030","61,699",69,37,1,1,-0.35,-10.35,-0.93,6.22
"7372","29,907.00","113,030","61,700",25,32,1,0,-0.35,-10.35,-0.93,6.22
"7373","29,907.00","113,030","61,701",52,62,0,0,-0.35,-10.35,-0.93,6.22
"7374","29,907.00","113,030","61,702",35,45,1,0,-0.35,-10.35,-0.93,6.22
"7375","29,907.00","113,030","61,703",66,32,1,0,-0.35,-10.35,-0.93,6.22
"7376","29,907.00","113,030","61,704",49,50,0,1,-0.35,-10.35,-0.93,6.22
"7377","29,907.00","113,030","61,705",63,56,0,0,-0.35,-10.35,-0.93,6.22
"7378","29,907.00","113,030","61,706",64,64,0,1,-0.35,-10.35,-0.93,6.22
"7379","29,907.00","113,030","61,707",64,71,0,1,-0.35,-10.35,-0.93,6.22
"7380","29,907.00","113,030","61,708",55,60,0,1,-0.35,-10.35,-0.93,6.22
"7381","29,907.00","113,030","61,709",68,65,0,0,-0.35,-10.35,-0.93,6.22
"7382","29,907.00","113,030","61,710",27,33,0,0,-0.35,-10.35,-0.93,6.22
"7383","29,907.00","113,030","61,711",66,53,0,0,-0.35,-10.35,-0.93,6.22
"7384","29,907.00","113,030","61,712",40,40,0,0,-0.35,-10.35,-0.93,6.22
"7385","29,907.00","113,030","61,713",69,83,0,0,-0.35,-10.35,-0.93,6.22
"7386","29,907.00","113,030","61,714",68,88,0,0,-0.35,-10.35,-0.93,6.22
"7387","29,907.00","113,030","61,715",68,57,1,0,-0.35,-10.35,-0.93,6.22
"7388","29,907.00","113,030","61,716",66,61,1,0,-0.35,-10.35,-0.93,6.22
"7389","29,907.00","113,030","61,717",56,82,0,0,-0.35,-10.35,-0.93,6.22
"7390","29,907.00","113,030","61,718",54,53,0,0,-0.35,-10.35,-0.93,6.22
"7391","29,907.00","113,030","61,719",37,56,0,0,-0.35,-10.35,-0.93,6.22
"7392","29,907.00","113,030","61,720",30,52,1,1,-0.35,-10.35,-0.93,6.22
"7393","29,907.00","113,030","61,721",68,58,1,0,-0.35,-10.35,-0.93,6.22
"7394","29,907.00","113,030","61,722",49,42,1,0,-0.35,-10.35,-0.93,6.22
"7395","29,907.00","113,030","61,723",51,43,1,0,-0.35,-10.35,-0.93,6.22
"7396","29,907.00","113,030","61,724",35,48,1,0,-0.35,-10.35,-0.93,6.22
"7397","29,907.00","113,030","61,725",53,46,1,1,-0.35,-10.35,-0.93,6.22
"7398","29,907.00","113,030","61,726",58,58,0,0,-0.35,-10.35,-0.93,6.22
"7399","29,907.00","113,030","61,727",69,57,1,0,-0.35,-10.35,-0.93,6.22
"7400","29,907.00","113,030","61,728",26,36,1,1,-0.35,-10.35,-0.93,6.22
"7401","29,907.00","113,030","61,729",52,60,1,0,-0.35,-10.35,-0.93,6.22
"7402","29,907.00","113,030","61,730",36,55,1,1,-0.35,-10.35,-0.93,6.22
"7403","29,907.00","113,030","61,731",83,49,0,1,-0.35,-10.35,-0.93,6.22
"7404","29,907.00","113,030","61,732",64,56,0,0,-0.35,-10.35,-0.93,6.22
"7405","29,907.00","113,030","61,733",33,44,1,1,-0.35,-10.35,-0.93,6.22
"7406","29,907.00","113,030","61,734",38,57,0,1,-0.35,-10.35,-0.93,6.22
"7407","29,907.00","113,030","61,735",21,33,1,0,-0.35,-10.35,-0.93,6.22
"7408","29,907.00","113,030","61,736",70,50,1,0,-0.35,-10.35,-0.93,6.22
"7409","29,907.00","113,030","61,737",73,69,0,0,-0.35,-10.35,-0.93,6.22
"7410","29,907.00","113,030","61,738",35,66,0,1,-0.35,-10.35,-0.93,6.22
"7411","29,907.00","113,030","61,739",66,60,0,1,-0.35,-10.35,-0.93,6.22
"7412","29,907.00","113,030","61,740",21,36,1,0,-0.35,-10.35,-0.93,6.22
"7413","30,143.00","115,030","93,069",16,1,1,1,1.3,-4.37,1.43,9.07
"7414","30,143.00","115,030","93,070",5,28,1,1,1.3,-4.37,1.43,9.07
"7415","30,143.00","115,030","93,072",26,40,1,0,1.3,-4.37,1.43,9.07
"7416","30,143.00","115,030","93,073",32,50,0,0,1.3,-4.37,1.43,9.07
"7417","30,143.00","115,030","93,074",33,42,1,1,1.3,-4.37,1.43,9.07
"7418","30,143.00","115,030","93,075",47,42,1,0,1.3,-4.37,1.43,9.07
"7419","30,143.00","115,030","93,076",13,36,1,1,1.3,-4.37,1.43,9.07
"7420","30,143.00","115,030","93,077",22,32,1,1,1.3,-4.37,1.43,9.07
"7421","30,143.00","115,030","93,078",37,38,1,0,1.3,-4.37,1.43,9.07
"7422","30,143.00","115,030","93,079",21,25,0,1,1.3,-4.37,1.43,9.07
"7423","30,143.00","115,030","93,080",16,34,1,1,1.3,-4.37,1.43,9.07
"7424","30,143.00","115,030","93,081",14,29,0,1,1.3,-4.37,1.43,9.07
"7425","30,143.00","115,030","93,082",20,22,0,0,1.3,-4.37,1.43,9.07
"7426","30,143.00","115,030","93,083",62,42,1,0,1.3,-4.37,1.43,9.07
"7427","30,143.00","115,030","93,084",30,18,1,1,1.3,-4.37,1.43,9.07
"7428","30,143.00","115,030","93,085",18,42,1,1,1.3,-4.37,1.43,9.07
"7429","30,143.00","115,030","93,086",15,24,0,0,1.3,-4.37,1.43,9.07
"7430","30,143.00","115,030","93,087",35,27,1,0,1.3,-4.37,1.43,9.07
"7431","30,143.00","115,030","93,088",32,32,0,0,1.3,-4.37,1.43,9.07
"7432","30,143.00","115,030","93,089",6,15,1,0,1.3,-4.37,1.43,9.07
"7433","30,143.00","115,030","93,090",42,29,1,1,1.3,-4.37,1.43,9.07
"7434","30,143.00","115,030","93,091",58,57,1,0,1.3,-4.37,1.43,9.07
"7435","30,143.00","115,030","93,092",24,23,1,1,1.3,-4.37,1.43,9.07
"7436","30,143.00","115,030","93,093",35,76,1,0,1.3,-4.37,1.43,9.07
"7437","30,143.00","115,030","93,094",33,38,1,1,1.3,-4.37,1.43,9.07
"7438","30,143.00","115,030","93,095",20,57,0,1,1.3,-4.37,1.43,9.07
"7439","30,143.00","115,030","93,096",36,42,0,0,1.3,-4.37,1.43,9.07
"7440","30,143.00","115,030","93,097",19,27,1,0,1.3,-4.37,1.43,9.07
"7441","30,143.00","115,030","93,098",13,33,0,1,1.3,-4.37,1.43,9.07
"7442","30,143.00","115,030","93,099",4,25,0,1,1.3,-4.37,1.43,9.07
"7443","30,143.00","115,030","93,100",52,60,1,1,1.3,-4.37,1.43,9.07
"7444","30,143.00","115,030","93,101",23,57,NA,1,1.3,-4.37,1.43,9.07
"7445","30,143.00","115,030","93,102",11,6,1,1,1.3,-4.37,1.43,9.07
"7446","30,143.00","115,030","93,103",43,54,0,0,1.3,-4.37,1.43,9.07
"7447","30,143.00","115,030","93,104",32,47,1,0,1.3,-4.37,1.43,9.07
"7448","30,143.00","115,030","93,105",28,16,0,0,1.3,-4.37,1.43,9.07
"7449","30,143.00","115,030","93,106",33,56,1,0,1.3,-4.37,1.43,9.07
"7450","30,143.00","115,030","93,107",43,57,1,1,1.3,-4.37,1.43,9.07
"7451","30,143.00","115,030","93,108",26,50,0,0,1.3,-4.37,1.43,9.07
"7452","30,143.00","115,030","93,109",34,43,1,0,1.3,-4.37,1.43,9.07
"7453","30,143.00","115,030","93,110",32,34,1,0,1.3,-4.37,1.43,9.07
"7454","30,143.00","115,030","93,111",47,46,1,0,1.3,-4.37,1.43,9.07
"7455","30,143.00","115,030","93,112",21,31,1,1,1.3,-4.37,1.43,9.07
"7456","30,143.00","115,030","93,113",27,39,0,1,1.3,-4.37,1.43,9.07
"7457","30,143.00","115,030","93,114",36,36,0,1,1.3,-4.37,1.43,9.07
"7458","30,143.00","115,030","93,115",44,54,1,0,1.3,-4.37,1.43,9.07
"7459","30,143.00","115,030","93,116",49,31,1,0,1.3,-4.37,1.43,9.07
"7460","30,143.00","115,030","93,117",33,36,1,0,1.3,-4.37,1.43,9.07
"7461","30,143.00","115,030","93,118",19,41,0,1,1.3,-4.37,1.43,9.07
"7462","30,143.00","115,030","93,119",22,10,1,0,1.3,-4.37,1.43,9.07
"7463","30,143.00","115,030","93,120",7,20,0,1,1.3,-4.37,1.43,9.07
"7464","30,143.00","115,030","93,121",48,67,1,1,1.3,-4.37,1.43,9.07
"7465","30,143.00","115,030","93,122",40,39,1,1,1.3,-4.37,1.43,9.07
"7466","30,143.00","115,030","93,123",66,53,1,0,1.3,-4.37,1.43,9.07
"7467","30,143.00","115,030","93,124",1,1,1,1,1.3,-4.37,1.43,9.07
"7468","30,143.00","115,030","93,125",34,67,0,0,1.3,-4.37,1.43,9.07
"7469","30,143.00","115,030","93,126",25,1,1,1,1.3,-4.37,1.43,9.07
"7470","30,143.00","115,030","93,127",47,55,0,0,1.3,-4.37,1.43,9.07
"7471","30,143.00","115,030","93,128",29,35,0,1,1.3,-4.37,1.43,9.07
"7472","30,143.00","115,030","93,129",20,25,1,0,1.3,-4.37,1.43,9.07
"7473","30,143.00","115,030","93,130",9,14,1,0,1.3,-4.37,1.43,9.07
"7474","30,143.00","115,030","93,131",44,32,1,0,1.3,-4.37,1.43,9.07
"7475","30,143.00","115,030","93,132",28,22,0,1,1.3,-4.37,1.43,9.07
"7476","30,143.00","115,030","93,133",26,38,0,0,1.3,-4.37,1.43,9.07
"7477","30,143.00","115,030","93,134",40,25,0,1,1.3,-4.37,1.43,9.07
"7478","30,143.00","115,030","93,136",27,29,1,1,1.3,-4.37,1.43,9.07
"7479","30,143.00","115,030","93,137",8,1,1,1,1.3,-4.37,1.43,9.07
"7480","30,143.00","115,030","93,138",17,21,1,NA,1.3,-4.37,1.43,9.07
"7481","30,143.00","115,030","93,139",43,51,0,0,1.3,-4.37,1.43,9.07
"7482","30,143.00","115,030","93,140",30,50,0,0,1.3,-4.37,1.43,9.07
"7483","30,143.00","115,030","93,141",15,40,0,0,1.3,-4.37,1.43,9.07
"7484","30,143.00","115,030","93,142",48,51,1,1,1.3,-4.37,1.43,9.07
"7485","30,143.00","115,030","93,143",25,36,0,0,1.3,-4.37,1.43,9.07
"7486","30,143.00","115,030","93,144",34,43,1,1,1.3,-4.37,1.43,9.07
"7487","30,143.00","115,030","93,145",34,32,0,1,1.3,-4.37,1.43,9.07
"7488","30,143.00","115,030","93,146",52,46,0,0,1.3,-4.37,1.43,9.07
"7489","30,143.00","115,030","93,147",50,45,1,0,1.3,-4.37,1.43,9.07
"7490","30,143.00","115,030","93,148",10,22,1,1,1.3,-4.37,1.43,9.07
"7491","30,143.00","115,030","93,149",27,43,0,1,1.3,-4.37,1.43,9.07
"7492","30,143.00","115,030","93,150",42,48,1,NA,1.3,-4.37,1.43,9.07
"7493","30,143.00","115,030","93,151",42,49,0,1,1.3,-4.37,1.43,9.07
"7494","30,143.00","115,030","93,152",35,52,0,0,1.3,-4.37,1.43,9.07
"7495","30,143.00","115,030","93,153",54,35,1,0,1.3,-4.37,1.43,9.07
"7496","30,143.00","115,030","93,154",14,14,0,1,1.3,-4.37,1.43,9.07
"7497","30,143.00","115,030","93,155",10,26,1,1,1.3,-4.37,1.43,9.07
"7498","30,143.00","115,030","93,156",30,26,0,1,1.3,-4.37,1.43,9.07
"7499","30,143.00","115,030","93,157",27,23,1,1,1.3,-4.37,1.43,9.07
"7500","30,143.00","115,030","93,158",60,56,1,0,1.3,-4.37,1.43,9.07
"7501","30,143.00","115,030","93,159",67,50,0,0,1.3,-4.37,1.43,9.07
"7502","30,143.00","115,030","93,160",57,58,0,0,1.3,-4.37,1.43,9.07
"7503","30,143.00","115,030","93,161",13,14,1,1,1.3,-4.37,1.43,9.07
"7504","30,143.00","115,030","93,162",34,36,0,0,1.3,-4.37,1.43,9.07
"7505","30,143.00","115,030","93,163",47,49,1,0,1.3,-4.37,1.43,9.07
"7506","30,143.00","115,030","93,164",20,17,0,0,1.3,-4.37,1.43,9.07
"7507","30,143.00","115,030","93,165",27,36,1,1,1.3,-4.37,1.43,9.07
"7508","30,143.00","115,030","93,166",35,66,1,1,1.3,-4.37,1.43,9.07
"7509","30,143.00","115,030","93,167",34,36,0,0,1.3,-4.37,1.43,9.07
"7510","30,143.00","115,030","93,169",42,33,0,0,1.3,-4.37,1.43,9.07
"7511","30,143.00","115,030","93,170",60,38,1,0,1.3,-4.37,1.43,9.07
"7512","30,143.00","115,030","93,171",42,56,NA,1,1.3,-4.37,1.43,9.07
"7513","30,143.00","115,030","93,172",26,25,1,0,1.3,-4.37,1.43,9.07
"7514","30,143.00","115,030","93,173",29,34,0,0,1.3,-4.37,1.43,9.07
"7515","30,143.00","115,030","93,174",74,74,1,0,1.3,-4.37,1.43,9.07
"7516","30,143.00","115,030","93,175",23,22,1,0,1.3,-4.37,1.43,9.07
"7517","30,143.00","115,030","93,176",52,49,1,0,1.3,-4.37,1.43,9.07
"7518","30,143.00","115,030","93,177",53,61,1,1,1.3,-4.37,1.43,9.07
"7519","30,143.00","115,030","93,178",43,57,1,1,1.3,-4.37,1.43,9.07
"7520","30,143.00","115,030","93,179",18,31,1,0,1.3,-4.37,1.43,9.07
"7521","30,143.00","115,030","93,180",29,46,0,0,1.3,-4.37,1.43,9.07
"7522","30,143.00","115,030","93,181",67,64,1,0,1.3,-4.37,1.43,9.07
"7523","30,143.00","115,030","93,182",12,26,0,0,1.3,-4.37,1.43,9.07
"7524","30,143.00","115,030","93,183",40,48,0,0,1.3,-4.37,1.43,9.07
"7525","30,143.00","115,030","93,184",48,31,0,1,1.3,-4.37,1.43,9.07
"7526","30,143.00","115,030","93,185",46,49,1,0,1.3,-4.37,1.43,9.07
"7527","30,143.00","115,030","93,186",26,16,0,0,1.3,-4.37,1.43,9.07
"7528","30,143.00","115,030","93,187",56,58,1,0,1.3,-4.37,1.43,9.07
"7529","30,143.00","115,030","93,188",18,30,0,1,1.3,-4.37,1.43,9.07
"7530","30,143.00","115,030","93,189",61,53,1,0,1.3,-4.37,1.43,9.07
"7531","30,143.00","115,030","93,190",42,20,0,0,1.3,-4.37,1.43,9.07
"7532","30,143.00","115,030","93,191",29,22,0,0,1.3,-4.37,1.43,9.07
"7533","30,143.00","115,030","93,192",42,53,1,0,1.3,-4.37,1.43,9.07
"7534","30,143.00","115,030","93,193",71,78,1,0,1.3,-4.37,1.43,9.07
"7535","30,143.00","115,030","93,194",39,55,0,0,1.3,-4.37,1.43,9.07
"7536","30,143.00","115,030","93,195",75,74,1,0,1.3,-4.37,1.43,9.07
"7537","30,143.00","115,030","93,196",5,25,1,0,1.3,-4.37,1.43,9.07
"7538","30,143.00","115,030","93,197",48,40,1,1,1.3,-4.37,1.43,9.07
"7539","30,143.00","115,030","93,198",17,1,1,0,1.3,-4.37,1.43,9.07
"7540","30,143.00","115,030","93,199",83,99,0,0,1.3,-4.37,1.43,9.07
"7541","30,143.00","115,030","93,200",19,25,1,0,1.3,-4.37,1.43,9.07
"7542","30,143.00","115,030","93,201",36,35,1,0,1.3,-4.37,1.43,9.07
"7543","30,143.00","115,030","93,202",73,57,1,0,1.3,-4.37,1.43,9.07
"7544","30,143.00","115,030","93,203",31,62,0,1,1.3,-4.37,1.43,9.07
"7545","30,143.00","115,030","93,204",38,37,0,1,1.3,-4.37,1.43,9.07
"7546","30,143.00","115,030","93,205",51,72,1,0,1.3,-4.37,1.43,9.07
"7547","30,143.00","115,030","93,206",75,63,0,1,1.3,-4.37,1.43,9.07
"7548","30,143.00","115,030","93,207",50,52,1,0,1.3,-4.37,1.43,9.07
"7549","30,143.00","115,030","93,208",75,74,0,0,1.3,-4.37,1.43,9.07
"7550","30,143.00","115,030","93,209",64,53,1,0,1.3,-4.37,1.43,9.07
"7551","30,143.00","115,030","93,210",57,56,0,1,1.3,-4.37,1.43,9.07
"7552","30,143.00","115,030","93,211",63,41,0,0,1.3,-4.37,1.43,9.07
"7553","30,143.00","115,030","93,212",54,62,0,0,1.3,-4.37,1.43,9.07
"7554","30,143.00","115,030","93,213",25,40,0,1,1.3,-4.37,1.43,9.07
"7555","30,143.00","115,030","93,214",7,25,1,1,1.3,-4.37,1.43,9.07
"7556","30,143.00","115,030","93,215",57,53,0,1,1.3,-4.37,1.43,9.07
"7557","30,143.00","115,030","93,216",36,48,0,1,1.3,-4.37,1.43,9.07
"7558","30,143.00","115,030","93,217",72,60,1,0,1.3,-4.37,1.43,9.07
"7559","30,143.00","115,030","93,218",85,64,0,0,1.3,-4.37,1.43,9.07
"7560","30,143.00","115,030","93,219",40,37,0,1,1.3,-4.37,1.43,9.07
"7561","30,143.00","115,030","93,220",32,64,1,1,1.3,-4.37,1.43,9.07
"7562","30,143.00","115,030","93,221",28,17,1,1,1.3,-4.37,1.43,9.07
"7563","30,143.00","115,030","93,222",53,76,0,1,1.3,-4.37,1.43,9.07
"7564","30,143.00","115,030","93,223",60,60,0,0,1.3,-4.37,1.43,9.07
"7565","30,143.00","115,030","93,224",38,63,0,1,1.3,-4.37,1.43,9.07
"7566","30,143.00","115,030","93,225",47,79,0,1,1.3,-4.37,1.43,9.07
"7567","30,143.00","115,030","93,226",11,32,1,1,1.3,-4.37,1.43,9.07
"7568","30,143.00","115,030","93,227",45,70,1,1,1.3,-4.37,1.43,9.07
"7569","30,143.00","115,030","93,228",64,64,1,0,1.3,-4.37,1.43,9.07
"7570","30,143.00","115,030","93,229",9,23,1,0,1.3,-4.37,1.43,9.07
"7571","30,143.00","115,030","93,230",24,34,0,0,1.3,-4.37,1.43,9.07
"7572","30,143.00","115,030","93,231",63,74,1,0,1.3,-4.37,1.43,9.07
"7573","30,143.00","115,030","93,232",33,55,0,0,1.3,-4.37,1.43,9.07
"7574","30,143.00","115,030","93,233",32,25,0,1,1.3,-4.37,1.43,9.07
"7575","30,143.00","115,030","93,234",60,89,0,1,1.3,-4.37,1.43,9.07
"7576","30,143.00","115,030","93,235",63,58,0,0,1.3,-4.37,1.43,9.07
"7577","30,143.00","115,030","93,236",50,46,0,0,1.3,-4.37,1.43,9.07
"7578","30,143.00","115,030","93,237",89,82,1,0,1.3,-4.37,1.43,9.07
"7579","30,143.00","115,030","93,238",33,50,0,1,1.3,-4.37,1.43,9.07
"7580","30,143.00","115,030","93,239",52,36,1,0,1.3,-4.37,1.43,9.07
"7581","30,143.00","115,030","93,240",67,57,1,0,1.3,-4.37,1.43,9.07
"7582","30,143.00","115,030","93,241",35,36,0,1,1.3,-4.37,1.43,9.07
"7583","30,143.00","115,030","93,242",17,19,0,0,1.3,-4.37,1.43,9.07
"7584","30,143.00","115,030","93,243",52,45,0,0,1.3,-4.37,1.43,9.07
"7585","30,143.00","115,030","93,244",12,28,0,0,1.3,-4.37,1.43,9.07
"7586","30,143.00","115,030","93,245",52,66,0,0,1.3,-4.37,1.43,9.07
"7587","30,143.00","115,030","93,246",40,66,0,0,1.3,-4.37,1.43,9.07
"7588","30,143.00","115,030","93,247",61,49,0,1,1.3,-4.37,1.43,9.07
"7589","30,143.00","115,030","93,248",20,21,0,0,1.3,-4.37,1.43,9.07
"7590","30,143.00","115,030","93,249",71,69,0,0,1.3,-4.37,1.43,9.07
"7591","30,143.00","115,030","93,250",79,74,0,0,1.3,-4.37,1.43,9.07
"7592","30,143.00","115,030","93,251",71,69,1,0,1.3,-4.37,1.43,9.07
"7593","30,143.00","115,030","93,252",85,58,1,0,1.3,-4.37,1.43,9.07
"7594","30,143.00","115,030","93,253",62,45,1,0,1.3,-4.37,1.43,9.07
"7595","30,143.00","115,030","93,254",69,74,0,0,1.3,-4.37,1.43,9.07
"7596","30,143.00","115,030","93,255",77,68,1,1,1.3,-4.37,1.43,9.07
"7597","30,143.00","115,030","93,256",54,50,1,1,1.3,-4.37,1.43,9.07
"7598","30,143.00","115,030","93,257",82,92,1,0,1.3,-4.37,1.43,9.07
"7599","30,143.00","115,030","93,258",70,63,0,0,1.3,-4.37,1.43,9.07
"7600","30,143.00","115,030","93,259",66,78,1,0,1.3,-4.37,1.43,9.07
"7601","30,143.00","115,030","93,260",12,24,1,0,1.3,-4.37,1.43,9.07
"7602","30,143.00","115,030","93,261",39,52,1,0,1.3,-4.37,1.43,9.07
"7603","30,143.00","115,030","93,262",64,60,0,0,1.3,-4.37,1.43,9.07
"7604","30,143.00","115,030","93,263",75,57,1,1,1.3,-4.37,1.43,9.07
"7605","30,143.00","115,030","93,264",65,64,0,0,1.3,-4.37,1.43,9.07
"7606","30,143.00","115,030","93,265",67,78,1,0,1.3,-4.37,1.43,9.07
"7607","30,143.00","115,030","93,266",31,40,0,0,1.3,-4.37,1.43,9.07
"7608","30,143.00","115,030","93,268",57,53,0,0,1.3,-4.37,1.43,9.07
"7609","30,143.00","115,030","93,269",53,63,0,1,1.3,-4.37,1.43,9.07
"7610","30,143.00","115,030","93,270",84,53,1,1,1.3,-4.37,1.43,9.07
"7611","30,143.00","115,030","93,271",46,62,1,0,1.3,-4.37,1.43,9.07
"7612","30,143.00","115,030","93,272",73,80,0,0,1.3,-4.37,1.43,9.07
"7613","30,143.00","115,030","93,273",81,60,1,0,1.3,-4.37,1.43,9.07
"7614","30,143.00","115,030","93,274",64,43,1,0,1.3,-4.37,1.43,9.07
"7615","30,143.00","115,030","93,275",47,49,1,0,1.3,-4.37,1.43,9.07
