ID,TRANSECT,SPECIES,TUBEX,YEAR,HEIGHT
220,9,Bur Oak,0,1999,1.1
220,9,Bur Oak,0,1995,0.56
220,9,Bur Oak,0,1993,0.272
220,9,Bur Oak,0,1992,0.245
220,9,Bur Oak,0,1991,0.205
220,9,Bur Oak,0,1990,0.182
221,9,Bur Oak,0,1997,1.43
221,9,Bur Oak,0,1995,1.316
221,9,Bur Oak,0,1993,0.871
221,9,Bur Oak,0,1992,0.537
221,9,Bur Oak,0,1991,0.445
221,9,Bur Oak,0,1990,0.265
222,9,Bur Oak,0,2010,6.3
222,9,Bur Oak,0,2006,4.7
222,9,Bur Oak,0,2002,4.05
222,9,Bur Oak,0,1999,1.94
222,9,Bur Oak,0,1997,1.37
222,9,Bur Oak,0,1995,0.886
222,9,Bur Oak,0,1993,0.43
222,9,Bur Oak,0,1992,0.37
222,9,Bur Oak,0,1991,0.36
222,9,Bur Oak,0,1990,0.306
223,9,Bur Oak,0,2010,7.3
223,9,Bur Oak,0,2006,5.8
223,9,Bur Oak,0,2002,4.85
223,9,Bur Oak,0,1999,2.95
223,9,Bur Oak,0,1997,2.55
223,9,Bur Oak,0,1995,1.604
223,9,Bur Oak,0,1993,0.953
223,9,Bur Oak,0,1992,0.385
223,9,Bur Oak,0,1991,0.241
223,9,Bur Oak,0,1990,0.23
224,9,Bur Oak,0,2010,5.8
224,9,Bur Oak,0,2006,4.4
224,9,Bur Oak,0,2002,3.5
224,9,Bur Oak,0,1999,1.57
224,9,Bur Oak,0,1997,1.18
224,9,Bur Oak,0,1992,0.38
224,9,Bur Oak,0,1991,0.179
224,9,Bur Oak,0,1990,0.148
227,9,Bur Oak,0,2010,7
227,9,Bur Oak,0,2006,5.6
227,9,Bur Oak,0,2002,3.8
227,9,Bur Oak,0,1999,3.1
227,9,Bur Oak,0,1997,2.29
227,9,Bur Oak,0,1995,1.125
227,9,Bur Oak,0,1993,0.725
227,9,Bur Oak,0,1992,0.438
227,9,Bur Oak,0,1991,0.36
227,9,Bur Oak,0,1990,0.303
228,9,Bur Oak,0,2010,8
228,9,Bur Oak,0,2006,5.8
228,9,Bur Oak,0,2002,4.85
228,9,Bur Oak,0,1999,3.6
228,9,Bur Oak,0,1997,2.6
228,9,Bur Oak,0,1995,1.469
228,9,Bur Oak,0,1993,0.771
228,9,Bur Oak,0,1992,0.542
228,9,Bur Oak,0,1991,0.405
228,9,Bur Oak,0,1990,0.33
229,9,Bur Oak,0,2010,6.9
229,9,Bur Oak,0,2006,4.4
229,9,Bur Oak,0,2002,4.3
229,9,Bur Oak,0,1999,3
229,9,Bur Oak,0,1997,2.24
229,9,Bur Oak,0,1995,1.6
229,9,Bur Oak,0,1993,0.63
229,9,Bur Oak,0,1992,0.519
229,9,Bur Oak,0,1991,0.462
229,9,Bur Oak,0,1990,0.35
230,9,Bur Oak,0,2010,6.3
230,9,Bur Oak,0,2006,4.3
230,9,Bur Oak,0,2002,2.55
230,9,Bur Oak,0,1999,1.26
230,9,Bur Oak,0,1997,0.97
230,9,Bur Oak,0,1995,0.763
230,9,Bur Oak,0,1992,0.31
230,9,Bur Oak,0,1991,0.205
230,9,Bur Oak,0,1990,0.142
236,14,Bur Oak,0,2010,7.8
236,14,Bur Oak,0,2006,5.2
236,14,Bur Oak,0,2002,3.4
236,14,Bur Oak,0,1999,2.7
236,14,Bur Oak,0,1997,1.9
236,14,Bur Oak,0,1995,1.004
236,14,Bur Oak,0,1993,0.63
236,14,Bur Oak,0,1992,0.51
236,14,Bur Oak,0,1991,0.435
236,14,Bur Oak,0,1990,0.32
237,14,Bur Oak,0,2010,6.4
237,14,Bur Oak,0,2006,3.6
237,14,Bur Oak,0,2002,2.3
237,14,Bur Oak,0,1999,1.45
237,14,Bur Oak,0,1997,0.69
237,14,Bur Oak,0,1995,0.561
237,14,Bur Oak,0,1993,0.285
237,14,Bur Oak,0,1992,0.163
237,14,Bur Oak,0,1991,0.13
237,14,Bur Oak,0,1990,0.05
238,14,Bur Oak,0,2010,6.8
238,14,Bur Oak,0,2006,4.3
238,14,Bur Oak,0,2002,3.3
238,14,Bur Oak,0,1999,2.4
238,14,Bur Oak,0,1997,1.58
238,14,Bur Oak,0,1995,1.055
238,14,Bur Oak,0,1993,0.52
238,14,Bur Oak,0,1992,0.451
238,14,Bur Oak,0,1991,0.431
238,14,Bur Oak,0,1990,0.33
239,14,Bur Oak,0,2010,7.1
239,14,Bur Oak,0,2006,4.9
239,14,Bur Oak,0,2002,3.45
239,14,Bur Oak,0,1999,3.05
239,14,Bur Oak,0,1997,1.59
239,14,Bur Oak,0,1995,1.105
239,14,Bur Oak,0,1993,0.467
239,14,Bur Oak,0,1992,0.445
239,14,Bur Oak,0,1991,0.405
239,14,Bur Oak,0,1990,0.282
240,14,Bur Oak,0,2010,6.4
240,14,Bur Oak,0,2006,4.8
240,14,Bur Oak,0,2002,3.15
240,14,Bur Oak,0,1999,1.93
240,14,Bur Oak,0,1997,0.88
240,14,Bur Oak,0,1995,0.5
240,14,Bur Oak,0,1993,0.273
240,14,Bur Oak,0,1992,0.144
240,14,Bur Oak,0,1991,0.137
240,14,Bur Oak,0,1990,0.13
241,14,Bur Oak,0,2010,6.4
241,14,Bur Oak,0,2006,4.6
241,14,Bur Oak,0,2002,3.2
241,14,Bur Oak,0,1999,2.05
241,14,Bur Oak,0,1997,1.36
241,14,Bur Oak,0,1995,0.63
241,14,Bur Oak,0,1993,0.442
241,14,Bur Oak,0,1992,0.421
241,14,Bur Oak,0,1991,0.41
241,14,Bur Oak,0,1990,0.398
242,14,Bur Oak,0,2010,4.6
242,14,Bur Oak,0,2006,3.6
242,14,Bur Oak,0,2002,3.05
242,14,Bur Oak,0,1999,1.88
242,14,Bur Oak,0,1997,1.21
242,14,Bur Oak,0,1995,0.942
242,14,Bur Oak,0,1993,0.42
242,14,Bur Oak,0,1992,0.33
242,14,Bur Oak,0,1991,0.296
242,14,Bur Oak,0,1990,0.139
243,14,Bur Oak,0,2010,5.5
243,14,Bur Oak,0,2006,3.7
243,14,Bur Oak,0,2002,3.15
243,14,Bur Oak,0,1999,2.15
243,14,Bur Oak,0,1997,1.27
243,14,Bur Oak,0,1995,0.658
243,14,Bur Oak,0,1993,0.407
243,14,Bur Oak,0,1992,0.36
243,14,Bur Oak,0,1991,0.34
243,14,Bur Oak,0,1990,0.232
256,1,Bur Oak,0,2010,1.3
256,1,Bur Oak,0,2006,1.02
256,1,Bur Oak,0,2002,0.94
256,1,Bur Oak,0,1999,0.65
256,1,Bur Oak,0,1995,0.316
256,1,Bur Oak,0,1993,0.114
256,1,Bur Oak,0,1992,0.113
256,1,Bur Oak,0,1991,0.062
263,5,Bur Oak,0,2010,3.7
263,5,Bur Oak,0,2002,2.28
263,5,Bur Oak,0,1999,1.32
263,5,Bur Oak,0,1997,1.01
263,5,Bur Oak,0,1995,0.49
263,5,Bur Oak,0,1993,0.311
263,5,Bur Oak,0,1992,0.183
263,5,Bur Oak,0,1991,0.114
264,5,Bur Oak,0,2010,6.4
264,5,Bur Oak,0,2006,4.9
264,5,Bur Oak,0,2002,3.6
264,5,Bur Oak,0,1999,2.17
264,5,Bur Oak,0,1997,1.77
264,5,Bur Oak,0,1993,0.352
264,5,Bur Oak,0,1992,0.268
264,5,Bur Oak,0,1991,0.267
268,14,Bur Oak,0,2010,5.7
268,14,Bur Oak,0,2006,4.1
268,14,Bur Oak,0,2002,2.6
268,14,Bur Oak,0,1999,1.91
268,14,Bur Oak,0,1993,0.355
268,14,Bur Oak,0,1992,0.263
268,14,Bur Oak,0,1991,0.217
269,14,Bur Oak,0,2010,8.8
269,14,Bur Oak,0,2006,4.6
269,14,Bur Oak,0,2002,3.05
269,14,Bur Oak,0,1999,1.78
269,14,Bur Oak,0,1997,0.98
269,14,Bur Oak,0,1993,0.43
269,14,Bur Oak,0,1992,0.326
269,14,Bur Oak,0,1991,0.276
270,14,Bur Oak,0,2010,6.6
270,14,Bur Oak,0,2006,4.3
270,14,Bur Oak,0,2002,3.35
270,14,Bur Oak,0,1999,2
270,14,Bur Oak,0,1997,1
270,14,Bur Oak,0,1995,0.804
270,14,Bur Oak,0,1993,0.295
270,14,Bur Oak,0,1992,0.277
270,14,Bur Oak,0,1991,0.225
273,17,Bur Oak,1,2010,5.9
273,17,Bur Oak,1,2006,3.15
273,17,Bur Oak,1,2002,3
273,17,Bur Oak,1,1999,2.24
273,17,Bur Oak,1,1997,1.47
273,17,Bur Oak,1,1995,1.26
273,17,Bur Oak,1,1993,0.77
273,17,Bur Oak,1,1991,0.42
274,17,Bur Oak,1,2010,3.1
274,17,Bur Oak,1,2006,2
274,17,Bur Oak,1,2002,1.8
274,17,Bur Oak,1,1999,1.53
274,17,Bur Oak,1,1997,0.68
274,17,Bur Oak,1,1995,0.62
274,17,Bur Oak,1,1993,0.59
274,17,Bur Oak,1,1991,0.52
275,17,Bur Oak,1,2010,4.3
275,17,Bur Oak,1,2006,2.9
275,17,Bur Oak,1,2002,1.65
275,17,Bur Oak,1,1999,1.63
275,17,Bur Oak,1,1997,1.31
275,17,Bur Oak,1,1995,0.9
275,17,Bur Oak,1,1993,0.6
275,17,Bur Oak,1,1991,0.34
278,14,Bur Oak,0,2010,4.4
278,14,Bur Oak,0,2006,4.1
278,14,Bur Oak,0,2002,3.4
278,14,Bur Oak,0,1999,2.05
278,14,Bur Oak,0,1997,1.28
278,14,Bur Oak,0,1995,0.993
278,14,Bur Oak,0,1993,0.462
278,14,Bur Oak,0,1991,0.36
278,14,Bur Oak,0,1990,0.331
279,5,Bur Oak,0,2010,4.4
279,5,Bur Oak,0,2006,3.3
279,5,Bur Oak,0,1999,1.46
279,5,Bur Oak,0,1997,0.63
279,5,Bur Oak,0,1995,0.366
279,5,Bur Oak,0,1993,0.234
279,5,Bur Oak,0,1992,0.214
280,5,Bur Oak,0,2010,4.5
280,5,Bur Oak,0,2006,3.5
280,5,Bur Oak,0,2002,2.75
280,5,Bur Oak,0,1999,1.15
280,5,Bur Oak,0,1997,0.7
280,5,Bur Oak,0,1995,0.49
280,5,Bur Oak,0,1992,0.37
280,5,Bur Oak,0,1991,0.304
280,5,Bur Oak,0,1990,0.277
282,1,Black Walnut,0,2006,0.72
282,1,Black Walnut,0,2002,0.68
282,1,Black Walnut,0,1999,0.511
282,1,Black Walnut,0,1997,0.49
282,1,Black Walnut,0,1995,0.47
282,1,Black Walnut,0,1993,0.468
282,1,Black Walnut,0,1992,0.414
282,1,Black Walnut,0,1991,0.34
282,1,Black Walnut,0,1990,0.31
283,1,Black Walnut,0,2010,2.7
283,1,Black Walnut,0,2006,2.2
283,1,Black Walnut,0,2002,1.56
283,1,Black Walnut,0,1999,1.2
283,1,Black Walnut,0,1997,0.94
283,1,Black Walnut,0,1995,0.652
283,1,Black Walnut,0,1993,0.382
283,1,Black Walnut,0,1992,0.344
283,1,Black Walnut,0,1991,0.31
283,1,Black Walnut,0,1990,0.29
295,5,Black Walnut,0,2010,2.7
295,5,Black Walnut,0,2006,2.1
295,5,Black Walnut,0,2002,1.3
295,5,Black Walnut,0,1999,0.67
295,5,Black Walnut,0,1993,0.25
295,5,Black Walnut,0,1992,0.214
295,5,Black Walnut,0,1991,0.21
295,5,Black Walnut,0,1990,0.142
296,5,Black Walnut,0,2010,1.6
296,5,Black Walnut,0,2006,1.5
296,5,Black Walnut,0,2002,1.36
296,5,Black Walnut,0,1999,0.93
296,5,Black Walnut,0,1997,0.4
296,5,Black Walnut,0,1993,0.395
296,5,Black Walnut,0,1992,0.335
296,5,Black Walnut,0,1991,0.335
296,5,Black Walnut,0,1990,0.235
319,9,Black Walnut,0,2010,0.7
319,9,Black Walnut,0,2006,0.68
319,9,Black Walnut,0,2002,0.57
319,9,Black Walnut,0,1999,0.5
319,9,Black Walnut,0,1995,0.33
319,9,Black Walnut,0,1993,0.323
319,9,Black Walnut,0,1992,0.284
319,9,Black Walnut,0,1991,0.221
319,9,Black Walnut,0,1990,0.175
321,9,Black Walnut,0,2010,0.5
321,9,Black Walnut,0,2006,0.48
321,9,Black Walnut,0,2002,0.4
321,9,Black Walnut,0,1999,0.4
321,9,Black Walnut,0,1995,0.394
321,9,Black Walnut,0,1993,0.36
321,9,Black Walnut,0,1992,0.355
321,9,Black Walnut,0,1991,0.3
321,9,Black Walnut,0,1990,0.275
322,9,Black Walnut,0,2010,0.88
322,9,Black Walnut,0,2006,0.72
322,9,Black Walnut,0,2002,0.68
322,9,Black Walnut,0,1999,0.6
322,9,Black Walnut,0,1997,0.525
322,9,Black Walnut,0,1995,0.5
322,9,Black Walnut,0,1993,0.497
322,9,Black Walnut,0,1992,0.433
322,9,Black Walnut,0,1991,0.41
322,9,Black Walnut,0,1990,0.33
323,9,Black Walnut,0,2010,0.7
323,9,Black Walnut,0,2006,0.6
323,9,Black Walnut,0,2002,0.5
323,9,Black Walnut,0,1999,0.48
323,9,Black Walnut,0,1997,0.443
323,9,Black Walnut,0,1993,0.4
323,9,Black Walnut,0,1992,0.4
323,9,Black Walnut,0,1991,0.353
323,9,Black Walnut,0,1990,0.29
324,9,Black Walnut,0,2010,1
324,9,Black Walnut,0,2006,1
324,9,Black Walnut,0,2002,0.8
324,9,Black Walnut,0,1999,0.6
324,9,Black Walnut,0,1997,0.5
324,9,Black Walnut,0,1995,0.475
324,9,Black Walnut,0,1992,0.22
324,9,Black Walnut,0,1991,0.202
324,9,Black Walnut,0,1990,0.173
325,9,Black Walnut,0,2010,2.3
325,9,Black Walnut,0,2006,2.1
325,9,Black Walnut,0,2002,1.95
325,9,Black Walnut,0,1999,1.68
325,9,Black Walnut,0,1997,0.97
325,9,Black Walnut,0,1995,0.651
325,9,Black Walnut,0,1993,0.397
325,9,Black Walnut,0,1991,0.279
325,9,Black Walnut,0,1990,0.23
326,9,Black Walnut,0,2010,2.1
326,9,Black Walnut,0,2006,2
326,9,Black Walnut,0,2002,1.85
326,9,Black Walnut,0,1999,1.42
326,9,Black Walnut,0,1995,0.862
326,9,Black Walnut,0,1993,0.416
326,9,Black Walnut,0,1992,0.331
326,9,Black Walnut,0,1991,0.275
326,9,Black Walnut,0,1990,0.19
327,9,Black Walnut,0,2010,2.5
327,9,Black Walnut,0,2006,2.1
327,9,Black Walnut,0,2002,1.75
327,9,Black Walnut,0,1999,1.3
327,9,Black Walnut,0,1993,0.452
327,9,Black Walnut,0,1992,0.38
327,9,Black Walnut,0,1991,0.35
327,9,Black Walnut,0,1990,0.27
328,9,Black Walnut,0,2010,0.9
328,9,Black Walnut,0,2006,0.8
328,9,Black Walnut,0,2002,0.66
328,9,Black Walnut,0,1999,0.6
328,9,Black Walnut,0,1992,0.397
328,9,Black Walnut,0,1991,0.359
328,9,Black Walnut,0,1990,0.28
330,9,Black Walnut,0,2010,5.4
330,9,Black Walnut,0,2006,3.8
330,9,Black Walnut,0,2002,3.5
330,9,Black Walnut,0,1999,2
330,9,Black Walnut,0,1997,1.28
330,9,Black Walnut,0,1995,0.845
330,9,Black Walnut,0,1993,0.515
330,9,Black Walnut,0,1992,0.407
330,9,Black Walnut,0,1991,0.362
330,9,Black Walnut,0,1990,0.21
331,9,Black Walnut,0,2010,2.55
331,9,Black Walnut,0,2006,2.5
331,9,Black Walnut,0,2002,2.2
331,9,Black Walnut,0,1999,1.98
331,9,Black Walnut,0,1995,0.905
331,9,Black Walnut,0,1992,0.51
331,9,Black Walnut,0,1991,0.431
331,9,Black Walnut,0,1990,0.285
332,9,Black Walnut,0,2010,3.8
332,9,Black Walnut,0,2006,3.1
332,9,Black Walnut,0,2002,2.25
332,9,Black Walnut,0,1999,1.51
332,9,Black Walnut,0,1995,0.813
332,9,Black Walnut,0,1992,0.331
332,9,Black Walnut,0,1991,0.331
332,9,Black Walnut,0,1990,0.28
333,9,Black Walnut,0,2010,8.5
333,9,Black Walnut,0,2006,6
333,9,Black Walnut,0,2002,5.1
333,9,Black Walnut,0,1999,3.18
333,9,Black Walnut,0,1997,2.58
333,9,Black Walnut,0,1995,1.45
333,9,Black Walnut,0,1993,0.868
333,9,Black Walnut,0,1992,0.71
333,9,Black Walnut,0,1991,0.521
333,9,Black Walnut,0,1990,0.345
335,9,Black Walnut,0,2010,5.1
335,9,Black Walnut,0,2006,3.1
335,9,Black Walnut,0,2002,2.4
335,9,Black Walnut,0,1999,1.75
335,9,Black Walnut,0,1997,1.43
335,9,Black Walnut,0,1995,0.99
335,9,Black Walnut,0,1993,0.611
335,9,Black Walnut,0,1992,0.437
335,9,Black Walnut,0,1991,0.422
335,9,Black Walnut,0,1990,0.265
336,9,Black Walnut,0,2010,3.7
336,9,Black Walnut,0,2006,2.8
336,9,Black Walnut,0,2002,2.2
336,9,Black Walnut,0,1999,2.1
336,9,Black Walnut,0,1997,1.8
336,9,Black Walnut,0,1995,1.336
336,9,Black Walnut,0,1993,0.763
336,9,Black Walnut,0,1992,0.555
336,9,Black Walnut,0,1991,0.448
336,9,Black Walnut,0,1990,0.3
337,9,Black Walnut,0,2010,3
337,9,Black Walnut,0,2006,2.5
337,9,Black Walnut,0,2002,2.1
337,9,Black Walnut,0,1999,1.56
337,9,Black Walnut,0,1995,0.934
337,9,Black Walnut,0,1993,0.456
337,9,Black Walnut,0,1992,0.405
337,9,Black Walnut,0,1991,0.312
337,9,Black Walnut,0,1990,0.281
338,9,Black Walnut,0,2010,4.4
338,9,Black Walnut,0,2006,3.5
338,9,Black Walnut,0,2002,2.75
338,9,Black Walnut,0,1999,1.97
338,9,Black Walnut,0,1997,1.72
338,9,Black Walnut,0,1995,1.087
338,9,Black Walnut,0,1993,0.81
338,9,Black Walnut,0,1992,0.622
338,9,Black Walnut,0,1991,0.462
338,9,Black Walnut,0,1990,0.235
339,9,Black Walnut,0,2010,5.1
339,9,Black Walnut,0,2006,4.4
339,9,Black Walnut,0,2002,2.7
339,9,Black Walnut,0,1999,1.4
339,9,Black Walnut,0,1997,1.14
339,9,Black Walnut,0,1995,1.014
339,9,Black Walnut,0,1993,0.63
339,9,Black Walnut,0,1992,0.46
339,9,Black Walnut,0,1991,0.34
339,9,Black Walnut,0,1990,0.3
340,9,Black Walnut,0,2010,7.9
340,9,Black Walnut,0,2006,5.7
340,9,Black Walnut,0,2002,4.25
340,9,Black Walnut,0,1999,2.68
340,9,Black Walnut,0,1997,1.95
340,9,Black Walnut,0,1995,1.142
340,9,Black Walnut,0,1993,0.619
340,9,Black Walnut,0,1992,0.417
340,9,Black Walnut,0,1991,0.346
340,9,Black Walnut,0,1990,0.27
341,9,Black Walnut,0,2010,3.5
341,9,Black Walnut,0,2006,3.2
341,9,Black Walnut,0,2002,2.7
341,9,Black Walnut,0,1999,1.97
341,9,Black Walnut,0,1995,1.063
341,9,Black Walnut,0,1993,0.646
341,9,Black Walnut,0,1992,0.553
341,9,Black Walnut,0,1991,0.476
341,9,Black Walnut,0,1990,0.36
342,9,Black Walnut,0,2010,3.7
342,9,Black Walnut,0,2006,3
342,9,Black Walnut,0,2002,2.35
342,9,Black Walnut,0,1999,1.86
342,9,Black Walnut,0,1993,0.814
342,9,Black Walnut,0,1991,0.426
342,9,Black Walnut,0,1990,0.37
343,9,Black Walnut,0,2010,1.5
343,9,Black Walnut,0,2006,1.1
343,9,Black Walnut,0,2002,1
343,9,Black Walnut,0,1999,0.9
343,9,Black Walnut,0,1997,0.82
343,9,Black Walnut,0,1995,0.623
343,9,Black Walnut,0,1993,0.462
343,9,Black Walnut,0,1992,0.445
343,9,Black Walnut,0,1991,0.42
343,9,Black Walnut,0,1990,0.361
344,9,Black Walnut,0,2010,1.5
344,9,Black Walnut,0,2006,1.35
344,9,Black Walnut,0,2002,1.04
344,9,Black Walnut,0,1999,0.842
344,9,Black Walnut,0,1995,0.7
344,9,Black Walnut,0,1993,0.537
344,9,Black Walnut,0,1992,0.373
344,9,Black Walnut,0,1991,0.337
344,9,Black Walnut,0,1990,0.24
345,9,Black Walnut,0,2010,1.5
345,9,Black Walnut,0,2006,1.4
345,9,Black Walnut,0,2002,1.2
345,9,Black Walnut,0,1999,1.1
345,9,Black Walnut,0,1995,0.88
345,9,Black Walnut,0,1993,0.52
345,9,Black Walnut,0,1992,0.395
345,9,Black Walnut,0,1991,0.39
345,9,Black Walnut,0,1990,0.245
346,9,Black Walnut,0,2010,1.2
346,9,Black Walnut,0,2006,1.2
346,9,Black Walnut,0,2002,0.95
346,9,Black Walnut,0,1999,0.75
346,9,Black Walnut,0,1997,0.6
346,9,Black Walnut,0,1995,0.547
346,9,Black Walnut,0,1993,0.355
346,9,Black Walnut,0,1992,0.302
346,9,Black Walnut,0,1991,0.245
346,9,Black Walnut,0,1990,0.19
347,9,Black Walnut,0,2010,1
347,9,Black Walnut,0,2006,0.8
347,9,Black Walnut,0,2002,0.8
347,9,Black Walnut,0,1999,0.72
347,9,Black Walnut,0,1997,0.7
347,9,Black Walnut,0,1995,0.625
347,9,Black Walnut,0,1993,0.454
347,9,Black Walnut,0,1992,0.39
347,9,Black Walnut,0,1991,0.323
347,9,Black Walnut,0,1990,0.22
348,9,Black Walnut,0,2010,4.9
348,9,Black Walnut,0,2006,3
348,9,Black Walnut,0,2002,2
348,9,Black Walnut,0,1999,1.27
348,9,Black Walnut,0,1995,0.375
348,9,Black Walnut,0,1992,0.368
348,9,Black Walnut,0,1991,0.292
348,9,Black Walnut,0,1990,0.21
349,9,Black Walnut,0,2010,3
349,9,Black Walnut,0,2006,2.1
349,9,Black Walnut,0,2002,1.75
349,9,Black Walnut,0,1999,1.1
349,9,Black Walnut,0,1997,0.8
349,9,Black Walnut,0,1995,0.53
349,9,Black Walnut,0,1993,0.493
349,9,Black Walnut,0,1992,0.445
349,9,Black Walnut,0,1991,0.34
349,9,Black Walnut,0,1990,0.321
384,14,Black Walnut,0,2010,1.4
384,14,Black Walnut,0,2006,1.25
384,14,Black Walnut,0,2002,1.1
384,14,Black Walnut,0,1999,0.8
384,14,Black Walnut,0,1997,0.685
384,14,Black Walnut,0,1995,0.6
384,14,Black Walnut,0,1993,0.546
384,14,Black Walnut,0,1992,0.483
384,14,Black Walnut,0,1991,0.44
384,14,Black Walnut,0,1990,0.429
385,14,Black Walnut,0,2010,6.1
385,14,Black Walnut,0,2006,3.5
385,14,Black Walnut,0,2002,2.2
385,14,Black Walnut,0,1999,1.77
385,14,Black Walnut,0,1997,1.09
385,14,Black Walnut,0,1995,0.56
385,14,Black Walnut,0,1993,0.41
385,14,Black Walnut,0,1992,0.39
385,14,Black Walnut,0,1991,0.318
385,14,Black Walnut,0,1990,0.282
386,14,Black Walnut,0,2010,2
386,14,Black Walnut,0,2006,1.9
386,14,Black Walnut,0,2002,1.75
386,14,Black Walnut,0,1999,1.48
386,14,Black Walnut,0,1997,1.03
386,14,Black Walnut,0,1995,0.647
386,14,Black Walnut,0,1993,0.51
386,14,Black Walnut,0,1992,0.442
386,14,Black Walnut,0,1991,0.408
386,14,Black Walnut,0,1990,0.315
387,14,Black Walnut,0,2010,2.4
387,14,Black Walnut,0,2006,2.25
387,14,Black Walnut,0,2002,1.94
387,14,Black Walnut,0,1999,1.5
387,14,Black Walnut,0,1997,1.25
387,14,Black Walnut,0,1995,0.683
387,14,Black Walnut,0,1993,0.379
387,14,Black Walnut,0,1992,0.329
387,14,Black Walnut,0,1991,0.328
387,14,Black Walnut,0,1990,0.27
388,14,Black Walnut,0,2010,5.1
388,14,Black Walnut,0,2006,3.5
388,14,Black Walnut,0,2002,3.4
388,14,Black Walnut,0,1999,2.48
388,14,Black Walnut,0,1997,1.67
388,14,Black Walnut,0,1995,0.901
388,14,Black Walnut,0,1993,0.46
388,14,Black Walnut,0,1992,0.41
388,14,Black Walnut,0,1991,0.325
388,14,Black Walnut,0,1990,0.26
389,14,Black Walnut,0,2010,2.2
389,14,Black Walnut,0,2006,2
389,14,Black Walnut,0,2002,1.6
389,14,Black Walnut,0,1992,0.491
389,14,Black Walnut,0,1991,0.361
389,14,Black Walnut,0,1990,0.32
390,14,Black Walnut,0,2010,2
390,14,Black Walnut,0,2006,1.77
390,14,Black Walnut,0,2002,1.37
390,14,Black Walnut,0,1999,0.83
390,14,Black Walnut,0,1997,0.7
390,14,Black Walnut,0,1993,0.471
390,14,Black Walnut,0,1992,0.444
390,14,Black Walnut,0,1991,0.37
390,14,Black Walnut,0,1990,0.354
391,14,Black Walnut,0,2010,3.1
391,14,Black Walnut,0,2006,2.4
391,14,Black Walnut,0,2002,2
391,14,Black Walnut,0,1999,1.36
391,14,Black Walnut,0,1997,1.03
391,14,Black Walnut,0,1995,0.797
391,14,Black Walnut,0,1993,0.632
391,14,Black Walnut,0,1992,0.48
391,14,Black Walnut,0,1991,0.37
391,14,Black Walnut,0,1990,0.315
392,14,Black Walnut,0,2010,2.2
392,14,Black Walnut,0,2006,1.9
392,14,Black Walnut,0,2002,1.4
392,14,Black Walnut,0,1997,0.63
392,14,Black Walnut,0,1993,0.38
392,14,Black Walnut,0,1992,0.329
392,14,Black Walnut,0,1991,0.27
392,14,Black Walnut,0,1990,0.125
394,14,Black Walnut,0,2010,1.6
394,14,Black Walnut,0,2006,1.46
394,14,Black Walnut,0,2002,1.23
394,14,Black Walnut,0,1999,1.16
394,14,Black Walnut,0,1997,0.8
394,14,Black Walnut,0,1995,0.791
394,14,Black Walnut,0,1993,0.496
394,14,Black Walnut,0,1992,0.41
394,14,Black Walnut,0,1991,0.365
394,14,Black Walnut,0,1990,0.343
397,14,Black Walnut,0,2010,5.5
397,14,Black Walnut,0,2006,3.4
397,14,Black Walnut,0,2002,2.3
397,14,Black Walnut,0,1999,1.44
397,14,Black Walnut,0,1997,1.32
397,14,Black Walnut,0,1993,0.996
397,14,Black Walnut,0,1992,0.9
397,14,Black Walnut,0,1991,0.618
397,14,Black Walnut,0,1990,0.49
398,14,Black Walnut,0,2010,2.2
398,14,Black Walnut,0,2006,1.4
398,14,Black Walnut,0,2002,1
398,14,Black Walnut,0,1999,0.95
398,14,Black Walnut,0,1997,0.77
398,14,Black Walnut,0,1995,0.686
398,14,Black Walnut,0,1993,0.64
398,14,Black Walnut,0,1992,0.534
398,14,Black Walnut,0,1991,0.332
398,14,Black Walnut,0,1990,0.2
400,14,Black Walnut,0,2010,1.5
400,14,Black Walnut,0,2006,1.36
400,14,Black Walnut,0,2002,1.2
400,14,Black Walnut,0,1999,1.03
400,14,Black Walnut,0,1997,0.66
400,14,Black Walnut,0,1995,0.523
400,14,Black Walnut,0,1993,0.282
400,14,Black Walnut,0,1992,0.28
400,14,Black Walnut,0,1991,0.229
402,14,Black Walnut,0,2010,5.8
402,14,Black Walnut,0,2006,4
402,14,Black Walnut,0,2002,3.05
402,14,Black Walnut,0,1999,2.3
402,14,Black Walnut,0,1997,1.23
402,14,Black Walnut,0,1995,0.826
402,14,Black Walnut,0,1993,0.667
402,14,Black Walnut,0,1992,0.464
402,14,Black Walnut,0,1991,0.354
402,14,Black Walnut,0,1990,0.33
450,18,Black Walnut,1,2010,1.3
450,18,Black Walnut,1,2006,1.12
450,18,Black Walnut,1,2002,1
450,18,Black Walnut,1,1999,1
450,18,Black Walnut,1,1997,0.66
450,18,Black Walnut,1,1993,0.41
450,18,Black Walnut,1,1992,0.248
450,18,Black Walnut,1,1991,0.214
450,18,Black Walnut,1,1990,0.174
451,18,Black Walnut,1,2010,1.2
451,18,Black Walnut,1,2006,1.13
451,18,Black Walnut,1,2002,1.07
451,18,Black Walnut,1,1999,0.9
451,18,Black Walnut,1,1997,0.8
451,18,Black Walnut,1,1993,0.413
451,18,Black Walnut,1,1992,0.37
451,18,Black Walnut,1,1991,0.342
451,18,Black Walnut,1,1990,0.289
453,18,Black Walnut,1,2010,3.5
453,18,Black Walnut,1,2006,3.2
453,18,Black Walnut,1,2002,2.25
453,18,Black Walnut,1,1999,1.78
