"","price","overall_satisfaction","reviews","room_type","accommodates","bedrooms","minstay","neighborhood","district","WalkScore","TransitScore","BikeScore","PctBlack"
"290",110,4,7,"Entire home/apt",4,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"291",70,5,11,"Private room",2,1,3,"Humboldt Park","West",84,67,82,0.408663721801094
"292",129,4.5,149,"Entire home/apt",10,3,1,"Humboldt Park","West",84,67,82,0.408663721801094
"293",45,5,4,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"294",85,5,80,"Private room",5,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"295",120,5,25,"Entire home/apt",4,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"296",60,5,3,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"297",39,4,9,"Entire home/apt",9,3,2,"Humboldt Park","West",84,67,82,0.408663721801094
"298",99,4,47,"Entire home/apt",6,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"299",99,5,3,"Entire home/apt",7,3,2,"Humboldt Park","West",84,67,82,0.408663721801094
"300",99,4.5,33,"Entire home/apt",6,3,NA,"Humboldt Park","West",84,67,82,0.408663721801094
"301",55,5,8,"Private room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"302",60,5,5,"Private room",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"303",52,5,11,"Private room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"304",42,5,8,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"305",58,5,61,"Private room",4,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"306",55,5,59,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"307",159,4.5,20,"Entire home/apt",6,3,NA,"Humboldt Park","West",84,67,82,0.408663721801094
"308",50,5,7,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"309",45,5,80,"Private room",2,1,3,"Humboldt Park","West",84,67,82,0.408663721801094
"310",40,4.5,3,"Shared room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"311",50,4.5,49,"Private room",12,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"312",53,4.5,44,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"313",59,4.5,20,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"314",149,5,3,"Entire home/apt",4,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"315",169,4.5,4,"Entire home/apt",5,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"316",62,5,42,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"317",60,5,26,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"318",80,5,15,"Entire home/apt",2,0,2,"Humboldt Park","West",84,67,82,0.408663721801094
"319",60,4.5,11,"Private room",4,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"320",50,5,9,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"321",50,5,4,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"322",500,5,38,"Entire home/apt",7,3,2,"Humboldt Park","West",84,67,82,0.408663721801094
"323",70,5,26,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"324",45,5,7,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"325",120,5,5,"Private room",4,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"326",82,5,3,"Entire home/apt",6,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"327",85,5,40,"Entire home/apt",4,2,2,"Humboldt Park","West",84,67,82,0.408663721801094
"328",60,4.5,32,"Private room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"329",120,4.5,53,"Entire home/apt",3,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"330",55,5,22,"Private room",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"331",70,4.5,4,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"332",50,5,24,"Private room",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"333",115,5,13,"Entire home/apt",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"334",70,5,18,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"335",59,4.5,104,"Private room",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"336",66,4,26,"Private room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"337",125,5,32,"Entire home/apt",6,2,2,"Humboldt Park","West",84,67,82,0.408663721801094
"338",119,5,22,"Entire home/apt",6,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"339",199,5,4,"Entire home/apt",2,1,3,"Humboldt Park","West",84,67,82,0.408663721801094
"340",40,5,13,"Private room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"341",75,4.5,14,"Private room",3,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"342",52,5,14,"Private room",2,1,6,"Humboldt Park","West",84,67,82,0.408663721801094
"343",30,5,9,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"344",39,5,25,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"345",75,5,48,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"346",60,5,10,"Private room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"347",45,4.5,7,"Private room",4,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"348",50,4.5,19,"Private room",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"349",45,5,12,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"350",79,5,20,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"351",140,4.5,5,"Entire home/apt",5,2,2,"Humboldt Park","West",84,67,82,0.408663721801094
"352",59,5,3,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"353",99,4,63,"Entire home/apt",8,3,3,"Humboldt Park","West",84,67,82,0.408663721801094
"354",150,5,43,"Entire home/apt",6,2,3,"Humboldt Park","West",84,67,82,0.408663721801094
"355",275,4.5,7,"Entire home/apt",7,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"356",70,5,14,"Private room",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"357",150,5,15,"Entire home/apt",4,2,2,"Humboldt Park","West",84,67,82,0.408663721801094
"358",65,5,175,"Entire home/apt",4,0,1,"Humboldt Park","West",84,67,82,0.408663721801094
"359",600,5,36,"Entire home/apt",10,3,1,"Humboldt Park","West",84,67,82,0.408663721801094
"360",32,4.5,5,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"361",90,5,15,"Private room",3,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"362",53,4.5,30,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"363",41,5,18,"Private room",3,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"364",175,5,73,"Entire home/apt",4,2,3,"Humboldt Park","West",84,67,82,0.408663721801094
"365",65,5,4,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"366",55,5,15,"Private room",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"367",140,5,35,"Entire home/apt",4,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"368",149,5,18,"Entire home/apt",4,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"369",65,5,11,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"370",50,4.5,25,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"371",97,4.5,13,"Entire home/apt",5,2,2,"Humboldt Park","West",84,67,82,0.408663721801094
"372",40,3.5,3,"Private room",4,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"373",59,4.5,12,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"374",75,5,10,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"375",39,3.5,13,"Entire home/apt",10,3,NA,"Humboldt Park","West",84,67,82,0.408663721801094
"376",219,5,4,"Entire home/apt",5,3,2,"Humboldt Park","West",84,67,82,0.408663721801094
"377",80,5,95,"Entire home/apt",6,2,2,"Humboldt Park","West",84,67,82,0.408663721801094
"378",125,5,6,"Entire home/apt",4,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"379",50,4.5,19,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"380",110,5,72,"Entire home/apt",4,2,2,"Humboldt Park","West",84,67,82,0.408663721801094
"381",30,5,4,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"382",159,5,8,"Entire home/apt",4,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"383",30,4.5,3,"Private room",1,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"384",145,4.5,6,"Entire home/apt",6,2,1,"Humboldt Park","West",84,67,82,0.408663721801094
"385",74,5,14,"Private room",2,1,1,"Humboldt Park","West",84,67,82,0.408663721801094
"386",90,5,9,"Entire home/apt",2,1,2,"Humboldt Park","West",84,67,82,0.408663721801094
"387",34,4.5,4,"Private room",2,1,4,"Hyde Park","South",86,66,95,0.299222846093779
"388",34,5,4,"Private room",1,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"389",115,4.5,135,"Entire home/apt",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"390",45,4.5,37,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"391",30,3,8,"Private room",1,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"392",53,4.5,46,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"393",98,5,102,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"394",70,5,11,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"395",189,4.5,5,"Entire home/apt",4,2,3,"Hyde Park","South",86,66,95,0.299222846093779
"396",70,5,5,"Private room",1,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"397",40,5,10,"Private room",3,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"398",85,5,5,"Entire home/apt",4,1,5,"Hyde Park","South",86,66,95,0.299222846093779
"399",147,3.5,5,"Entire home/apt",10,4,2,"Hyde Park","South",86,66,95,0.299222846093779
"400",25,4.5,10,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"401",30,5,3,"Private room",2,1,6,"Hyde Park","South",86,66,95,0.299222846093779
"402",250,4.5,6,"Entire home/apt",6,3,2,"Hyde Park","South",86,66,95,0.299222846093779
"403",75,5,96,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"404",40,5,6,"Private room",1,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"405",95,4,23,"Entire home/apt",2,1,3,"Hyde Park","South",86,66,95,0.299222846093779
"406",165,4.5,53,"Entire home/apt",6,2,3,"Hyde Park","South",86,66,95,0.299222846093779
"407",40,4.5,3,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"408",77,5,14,"Entire home/apt",2,0,1,"Hyde Park","South",86,66,95,0.299222846093779
"409",70,5,5,"Shared room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"410",140,5,4,"Entire home/apt",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"411",125,4,18,"Entire home/apt",2,1,7,"Hyde Park","South",86,66,95,0.299222846093779
"412",75,5,6,"Private room",3,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"413",94,5,39,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"414",70,5,5,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"415",150,4.5,5,"Entire home/apt",3,2,3,"Hyde Park","South",86,66,95,0.299222846093779
"416",84,5,3,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"417",75,5,85,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"418",194,5,53,"Entire home/apt",6,3,1,"Hyde Park","South",86,66,95,0.299222846093779
"419",45,4.5,32,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"420",71,4.5,3,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"421",90,5,6,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"422",100,4.5,7,"Entire home/apt",4,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"423",37,4,14,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"424",145,4.5,58,"Entire home/apt",4,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"425",70,5,31,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"426",60,5,3,"Entire home/apt",1,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"427",99,5,28,"Entire home/apt",2,1,3,"Hyde Park","South",86,66,95,0.299222846093779
"428",75,4,5,"Entire home/apt",4,1,3,"Hyde Park","South",86,66,95,0.299222846093779
"429",88,4.5,7,"Entire home/apt",5,2,2,"Hyde Park","South",86,66,95,0.299222846093779
"430",120,4,16,"Private room",6,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"431",65,4.5,9,"Entire home/apt",3,2,3,"Hyde Park","South",86,66,95,0.299222846093779
"432",95,4.5,25,"Entire home/apt",3,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"433",105,4,3,"Entire home/apt",4,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"434",68,4.5,3,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"435",90,5,16,"Entire home/apt",4,2,1,"Hyde Park","South",86,66,95,0.299222846093779
"436",189,4.5,4,"Entire home/apt",5,3,3,"Hyde Park","South",86,66,95,0.299222846093779
"437",29,4.5,10,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"438",95,5,3,"Private room",3,1,NA,"Hyde Park","South",86,66,95,0.299222846093779
"439",125,4.5,4,"Entire home/apt",4,2,1,"Hyde Park","South",86,66,95,0.299222846093779
"440",70,5,119,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"441",105,4.5,33,"Private room",3,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"442",50,4.5,6,"Private room",5,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"443",70,5,56,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"444",55,5,9,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"445",45,4.5,37,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"446",50,4,3,"Private room",1,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"447",270,5,12,"Entire home/apt",4,2,2,"Hyde Park","South",86,66,95,0.299222846093779
"448",70,5,7,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"449",85,4,6,"Entire home/apt",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"450",45,4.5,58,"Private room",2,1,NA,"Hyde Park","South",86,66,95,0.299222846093779
"451",50,4.5,9,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"452",65,4.5,14,"Entire home/apt",3,0,2,"Hyde Park","South",86,66,95,0.299222846093779
"453",85,5,7,"Entire home/apt",6,3,2,"Hyde Park","South",86,66,95,0.299222846093779
"454",100,5,67,"Private room",3,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"455",70,5,123,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"456",74,4,4,"Private room",1,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"457",40,5,32,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"458",70,5,19,"Private room",2,1,2,"Hyde Park","South",86,66,95,0.299222846093779
"459",37,4,24,"Private room",2,1,1,"Hyde Park","South",86,66,95,0.299222846093779
"460",75,5,22,"Private room",2,1,2,"Irving Park","Northwest",85,66,69,0.0224876150035386
"461",350,5,8,"Entire home/apt",6,4,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"462",55,5,30,"Private room",1,1,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"463",159,4.5,3,"Entire home/apt",8,3,NA,"Irving Park","Northwest",85,66,69,0.0224876150035386
"464",500,5,11,"Entire home/apt",8,3,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"465",99,5,89,"Entire home/apt",4,2,2,"Irving Park","Northwest",85,66,69,0.0224876150035386
"466",100,5,6,"Private room",3,1,NA,"Irving Park","Northwest",85,66,69,0.0224876150035386
"467",120,5,61,"Entire home/apt",6,2,3,"Irving Park","Northwest",85,66,69,0.0224876150035386
"468",50,5,4,"Private room",2,1,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"469",50,5,8,"Private room",1,1,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"470",74,4.5,17,"Private room",4,1,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"471",1000,5,4,"Entire home/apt",16,0,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"472",99,4.5,4,"Entire home/apt",4,2,3,"Irving Park","Northwest",85,66,69,0.0224876150035386
"473",100,4.5,7,"Entire home/apt",2,1,2,"Irving Park","Northwest",85,66,69,0.0224876150035386
"474",60,5,59,"Private room",2,1,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"475",49,5,8,"Private room",3,1,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"476",85,5,10,"Entire home/apt",6,2,3,"Irving Park","Northwest",85,66,69,0.0224876150035386
"477",43,5,21,"Private room",2,1,NA,"Irving Park","Northwest",85,66,69,0.0224876150035386
"478",89,5,5,"Private room",2,1,1,"Irving Park","Northwest",85,66,69,0.0224876150035386
"479",40,5,11,"Private room",1,1,2,"Irving Park","Northwest",85,66,69,0.0224876150035386
"480",200,4.5,6,"Entire home/apt",5,1,2,"Irving Park","Northwest",85,66,69,0.0224876150035386
"481",75,5,28,"Entire home/apt",3,1,2,"Irving Park","Northwest",85,66,69,0.0224876150035386
"482",95,5,59,"Private room",8,1,2,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"483",47,5,12,"Private room",2,1,2,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"484",159,5,28,"Entire home/apt",8,3,NA,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"485",75,5,11,"Private room",2,1,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"486",85,4.5,10,"Entire home/apt",11,3,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"487",80,4.5,15,"Private room",2,1,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"488",83,5,35,"Entire home/apt",3,1,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"489",65,5,6,"Private room",1,1,2,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"490",60,5,28,"Private room",2,1,3,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"491",100,5,74,"Private room",6,1,NA,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"492",140,4.5,8,"Entire home/apt",6,3,3,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"493",200,3.5,3,"Entire home/apt",5,2,7,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"494",73,5,15,"Entire home/apt",2,1,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"495",85,5,15,"Private room",2,1,2,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"496",80,4.5,19,"Private room",2,1,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"497",42,5,18,"Private room",1,1,NA,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"498",40,4.5,17,"Private room",2,1,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"499",45,5,6,"Private room",2,1,1,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"500",45,5,22,"Private room",2,1,NA,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"501",110,5,18,"Entire home/apt",8,3,2,"Jefferson Park","Far North",72,64,70,0.00916960093896714
"502",125,5,16,"Entire home/apt",2,1,2,"Kenwood","South",79,66,91,0.677006988239305
"503",75,5,3,"Entire home/apt",4,1,2,"Kenwood","South",79,66,91,0.677006988239305
"504",75,5,3,"Private room",4,1,1,"Kenwood","South",79,66,91,0.677006988239305
"505",69,4.5,6,"Private room",2,1,3,"Kenwood","South",79,66,91,0.677006988239305
"506",85,5,151,"Private room",2,1,2,"Kenwood","South",79,66,91,0.677006988239305
"507",26,4.5,7,"Private room",2,1,1,"Kenwood","South",79,66,91,0.677006988239305
"508",150,5,10,"Entire home/apt",2,1,2,"Kenwood","South",79,66,91,0.677006988239305
"509",49,4.5,13,"Private room",1,1,1,"Kenwood","South",79,66,91,0.677006988239305
"510",80,5,3,"Private room",2,1,1,"Kenwood","South",79,66,91,0.677006988239305
"511",220,5,7,"Entire home/apt",2,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"512",110,5,4,"Entire home/apt",2,0,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"513",125,4.5,13,"Entire home/apt",1,1,14,"Lincoln Park","North",94,79,88,0.0478501769739691
"514",200,4,15,"Entire home/apt",6,2,NA,"Lincoln Park","North",94,79,88,0.0478501769739691
"515",100,4,3,"Entire home/apt",2,0,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"516",135,5,80,"Entire home/apt",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"517",100,4.5,24,"Entire home/apt",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"518",135,5,24,"Entire home/apt",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"519",160,4.5,8,"Entire home/apt",4,2,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"520",165,5,17,"Entire home/apt",3,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"521",145,5,8,"Entire home/apt",4,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"522",95,5,12,"Entire home/apt",2,0,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"523",109,5,49,"Entire home/apt",2,1,3,"Lincoln Park","North",94,79,88,0.0478501769739691
"524",159,5,22,"Entire home/apt",4,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"525",150,5,29,"Entire home/apt",4,1,5,"Lincoln Park","North",94,79,88,0.0478501769739691
"526",90,5,9,"Entire home/apt",2,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"527",110,5,206,"Private room",2,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"528",99,5,40,"Private room",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"529",79,4.5,9,"Private room",2,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"530",110,4.5,16,"Entire home/apt",3,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"531",125,5,4,"Entire home/apt",4,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"532",100,4.5,61,"Private room",2,1,4,"Lincoln Park","North",94,79,88,0.0478501769739691
"533",290,4.5,37,"Entire home/apt",6,3,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"534",150,5,6,"Entire home/apt",4,2,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"535",225,5,5,"Entire home/apt",4,2,4,"Lincoln Park","North",94,79,88,0.0478501769739691
"536",350,5,4,"Entire home/apt",7,2,3,"Lincoln Park","North",94,79,88,0.0478501769739691
"537",130,5,80,"Private room",2,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"538",250,5,13,"Private room",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"539",275,5,11,"Entire home/apt",10,4,NA,"Lincoln Park","North",94,79,88,0.0478501769739691
"540",125,4.5,13,"Entire home/apt",4,1,7,"Lincoln Park","North",94,79,88,0.0478501769739691
"541",99,5,6,"Entire home/apt",1,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"542",350,5,27,"Entire home/apt",6,3,4,"Lincoln Park","North",94,79,88,0.0478501769739691
"543",275,5,16,"Entire home/apt",4,2,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"544",172,5,13,"Entire home/apt",6,2,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"545",95,4,82,"Entire home/apt",3,0,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"546",168,5,86,"Entire home/apt",2,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"547",275,5,4,"Entire home/apt",8,3,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"548",144,5,4,"Entire home/apt",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"549",295,5,13,"Entire home/apt",6,3,5,"Lincoln Park","North",94,79,88,0.0478501769739691
"550",290,5,9,"Entire home/apt",6,3,3,"Lincoln Park","North",94,79,88,0.0478501769739691
"551",135,5,6,"Entire home/apt",2,1,3,"Lincoln Park","North",94,79,88,0.0478501769739691
"552",125,4.5,18,"Entire home/apt",2,0,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"553",200,5,16,"Entire home/apt",4,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"554",150,5,7,"Entire home/apt",4,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"555",145,4.5,56,"Entire home/apt",3,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"556",100,5,15,"Entire home/apt",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"557",120,4.5,37,"Entire home/apt",4,1,3,"Lincoln Park","North",94,79,88,0.0478501769739691
"558",119,5,10,"Entire home/apt",4,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"559",99,4.5,9,"Entire home/apt",5,0,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"560",125,5,199,"Entire home/apt",3,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"561",85,5,3,"Private room",2,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"562",119,5,3,"Entire home/apt",2,1,NA,"Lincoln Park","North",94,79,88,0.0478501769739691
"563",250,4.5,6,"Entire home/apt",9,2,NA,"Lincoln Park","North",94,79,88,0.0478501769739691
"564",200,4.5,3,"Entire home/apt",3,1,2,"Lincoln Park","North",94,79,88,0.0478501769739691
"565",125,5,4,"Entire home/apt",2,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"566",250,4.5,9,"Entire home/apt",10,1,1,"Lincoln Park","North",94,79,88,0.0478501769739691
"567",165,4.5,8,"Entire home/apt",3,1,3,"Lincoln Park","North",94,79,88,0.0478501769739691
"568",60,5,7,"Private room",2,1,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"569",73,5,13,"Private room",2,1,1,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"570",320,5,8,"Entire home/apt",8,3,1,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"571",60,5,6,"Private room",2,1,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"572",45,4.5,36,"Private room",2,1,1,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"573",65,5,3,"Private room",2,1,1,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"574",125,5,17,"Entire home/apt",5,2,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"575",180,4.5,3,"Entire home/apt",4,2,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"576",75,5,6,"Private room",2,1,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"577",150,5,15,"Entire home/apt",4,2,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"578",120,4.5,13,"Entire home/apt",2,1,2,"Lincoln Square","Far North",82,60,87,0.0342974902480312
"579",150,4.5,8,"Entire home/apt",4,2,3,"Lincoln Square","Far North",82,60,87,0.0342974902480312
