"","removed","freqchal","pvi2","obama","cperhs","sexexp","book","author","state","antifamily","cmedin","cperba","days2000","occult","language","homosexuality","violence","booktitle"
"175",1,0,7,0,3.03804213135068,0,12,"Pelzer, Dave","DE",0,9167.5,0.97627013630731,180,0,1,0,1,"A Child Called ""It"""
"176",0,1,-1.8,0,0.33804213135069,0,868,"Rowling, J.K.","FL",1,372,-1.72372986369269,1344,1,0,0,0,"Harry Potter (series)"
"177",1,0,-1.8,0,0.33804213135069,1,1141,"Ruby, Laura","FL",0,372,-1.72372986369269,1800,0,1,0,0,"Lilly's Ghost"
"178",0,0,-1.8,1,0.33804213135069,1,741,"Von Ziegesar, Cecily","FL",0,372,-1.72372986369269,3805,0,1,0,0,"Gossip Girl (series)"
"179",0,0,-1.8,1,0.33804213135069,1,722,"Anonymous","FL",0,372,-1.72372986369269,3197,0,1,0,0,"Go Ask Alice"
"180",0,0,-1.8,1,0.33804213135069,0,1806,"Rhodes-Courter, Ashley","FL",0,372,-1.72372986369269,3197,0,0,0,0,"Three Little Words:  A Memoir"
"181",1,0,-1.8,0,0.33804213135069,0,189,"Fitzhugh, Louise","FL",0,372,-1.72372986369269,60,0,0,0,1,"Bang, Bang, You're Dead"
"182",1,0,-1.8,0,0.33804213135069,0,1392,"Lipsyte, Robert","FL",0,372,-1.72372986369269,0,0,1,0,0,"One Fat Summer"
"183",0,0,-1.8,1,0.33804213135069,1,216,"Johnson, Maureen","FL",0,372,-1.72372986369269,3406,0,0,0,0,"Bermudez Triangle"
"184",0,0,-1.8,1,0.33804213135069,1,741,"Von Ziegesar, Cecily","FL",0,372,-1.72372986369269,3406,0,0,0,0,"Gossip Girl (series)"
"185",0,1,-1.8,0,0.33804213135069,1,527,"Blume, Judy","FL",0,372,-1.72372986369269,1472,0,0,0,0,"Deenie"
"186",0,0,-1.8,0,0.33804213135069,0,725,"Rodgers, Mary","FL",0,372,-1.72372986369269,420,0,0,0,1,"Freaky Friday"
"187",0,1,-1.8,0,0.33804213135069,1,716,"Lowry, Lois","FL",0,372,-1.72372986369269,0,0,0,0,1,"Giver, The"
"188",1,0,-1.8,1,0.33804213135069,0,687,"Avi","FL",0,372,-1.72372986369269,3221,0,1,0,0,"Fighting Ground, The"
"189",1,1,-1.8,0,0.33804213135069,0,140,"Lowry, Lois","FL",0,372,-1.72372986369269,1917,0,0,0,0,"Anastasia Again!"
"190",1,0,-1.8,0,0.33804213135069,0,173,"Birdseye, Tom","FL",0,372,-1.72372986369269,1800,0,0,0,0,"Attack of the Mutant Underwear"
"191",1,0,-1.8,0,0.33804213135069,1,610,"Javin, Linda","FL",0,372,-1.72372986369269,1380,0,0,0,0,"Eat Me"
"192",1,0,-1.8,0,0.33804213135069,0,477,"McCormick, Patricia","FL",0,372,-1.72372986369269,801,0,0,0,0,"Cut"
"193",0,0,-1.8,1,0.33804213135069,0,1005,"Hirst, Robin & Sally","FL",0,372,-1.72372986369269,3364,0,0,0,1,"My Place in Space"
"194",0,0,-1.8,1,0.33804213135069,0,1578,"Drabble, Margaret","FL",0,372,-1.72372986369269,3364,0,1,0,0,"Sea Lady, The"
"195",0,0,-1.8,0,0.33804213135069,0,443,"Naifeh, Ted","FL",0,372,-1.72372986369269,2399,0,1,0,0,"Courtney Crumrin and the Night Things"
"196",0,0,-1.8,0,0.33804213135069,1,450,"Sidhwa, Bapsi","FL",0,372,-1.72372986369269,2352,0,0,0,0,"Cracking India"
"197",0,0,-1.8,0,0.33804213135069,0,49,"Clinton, Cathryn","FL",0,372,-1.72372986369269,1473,0,0,0,0,"A Stone In My Hand"
"198",0,0,-1.8,0,0.33804213135069,1,546,"King, Stephen","FL",0,372,-1.72372986369269,720,0,0,0,0,"Different Seasons"
"199",0,1,-1.8,0,0.33804213135069,1,399,"Cormier, Robert","FL",0,372,-1.72372986369269,690,0,0,0,0,"Chocolate War, The"
"200",0,1,-1.8,0,0.33804213135069,0,1025,"Harris, Robie","FL",0,372,-1.72372986369269,420,0,0,0,0,"It's Perfectly Normal"
"201",0,1,-1.8,0,0.33804213135069,1,1025,"Harris, Robie","FL",0,372,-1.72372986369269,328,0,0,0,0,"It's Perfectly Normal"
"202",0,0,-6.8,1,-0.961957868649321,0,304,"Blacker, Terence","GA",1,2239.5,0.276270136307311,3731,0,1,0,0,"Boy2Girl"
"203",0,0,-6.8,0,-0.961957868649321,1,1830,"Springer, Nancy","GA",0,2239.5,0.276270136307311,3014,0,1,0,1,"Toughing It"
"204",1,0,-6.8,1,-0.961957868649321,1,337,"Runyon, Brent","GA",0,2239.5,0.276270136307311,3307,0,1,0,0,"Burn Journals, The"
"205",1,0,-6.8,0,-0.961957868649321,1,570,"Stine, R.L.","GA",0,2239.5,0.276270136307311,1472,0,0,0,1,"Double Date"
"206",1,0,-6.8,0,-0.961957868649321,1,653,"Lynch, Chris","GA",0,2239.5,0.276270136307311,1472,0,0,0,1,"Extreme Elvin"
"207",0,0,-6.8,0,-0.961957868649321,0,133,"Stewart, Jon","GA",0,2239.5,0.276270136307311,3080,0,1,0,0,"America (The Book):  A Citizen's Guide to Democracy Inaction"
"208",0,0,-6.8,0,-0.961957868649321,0,653,"Lynch, Chris","GA",0,2239.5,0.276270136307311,1364,0,1,0,0,"Extreme Elvin"
"209",1,0,-6.8,0,-0.961957868649321,0,170,"Lyga, Barry","GA",0,2239.5,0.276270136307311,2917,0,1,0,0,"Astonishing Adventures of Fanboy and Goth Girl, The"
"210",0,0,-6.8,1,-0.961957868649321,0,993,"Collier, James Lincoln","GA",0,2239.5,0.276270136307311,3296,0,1,0,0,"My Brother Sam is Dead"
"211",0,0,-6.8,0,-0.961957868649321,0,297,"Levithan, David","GA",0,2239.5,0.276270136307311,2699,0,0,1,0,"Boy Meets Boy"
"212",0,0,-6.8,0,-0.961957868649321,0,728,"Bass, Ellen","GA",0,2239.5,0.276270136307311,2699,0,0,1,0,"Free Your Mind: The Book for Gay, Lesbian, and Bisexual Youth"
"213",0,1,-6.8,0,-0.961957868649321,0,143,"Parnell, Peter and Justin Richardson","GA",0,2239.5,0.276270136307311,2411,0,0,1,0,"And Tango Makes Three"
"214",0,0,-6.8,0,-0.961957868649321,0,1731,"Allard, Harry","GA",0,2239.5,0.276270136307311,445,0,0,0,0,"Stupid's Have a Ball, The"
"215",0,0,1,0,6.53804213135068,1,29,"Hill, Ernest","IA",1,3921.5,-2.82372986369269,0,0,1,0,1,"A Life for a Life"
"216",0,0,1,NA,6.53804213135068,1,722,"Anonymous","IA",0,3921.5,-2.82372986369269,NA,0,1,0,0,"Go Ask Alice"
"217",0,1,1,1,6.53804213135068,0,143,"Parnell, Peter and Justin Richardson","IA",1,3921.5,-2.82372986369269,3197,0,0,1,0,"And Tango Makes Three"
"218",0,0,1,0,6.53804213135068,1,148,"Rennison, Louise","IA",0,3921.5,-2.82372986369269,2759,0,0,1,0,"Knocked Out By My Nunga-Nungas"
"219",0,0,1,0,6.53804213135068,0,78,"Twain, Mark","IA",0,3921.5,-2.82372986369269,2770,0,1,0,0,"Adventures of Tom Sawyer, The"
"220",0,1,1,0,6.53804213135068,0,399,"Cormier, Robert","IA",0,3921.5,-2.82372986369269,75,0,0,0,0,"Chocolate War, The"
"221",1,0,1,NA,6.53804213135068,1,1569,"Locker, Sari","IA",0,3921.5,-2.82372986369269,NA,0,0,0,0,"Sari Says"
"222",1,0,1,0,6.53804213135068,0,1792,"O'Brien, Tim","IA",0,3921.5,-2.82372986369269,2110,0,1,0,0,"Things They Carried, The"
"223",0,1,1,0,6.53804213135068,0,143,"Parnell, Peter and Justin Richardson","IA",1,3921.5,-2.82372986369269,2460,0,0,1,0,"And Tango Makes Three"
"224",0,1,1,0,6.53804213135068,0,171,"Crutcher, Chris","IA",0,3921.5,-2.82372986369269,2179,0,1,1,0,"Athletic Shorts"
"225",0,1,1,0,6.53804213135068,0,982,"Schwartz, Alvin","IA",0,3921.5,-2.82372986369269,751,0,0,0,1,"Scary Stories to Tell in the Dark"
"226",1,0,1,NA,6.53804213135068,0,1154,"Sfar, Joann","IA",0,3921.5,-2.82372986369269,NA,0,0,0,1,"Little Vampire Does Kung Fu"
"227",1,0,1,1,6.53804213135068,0,69,"Alexie, Sherman","IA",0,3921.5,-2.82372986369269,3197,0,0,0,0,"Absolutely True Diary of a Part-Time Indian, The"
"228",0,1,1,1,6.53804213135068,0,143,"Parnell, Peter and Justin Richardson","IA",0,3921.5,-2.82372986369269,3476,0,0,1,0,"And Tango Makes Three"
"229",0,1,1,1,6.53804213135068,0,730,"Pullman, Philip","IA",0,3921.5,-2.82372986369269,3213,0,0,0,0,"Golden Compass, The"
"230",0,0,1,0,6.53804213135068,0,1080,"Frankfurt, Harry G.","IA",0,3921.5,-2.82372986369269,2400,0,1,0,0,"On Bullshit"
"231",1,0,-17.4,0,5.13804213135069,1,67,"Balducci, David","ID",0,3194,-2.32372986369269,720,0,1,0,1,"Absolute Power"
"232",1,1,-17.4,1,5.13804213135069,0,515,"Crutcher, Chris","ID",0,3194,-2.32372986369269,3595,0,1,1,0,"Deadline"
"233",1,1,-17.4,0,5.13804213135069,1,342,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Bury Me Deep"
"234",1,1,-17.4,0,5.13804213135069,1,381,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Chain Letter 2"
"235",1,1,-17.4,0,5.13804213135069,1,1143,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Listeners, The"
"236",1,1,-17.4,0,5.13804213135069,1,1180,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Lost Mind, The"
"237",1,1,-17.4,0,5.13804213135069,1,1256,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Midnight Club, The"
"238",1,1,-17.4,0,5.13804213135069,1,1523,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Remember Me 3: The Last Story"
"239",1,1,-17.4,0,5.13804213135069,1,1696,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Star Group, The"
"240",0,0,-17.4,0,5.13804213135069,1,421,"Walker, Alice","ID",0,3194,-2.32372986369269,3090,0,1,1,0,"Color Purple, The"
"241",1,0,-17.4,0,5.13804213135069,0,726,"Sweeney, Joyce","ID",0,3194,-2.32372986369269,424,0,1,0,0,"Free Fall"
"242",1,1,-17.4,0,5.13804213135069,1,2010,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Witch"
"243",0,0,-17.4,0,5.13804213135069,1,1903,"Updike, John","ID",0,3194,-2.32372986369269,2399,0,1,0,0,"Villages"
"244",1,0,-17.4,1,5.13804213135069,1,308,"Huxley, Aldous","ID",0,3194,-2.32372986369269,3487,0,0,0,0,"Brave New World"
"245",1,0,7.7,0,1.83804213135069,1,1159,"Hernandez, Gilbert and Jaime Hernandez","IL",0,6489.5,2.07627013630731,2956,0,1,1,1,"Locas"
"246",1,0,7.7,1,1.83804213135069,0,1000,"Merriam, Eve","IL",0,6489.5,2.07627013630731,3697,0,1,0,1,"Inner City Mother Goose, The"
"247",1,0,7.7,1,1.83804213135069,1,1018,"Jukes, Mavis","IL",0,6489.5,2.07627013630731,3697,0,1,0,0,"It's a Girl Thing:  How to Stay Healthy, Safe and In Charge"
"248",0,0,7.7,0,1.83804213135069,1,1434,"Chbosky, Stephen","IL",0,6489.5,2.07627013630731,2953,0,1,1,0,"Perks of Being a Wallflower, The"
"249",0,0,7.7,0,1.83804213135069,0,1686,"Napoli, Donna Jo","IL",1,6489.5,2.07627013630731,597,0,0,0,0,"Spinners"
"250",1,0,7.7,0,1.83804213135069,1,1052,"Picoult, Jodi","IL",0,6489.5,2.07627013630731,3127,0,1,0,0,"Nineteen Minutes"
"251",1,0,7.7,0,1.83804213135069,1,1184,"Mackler, Carolyn","IL",0,6489.5,2.07627013630731,721,0,0,0,0,"Love and Other Four-Letter Words"
"252",0,0,7.7,0,1.83804213135069,0,1430,"Ueda, Miwa","IL",0,6489.5,2.07627013630731,1917,0,0,0,1,"Peach Girl: Change of Heart, 9"
"253",0,0,7.7,0,1.83804213135069,1,1717,"Burrison, John","IL",0,6489.5,2.07627013630731,801,0,1,0,0,"Storytellers: Folktales and Legends from the South"
"254",1,1,7.7,1,1.83804213135069,1,501,"Naylor, Phyllis Reynolds","IL",0,6489.5,2.07627013630731,3155,0,0,0,0,"Dangerously Alice"
"255",1,0,7.7,0,1.83804213135069,0,2034,"Dahl, Roald","IL",0,6489.5,2.07627013630731,2759,0,0,0,1,"Wonderful Story Henry Sugar and Six More, The"
"256",1,0,7.7,0,1.83804213135069,1,87,"Miller, Mary Beth","IL",0,6489.5,2.07627013630731,1917,0,0,0,0,"Aimee"
"257",0,0,7.7,1,1.83804213135069,0,1434,"Chbosky, Stephen","IL",1,6489.5,2.07627013630731,3517,0,0,0,0,"Perks of Being a Wallflower, The"
"258",0,0,7.7,1,1.83804213135069,1,69,"Alexie, Sherman","IL",0,6489.5,2.07627013630731,3411,0,1,0,0,"Absolutely True Diary of a Part-Time Indian, The"
"259",0,0,7.7,0,1.83804213135069,0,1805,"Gallico, Paul","IL",0,6489.5,2.07627013630731,597,0,0,0,0,"Thomasina, The Cat Who Thought She Was God"
"260",1,0,7.7,1,1.83804213135069,1,974,"Calvino, Italo and William Weaver (translator)","IL",0,6489.5,2.07627013630731,3709,0,0,0,0,"If On a Winter's Night a Traveler"
"261",1,0,7.7,1,1.83804213135069,1,1092,"Hosseini, Khaled","IL",0,6489.5,2.07627013630731,3487,0,0,0,0,"Kite Runner, The"
"262",1,0,7.7,1,1.83804213135069,0,656,"Cooney, Caroline B.","IL",0,6489.5,2.07627013630731,3247,0,0,0,0,"Face on the Milk Carton, The"
"263",1,0,7.7,0,1.83804213135069,0,511,"Heinlein, Robert A.","IL",0,6489.5,2.07627013630731,3127,0,0,0,0,"Day After Tomorrow, The"
"264",0,0,7.7,1,1.83804213135069,0,1244,"Spiegelman, Art","IL",0,6489.5,2.07627013630731,3722,0,0,0,0,"Maus:  A Survivor's Tale"
"265",0,0,7.7,1,1.83804213135069,0,18,"Ayer, Eleanor H.","IL",0,6489.5,2.07627013630731,3319,0,0,0,1,"A Firestorm Unleashed"
"266",0,0,7.7,1,1.83804213135069,0,758,"Crowe, Chris","IL",0,6489.5,2.07627013630731,3266,0,0,0,1,"Getting Away With Murder:  The True Story of the Emmett Till Case"
"267",0,0,7.7,1,1.83804213135069,0,1480,"Cabot, Meg","IL",0,6489.5,2.07627013630731,3201,0,0,0,0,"Princess Mia"
"268",0,1,7.7,1,1.83804213135069,0,1067,"Lowry, Lois","IL",0,6489.5,2.07627013630731,3191,0,0,0,0,"Number the Stars"
"269",0,0,7.7,1,1.83804213135069,0,1444,"","IL",0,6489.5,2.07627013630731,3179,0,0,0,0,"Photography Year 1974"
"270",0,0,7.7,0,1.83804213135069,0,1627,"Steig, William","IL",0,6489.5,2.07627013630731,3152,0,1,0,0,"Shrek"
"271",0,0,7.7,0,1.83804213135069,0,1419,"Allen, Judy","IL",0,6489.5,2.07627013630731,2404,0,0,0,0,"Panda"
"272",0,0,7.7,0,1.83804213135069,1,291,"Pollan, Michael","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Botany of Desire: A Plant's-Eye View of the World, The"
"273",0,0,7.7,0,1.83804213135069,1,663,"Myers, Walter Dean","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Fallen Angels"
"274",0,0,7.7,0,1.83804213135069,1,724,"Levitt, Steven D.","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Freakonomics"
"275",0,0,7.7,0,1.83804213135069,1,935,"Alvarez, Julia","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"How the Garcia Girls Lost Their Accents"
"276",0,0,7.7,0,1.83804213135069,1,1434,"Chbosky, Stephen","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Perks of Being a Wallflower, The"
"277",0,0,7.7,0,1.83804213135069,0,1026,"Wright, Richard","IL",0,6489.5,2.07627013630731,2204,0,0,0,0,"Native Son"
"278",0,0,7.7,0,1.83804213135069,0,484,"Willhoite, Michael","IL",0,6489.5,2.07627013630731,1917,0,0,1,0,"Daddy's Roommate"
"279",0,0,7.7,0,1.83804213135069,0,1054,"Silverstein, Dr. Charles and Felice Picano","IL",0,6489.5,2.07627013630731,1917,0,0,0,0,"Joy of Gay Sex, The"
"280",0,0,7.7,0,1.83804213135069,0,1083,"de Haan, Linda","IL",0,6489.5,2.07627013630731,1295,0,0,1,0,"King & King"
"281",0,0,7.7,0,1.83804213135069,0,167,"Humphries, Barry","IL",0,6489.5,2.07627013630731,1119,0,0,0,0,"Ask Dame Edna"
"282",0,0,7.7,0,1.83804213135069,0,1406,"Roberts, Kenneth J.","IL",0,6489.5,2.07627013630731,984,0,0,0,0,"Our Catholic Faith"
"283",0,1,7.7,0,1.83804213135069,0,1009,"Crutcher, Chris","IL",0,6489.5,2.07627013630731,675,0,1,0,0,"Ironman"
"284",1,0,-6.2,1,2.53804213135068,1,1434,"Chbosky, Stephen","IN",0,1086.5,-4.62372986369269,3204,0,1,1,0,"Perks of Being a Wallflower, The"
"285",0,1,-6.2,0,2.53804213135068,1,1025,"Harris, Robie","IN",0,1086.5,-4.62372986369269,1917,0,0,1,0,"It's Perfectly Normal"
"286",1,0,-6.2,0,2.53804213135068,1,453,"Childress, Mark","IN",0,1086.5,-4.62372986369269,270,0,1,0,1,"Crazy in Alabama"
"287",1,1,-6.2,0,2.53804213135068,0,399,"Cormier, Robert","IN",0,1086.5,-4.62372986369269,1556,0,1,0,0,"Chocolate War, The"
"288",0,0,-6.2,1,2.53804213135068,0,1758,"Hewlitt, Jamie","IN",0,1086.5,-4.62372986369269,3378,0,0,0,1,"Tank Girl"
"289",0,0,-6.2,1,2.53804213135068,1,983,"Mason, Bobbie Ann","IN",0,1086.5,-4.62372986369269,3309,0,1,0,0,"In Country"
"290",0,1,-6.2,1,2.53804213135068,0,868,"Rowling, J.K.","IN",0,1086.5,-4.62372986369269,3276,1,0,0,0,"Harry Potter (series)"
"291",0,0,-6.2,0,2.53804213135068,1,1803,"Ambrose, Stephen","IN",0,1086.5,-4.62372986369269,2759,0,1,0,0,"This Vast Land"
"292",0,0,-6.2,0,2.53804213135068,0,1195,"Sebold, Alice","IN",0,1086.5,-4.62372986369269,1686,0,0,0,0,"Lovely Bones, The"
"293",0,0,-6.2,0,2.53804213135068,0,762,"Fox, Mem","IN",0,1086.5,-4.62372986369269,1050,0,0,0,0,"Guess What?"
"294",0,0,-6.2,0,2.53804213135068,0,1837,"DeBrunhoff, Jean","IN",0,1086.5,-4.62372986369269,982,0,0,0,1,"Travels of Babar"
"295",0,0,-6.2,0,2.53804213135068,0,1954,"St. Joseph County Public Library","IN",0,1086.5,-4.62372986369269,840,0,0,0,0,"What to Do When Stopped by Police"
"296",0,0,-6.2,0,2.53804213135068,1,1447,"Zindel, Paul","IN",0,1086.5,-4.62372986369269,480,0,0,0,0,"Pigman, The"
"297",1,1,-6.2,1,2.53804213135068,0,515,"Crutcher, Chris","IN",0,1086.5,-4.62372986369269,3223,0,0,0,0,"Deadline"
"298",1,0,-6.2,0,2.53804213135068,0,663,"Myers, Walter Dean","IN",0,1086.5,-4.62372986369269,1472,0,1,0,0,"Fallen Angels"
"299",1,0,-6.2,0,2.53804213135068,1,708,"Thom, James Alexander","IN",0,1086.5,-4.62372986369269,840,0,0,0,0,"Follow the River"
"300",0,1,-6.2,1,2.53804213135068,0,397,"Crutcher, Chris","IN",0,1086.5,-4.62372986369269,3595,0,1,0,0,"Chinese Handcuffs"
"301",0,0,-6.2,0,2.53804213135068,0,143,"Parnell, Peter and Justin Richardsonter Parnell","IN",0,1086.5,-4.62372986369269,2868,0,0,1,0,"And Tango Makes Three"
"302",0,0,-6.2,0,2.53804213135068,0,1011,"Hayes, Geoffrey","IN",0,1086.5,-4.62372986369269,982,0,0,0,0,"Mystery of the Pirate Ghost, The"
"303",0,0,-6.2,0,2.53804213135068,0,1515,"Gray, Heather M.","IN",0,1086.5,-4.62372986369269,279,0,0,0,0,"Real Girl/Real World"
"304",0,1,-11.5,0,6.43804213135068,0,462,"Schwartz, Alvin","KS",0,144.5,1.77627013630731,538,1,1,0,1,"Cross Your Fingers, Spit in Your Hat"
"305",1,1,-11.5,0,6.43804213135068,0,1930,"Cormier, Robert","KS",0,144.5,1.77627013630731,1472,0,1,0,1,"We All Fall Down"
"306",1,0,-11.5,1,6.43804213135068,1,1260,"Dickey, Eric Jerome","KS",0,144.5,1.77627013630731,3398,0,0,0,0,"Milk in My Coffee"
"307",1,1,-11.5,0,6.43804213135068,0,171,"Crutcher, Chris","KS",0,144.5,1.77627013630731,1699,0,1,0,0,"Athletic Shorts"
"308",1,1,-11.5,0,6.43804213135068,1,1930,"Cormier, Robert","KS",0,144.5,1.77627013630731,1380,0,1,0,0,"We All Fall Down"
"309",1,0,-11.5,1,6.43804213135068,1,1054,"Silverstein, Dr. Charles and Felice Picano","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Joy of Gay Sex, The"
"310",1,0,-11.5,1,6.43804213135068,1,1055,"Comfort, Alex","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Joy of Sex, The"
"311",1,0,-11.5,1,6.43804213135068,1,1117,"Harding, Kat","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Lesbian Kama Sutra, The"
"312",1,0,-11.5,1,6.43804213135068,1,1598,"Dubberly, Emily","KS",0,144.5,1.77627013630731,3289,0,0,0,0,"Sex for Busy People"
"313",1,0,-11.5,0,6.43804213135068,0,741,"Von Ziegesar, Cecily","KS",0,144.5,1.77627013630731,3129,0,1,0,0,"Gossip Girl (series)"
"314",1,0,-11.5,0,6.43804213135068,0,663,"Myers, Walter Dean","KS",0,144.5,1.77627013630731,2104,0,0,0,0,"Fallen Angels"
"315",0,1,-11.5,1,6.43804213135068,0,730,"Pullman, Philip","KS",0,144.5,1.77627013630731,3273,0,0,0,0,"Golden Compass, The"
"316",0,0,-11.5,0,6.43804213135068,0,251,"Dobyns, Stephen","KS",0,144.5,1.77627013630731,480,0,0,0,1,"Bleeder"
"317",0,0,-10.4,1,-5.46195786864932,1,1120,"Knowles, Jo","KY",1,-5880.5,-6.92372986369269,3495,0,1,1,0,"Lessons From a Dead Girl"
"318",0,0,-10.4,0,-5.46195786864932,1,134,"Frank, E.R.","KY",0,-5880.5,-6.92372986369269,2427,0,1,0,1,"America:  A Novel"
"319",0,0,-10.4,1,-5.46195786864932,1,1952,"Sones, Sonya","KY",0,-5880.5,-6.92372986369269,3628,0,0,0,0,"What My Mother Doesn't Know"
"320",0,0,-10.4,1,-5.46195786864932,1,9,"Stone, Tanya Lee","KY",0,-5880.5,-6.92372986369269,3286,0,1,0,0,"A Bad Boy Can Be Good for a Girl"
"321",0,0,-10.4,1,-5.46195786864932,0,1457,"Giles, Gail","KY",0,-5880.5,-6.92372986369269,3198,0,1,0,0,"Playing in Traffic"
"322",0,1,-10.4,0,-5.46195786864932,1,101,"Naylor, Phyllis Reynolds","KY",0,-5880.5,-6.92372986369269,1924,0,0,0,0,"Alice on the Outside"
"323",0,0,-10.4,0,-5.46195786864932,0,551,"Timberlake, Amy","KY",1,-5880.5,-6.92372986369269,1917,0,0,0,0,"Dirty Cowboy, The"
"324",1,1,-10.4,1,-5.46195786864932,0,515,"Crutcher, Chris","KY",0,-5880.5,-6.92372986369269,3595,0,0,0,0,"Deadline"
"325",1,0,-10.4,0,-5.46195786864932,0,739,"Stine, R.L.","KY",0,-5880.5,-6.92372986369269,53,0,0,0,1,"Goosebumps (series)"
"326",0,1,-10.4,1,-5.46195786864932,0,143,"Parnell, Peter and Justin Richardson","KY",0,-5880.5,-6.92372986369269,3240,0,0,1,0,"And Tango Makes Three"
"327",0,0,-10.4,1,-5.46195786864932,0,1911,"Kotzwinkle, William","KY",0,-5880.5,-6.92372986369269,3240,0,1,0,0,"Walter the Farting Dog"
"328",0,0,-10.4,0,-5.46195786864932,0,663,"Myers, Walter Dean","KY",0,-5880.5,-6.92372986369269,480,0,1,0,0,"Fallen Angels"
"329",0,1,-10.4,0,-5.46195786864932,0,958,"Angelou, Maya","KY",0,-5880.5,-6.92372986369269,480,0,1,0,0,"I Know Why the Caged Bird Sings"
"330",1,0,-9.7,1,-4.76195786864932,0,572,"Drake, Ernest","LA",0,-5120.5,-5.32372986369269,3189,1,0,0,0,"Dr. Ernest Drake's Dragonology:  The Complete Book of Dragons"
"331",1,1,-9.7,0,-4.76195786864932,1,1809,"Blume, Judy","LA",0,-5120.5,-5.32372986369269,0,0,1,0,0,"Tiger Eyes"
"332",0,0,-9.7,1,-4.76195786864932,1,369,"Kaplow, Robert","LA",0,-5120.5,-5.32372986369269,3600,0,1,0,0,"Cat Who Killed Lilian Jackson Braun, The"
"333",0,0,-9.7,1,-4.76195786864932,1,1583,"Yoe, Craig","LA",0,-5120.5,-5.32372986369269,3600,0,0,0,0,"Secret Identity"
"334",0,0,-9.7,1,-4.76195786864932,1,1276,"Cole, Babette","LA",0,-5120.5,-5.32372986369269,3239,0,0,0,0,"Mommy Laid an Egg"
"335",0,0,-9.7,1,-4.76195786864932,1,1512,"Cabot, Meg","LA",1,-5120.5,-5.32372986369269,3239,0,0,0,0,"Ready or Not"
"336",1,1,-9.7,1,-4.76195786864932,0,730,"Pullman, Philip","LA",0,-5120.5,-5.32372986369269,3189,0,0,0,0,"Golden Compass, The"
"337",0,0,-9.7,1,-4.76195786864932,1,1262,"Kuper, Peter","LA",0,-5120.5,-5.32372986369269,3239,0,0,0,0,"Mind's Eye"
"338",1,0,-9.7,1,-4.76195786864932,0,241,"Bowden, Mark","LA",0,-5120.5,-5.32372986369269,3487,0,1,0,0,"Black Hawk Down"
"339",1,0,-9.7,0,-4.76195786864932,0,1083,"de Haan, Linda","LA",0,-5120.5,-5.32372986369269,1980,0,0,1,0,"King & King"
"340",0,0,-9.7,1,-4.76195786864932,0,345,"Brown, Marc","LA",0,-5120.5,-5.32372986369269,3600,0,0,1,0,"Buster's Sugartime"
"341",0,1,-9.7,0,-4.76195786864932,0,1069,"Steinbeck, John","LA",0,-5120.5,-5.32372986369269,480,0,1,0,0,"Of Mice and Men"
"342",1,0,11.7,1,5.23804213135068,0,1855,"Moore, Patrick","MA",0,14048.5,9.17627013630731,3836,0,1,0,0,"Tweaked"
"343",0,0,11.7,0,5.23804213135068,1,219,"Doctorow, E.L.","MA",0,14048.5,9.17627013630731,840,0,1,0,0,"Best American Short Stories 2000"
"344",0,0,11.7,0,5.23804213135068,0,557,"Paulsen, Gary","MA",0,14048.5,9.17627013630731,480,0,0,0,1,"Dogsong"
"345",0,0,11.7,0,5.23804213135068,1,657,"Cole, Brock","MA",0,14048.5,9.17627013630731,19,0,1,0,0,"Facts Speak for Themselves, The"
"346",1,0,11.7,0,5.23804213135068,0,1042,"Haight, Roger","MA",0,14048.5,9.17627013630731,540,0,0,0,0,"Jesus, Symbol of God"
"347",1,0,11.7,0,5.23804213135068,1,386,"DeMille, Nelson","MA",0,14048.5,9.17627013630731,0,0,0,0,0,"Charm School, The"
"348",0,0,11.7,0,5.23804213135068,0,1083,"de Haan, Linda","MA",0,14048.5,9.17627013630731,1200,0,0,1,0,"King & King"
"349",0,0,11.7,0,5.23804213135068,1,2056,"Frei, Irene Gonzalez","MA",0,14048.5,9.17627013630731,0,0,0,0,0,"Your Name Written on Water:  An Erotic Novel"
"350",0,0,8.5,0,4.23804213135068,0,1038,"Morrison, Grant","MD",0,19404.5,7.37627013630731,1791,0,1,0,1,"New X-Men Imperial"
