"","year","id","county","trauma","totalvisits","admit","emslevel","stations","divert","diverthours","admitrate","logdivert","year2013","admit1","totalvisits1","ems_basic","trauma_L0"
"198",2014,106371394,"San Diego","0",42796,6361,"Basic",38,"Yes",6,0.148635386484718,1.79175946922805,1,6.361,42.796,1,1
"199",2014,106430779,"Santa Clara","0",57496,8512,"Basic",25,"Yes",15,0.148045081396967,2.70805020110221,1,8.512,57.496,1,1
"200",2013,106301140,"Orange","0",8900,1066,"Basic",8,"Yes",22,0.119775280898876,3.09104245335832,0,1.066,8.9,1,1
"201",2014,106190680,"Los Angeles","0",46082,3114,"Basic",16,"Yes",258,0.0675751920489562,5.55295958492162,1,3.114,46.082,1,1
"202",2014,106190500,"Los Angeles","0",24149,2309,"Basic",18,"Yes",250,0.0956147252474222,5.52146091786225,1,2.309,24.149,1,1
"203",2013,106304306,"Orange","0",38390,5312,"Basic",36,"Yes",44,0.138369367022662,3.78418963391826,0,5.312,38.39,1,1
"204",2014,106301317,"Orange","0",35979,7476,"Basic",31,"Yes",308,0.207787876261152,5.73009978297357,1,7.476,35.979,1,1
"205",2013,106440755,"Santa Cruz","0",41115,8856,"Basic",24,"Yes",27,0.215395840933966,3.29583686600433,0,8.856,41.115,1,1
"206",2013,106190081,"Los Angeles","0",32793,6681,"Basic",17,"Yes",572,0.203732503888025,6.3491389913798,0,6.681,32.793,1,1
"207",2014,106190883,"Los Angeles","0",28215,4719,"Basic",11,"Yes",24,0.167251461988304,3.17805383034795,1,4.719,28.215,1,1
"208",2013,106434153,"Santa Clara","0",65092,9000,"Basic",32,"Yes",42,0.138265839120015,3.73766961828337,0,9,65.092,1,1
"209",2014,106380933,"San Francisco","0",14809,1691,"Basic",11,"Yes",397,0.11418731852252,5.98393628068719,1,1.691,14.809,1,1
"210",2013,106190547,"Los Angeles","0",14506,1944,"Basic",6,"Yes",572,0.134013511650352,6.3491389913798,0,1.944,14.506,1,1
"211",2014,106370780,"San Diego","0",72676,10062,"Basic",47,"Yes",32,0.138450107325665,3.46573590279973,1,10.062,72.676,1,1
"212",2013,106190256,"Los Angeles","0",17429,2100,"Basic",8,"Yes",18,0.12048884043835,2.89037175789616,0,2.1,17.429,1,1
"213",2013,106380857,"San Francisco","0",33179,4622,"Basic",24,"Yes",75,0.13930498206697,4.31748811353631,0,4.622,33.179,1,1
"214",2013,106190392,"Los Angeles","0",30425,5235,"Basic",12,"Yes",1271,0.172062448644207,7.14755927118945,0,5.235,30.425,1,1
"215",2014,106190434,"Los Angeles","0",66707,6317,"Basic",53,"Yes",596,0.0946977078867285,6.39024066706535,1,6.317,66.707,1,1
"216",2014,106190298,"Los Angeles","0",28858,3749,"Basic",23,"Yes",49,0.129911982812392,3.89182029811063,1,3.749,28.858,1,1
"217",2014,106190521,"Los Angeles","0",36479,4620,"Basic",10,"Yes",68,0.126648208558349,4.21950770517611,1,4.62,36.479,1,1
"218",2013,106191227,"Los Angeles","LEVEL I",74115,13909,"Basic",46,"Yes",2823,0.187667813533023,7.94555542825349,0,13.909,74.115,1,0
"219",2014,106010739,"Alameda","0",46028,5750,"Basic",22,"Yes",182,0.124923959329104,5.2040066870768,1,5.75,46.028,1,1
"220",2014,106364231,"San Bernardino","LEVEL II",100296,16845,"Basic",43,"Yes",89,0.167952859535774,4.48863636973214,1,16.845,100.296,1,0
"221",2013,106190696,"Los Angeles","0",13919,2666,"Basic",7,"Yes",942,0.191536748329621,6.84800527457636,0,2.666,13.919,1,1
"222",2014,106190534,"Los Angeles","0",27382,4982,"Basic",16,"Yes",19,0.18194434299905,2.94443897916644,1,4.982,27.382,1,1
"223",2014,106370759,"San Diego","0",32391,5979,"Basic",20,"Yes",71,0.184588311568028,4.26267987704132,1,5.979,32.391,1,1
"224",2014,106370689,"San Diego","0",13407,976,"Basic",8,"Yes",198,0.0727977921981055,5.28826703069454,1,0.976,13.407,1,1
"225",2013,106430883,"Santa Clara","LEVEL I",78934,18238,"Comprehensive",24,"Yes",451,0.231053791775407,6.11146733950268,0,18.238,78.934,0,0
"226",2014,106190413,"Los Angeles","0",22919,6047,"Basic",12,"Yes",183,0.263842226973254,5.20948615284142,1,6.047,22.919,1,1
"227",2013,106190883,"Los Angeles","0",25522,5185,"Basic",11,"Yes",60,0.203158059713189,4.0943445622221,0,5.185,25.522,1,1
"228",2014,106190431,"Los Angeles","0",60682,6297,"Basic",37,"Yes",682,0.103770475594081,6.52502965784346,1,6.297,60.682,1,1
"229",2013,106370714,"San Diego","0",102871,20593,"Basic",59,"Yes",1978,0.200182753156866,7.58984151218266,0,20.593,102.871,1,1
"230",2013,106301297,"Orange","0",24990,2493,"Basic",20,"Yes",2,0.0997599039615846,0.693147180559945,0,2.493,24.99,1,1
"231",2014,106350784,"San Benito","0",17363,1469,"Basic",18,"Yes",3,0.0846051949547889,1.09861228866811,1,1.469,17.363,1,1
"232",2013,106560481,"Ventura","LEVEL II",42813,4607,"Basic",20,"Yes",715,0.107607502394133,6.57228254269401,0,4.607,42.813,1,0
"233",2014,106304306,"Orange","0",40067,5544,"Basic",36,"Yes",11,0.138368233209374,2.39789527279837,1,5.544,40.067,1,1
"234",2013,106190673,"Los Angeles","0",15339,3241,"Basic",8,"Yes",5,0.211291479235935,1.6094379124341,0,3.241,15.339,1,1
"235",2013,106370689,"San Diego","0",11964,997,"Basic",8,"Yes",578,0.0833333333333333,6.35957386867238,0,0.997,11.964,1,1
"236",2014,106361246,"San Bernardino","LEVEL I",36852,9038,"Basic",77,"Yes",10,0.245251275371757,2.30258509299405,1,9.038,36.852,1,0
"237",2013,106301337,"Orange","0",12810,3223,"Basic",11,"Yes",8,0.25160031225605,2.07944154167984,0,3.223,12.81,1,1
"238",2014,106390846,"San Joaquin","0",46111,4476,"Basic",13,"Yes",169,0.09707011342196,5.12989871492307,1,4.476,46.111,1,1
"239",2013,106380965,"San Francisco","0",16856,2703,"Basic",13,"Yes",162,0.160358329378263,5.08759633523238,0,2.703,16.856,1,1
"240",2014,106400480,"San Luis Obispo","0",17466,2138,"Basic",14,"Yes",105,0.122409252261537,4.65396035015752,1,2.138,17.466,1,1
"241",2014,106190328,"Los Angeles","0",4687,1330,"Basic",7,"Yes",33,0.283763601450821,3.49650756146648,1,1.33,4.687,1,1
"242",2014,106394009,"San Joaquin","0",25442,880,"Basic",10,"Yes",14,0.0345884757487619,2.63905732961526,1,0.88,25.442,1,1
"243",2013,106190529,"Los Angeles","0",44833,8505,"Basic",38,"Yes",57,0.189704012669239,4.04305126783455,0,8.505,44.833,1,1
"244",2013,106190525,"Los Angeles","LEVEL II",64895,15110,"Basic",53,"Yes",1901,0.232837660836736,7.55013534248843,0,15.11,64.895,1,0
"245",2013,106190475,"Los Angeles","0",22090,3663,"Basic",20,"Yes",1331,0.165821638750566,7.19368581839511,0,3.663,22.09,1,1
"246",2014,106430705,"Santa Clara","LEVEL II",73549,10029,"Basic",27,"Yes",55,0.136358074209031,4.00733318523247,1,10.029,73.549,1,0
"247",2014,106314024,"Placer","0",89107,7480,"Basic",73,"Yes",5,0.0839440223551461,1.6094379124341,1,7.48,89.107,1,1
"248",2014,106191450,"Los Angeles","0",39945,5268,"Basic",27,"Yes",1128,0.131881336838152,7.028201432058,1,5.268,39.945,1,1
"249",2013,106370782,"San Diego","LEVEL I",42528,8718,"Comprehensive",36,"Yes",971,0.204994356659142,6.87832646829133,0,8.718,42.528,0,0
"250",2014,106196405,"Los Angeles","0",66396,6649,"Basic",35,"Yes",265,0.100141574793662,5.57972982598622,1,6.649,66.396,1,1
"251",2013,106196403,"Los Angeles","0",94172,10029,"Basic",63,"Yes",1258,0.106496623200102,7.13727843726039,0,10.029,94.172,1,1
"252",2014,106190200,"Los Angeles","0",24848,4390,"Basic",12,"Yes",168,0.176674179008371,5.12396397940326,1,4.39,24.848,1,1
"253",2013,106190240,"Los Angeles","0",47622,6339,"Basic",14,"Yes",705,0.133110747133678,6.55819780281227,0,6.339,47.622,1,1
"254",2013,106010967,"Alameda","0",35084,4548,"Basic",17,"Yes",5,0.129631740964542,1.6094379124341,0,4.548,35.084,1,1
"255",2014,106211006,"Marin","LEVEL III",36385,6531,"Basic",22,"Yes",73,0.179497045485777,4.29045944114839,1,6.531,36.385,1,0
"256",2013,106370780,"San Diego","0",79094,10044,"Basic",46,"Yes",124,0.126988140693352,4.82028156560504,0,10.044,79.094,1,1
"257",2013,106361246,"San Bernardino","LEVEL I",60403,16137,"Basic",77,"Yes",18,0.267155604854064,2.89037175789616,0,16.137,60.403,1,0
"258",2013,106150761,"Kern","0",29076,4586,"Basic",16,"Yes",11,0.157724583849223,2.39789527279837,0,4.586,29.076,1,1
"259",2015,106014050,"Alameda","0",32692,5604,"Basic",18,"Yes",7,0.171418083934908,1.94591014905531,2,5.604,32.692,1,1
"260",2014,106190422,"Los Angeles","0",65898,13151,"Basic",29,"Yes",183,0.199565995933109,5.20948615284142,1,13.151,65.898,1,1
"261",2013,106190429,"Los Angeles","0",71534,8773,"Basic",45,"Yes",4157,0.1226409819107,8.33254893925264,0,8.773,71.534,1,1
"262",2013,106196035,"Los Angeles","0",76692,7364,"Basic",40,"Yes",2606,0.0960204454180358,7.86557175768479,0,7.364,76.692,1,1
"263",2013,106190680,"Los Angeles","0",37628,3788,"Basic",16,"Yes",149,0.100669714042734,5.00394630594546,0,3.788,37.628,1,1
"264",2013,106190110,"Los Angeles","0",25564,6429,"Basic",27,"Yes",185,0.251486465341887,5.22035582507832,0,6.429,25.564,1,1
"265",2014,106070904,"Contra Costa","0",34899,2552,"Standby",25,"Yes",3528,0.0731253044499842,8.16848641712668,1,2.552,34.899,0,1
"266",2014,106010846,"Alameda","LEVEL II",90816,9489,"Basic",52,"Yes",315,0.104485993657505,5.75257263882563,1,9.489,90.816,1,0
"267",2013,106370694,"San Diego","LEVEL II",72388,13026,"Basic",52,"Yes",74,0.179946952533569,4.30406509320417,0,13.026,72.388,1,0
"268",2014,106390923,"San Joaquin","0",38126,5567,"Basic",28,"Yes",51,0.146015842207418,3.93182563272433,1,5.567,38.126,1,1
"269",2013,106190197,"Los Angeles","0",37092,4240,"Basic",14,"Yes",84,0.114310363420684,4.43081679884331,0,4.24,37.092,1,1
"270",2013,106190517,"Los Angeles","0",33612,5595,"Basic",15,"Yes",576,0.166458407711532,6.35610766069589,0,5.595,33.612,1,1
"271",2013,106154101,"Kern","0",12502,4115,"Basic",9,"Yes",110,0.329147336426172,4.70048036579242,0,4.115,12.502,1,1
"272",2013,106190400,"Los Angeles","LEVEL II",59982,16375,"Basic",34,"Yes",322,0.272998566236538,5.77455154554441,0,16.375,59.982,1,0
"273",2014,106190017,"Los Angeles","0",19034,4021,"Basic",8,"Yes",311,0.211253546285594,5.73979291217923,1,4.021,19.034,1,1
"274",2014,106301337,"Orange","0",13527,3201,"Basic",12,"Yes",48,0.236637835440231,3.87120101090789,1,3.201,13.527,1,1
"275",2014,106334487,"Riverside","LEVEL II",87554,10302,"Basic",40,"Yes",17,0.117664527034744,2.83321334405622,1,10.302,87.554,1,0
"276",2013,106370771,"San Diego","LEVEL II",32626,7285,"Basic",23,"Yes",4,0.223288175075093,1.38629436111989,0,7.285,32.626,1,0
"277",2013,106374382,"San Diego","0",45812,8076,"Basic",52,"Yes",518,0.176285689339038,6.24997524225948,0,8.076,45.812,1,1
"278",2014,106190125,"Los Angeles","LEVEL II",75846,7962,"Basic",35,"Yes",1323,0.104975872162012,7.18765716411496,1,7.962,75.846,1,0
"279",2014,106430763,"Santa Clara","0",45206,6499,"Basic",28,"Yes",196,0.143764102110339,5.27811465923052,1,6.499,45.206,1,1
"280",2014,106190475,"Los Angeles","0",23872,4035,"Basic",21,"Yes",540,0.169026474530831,6.29156913955832,1,4.035,23.872,1,1
"281",2014,106190547,"Los Angeles","0",15849,2058,"Basic",6,"Yes",374,0.129850463751656,5.92425579741453,1,2.058,15.849,1,1
"282",2014,106214034,"Marin","0",14342,1286,"Basic",9,"Yes",60,0.0896667131501883,4.0943445622221,1,1.286,14.342,1,1
"283",2014,106191227,"Los Angeles","LEVEL I",73516,13246,"Basic",84,"Yes",1772,0.180178464551934,7.47986413116503,1,13.246,73.516,1,0
"284",2014,106370652,"San Diego","0",25447,4755,"Basic",16,"Yes",435,0.186858961763666,6.07534603108868,1,4.755,25.447,1,1
"285",2013,106190148,"Los Angeles","0",63772,13933,"Basic",44,"Yes",1,0.218481465219846,0,0,13.933,63.772,1,1
"286",2014,106190315,"Los Angeles","0",25937,6025,"Basic",21,"Yes",427,0.232293634576088,6.05678401322862,1,6.025,25.937,1,1
"287",2014,106010735,"Alameda","0",11497,1762,"Basic",12,"Yes",168,0.153257371488214,5.12396397940326,1,1.762,11.497,1,1
"288",2013,106560473,"Ventura","0",42512,6140,"Basic",22,"Yes",68,0.144429808054196,4.21950770517611,0,6.14,42.512,1,1
"289",2014,106190352,"Los Angeles","0",16989,2081,"Basic",9,"Yes",170,0.122491023603508,5.13579843705026,1,2.081,16.989,1,1
"290",2014,106380857,"San Francisco","0",34245,4391,"Basic",24,"Yes",80,0.12822309826252,4.38202663467388,1,4.391,34.245,1,1
"291",2013,106400480,"San Luis Obispo","0",16568,2134,"Basic",14,"Yes",202,0.128802510864317,5.30826769740121,0,2.134,16.568,1,1
"292",2013,106304409,"Orange","0",49480,6323,"Basic",36,"Yes",109,0.127789005658852,4.69134788222914,0,6.323,49.48,1,1
"293",2013,106211006,"Marin","LEVEL III",34310,6055,"Basic",22,"Yes",169,0.176479160594579,5.12989871492307,0,6.055,34.31,1,0
"294",2014,106301205,"Orange","0",70912,11213,"Basic",56,"Yes",54,0.158125564079422,3.98898404656427,1,11.213,70.912,1,1
"295",2013,106010735,"Alameda","0",16882,2588,"Basic",12,"Yes",79,0.153299372112309,4.36944785246702,0,2.588,16.882,1,1
"296",2013,106500939,"Stanislaus","LEVEL II",64770,12508,"Basic",44,"Yes",8,0.193114096032114,2.07944154167984,0,12.508,64.77,1,0
"297",2013,106190687,"Los Angeles","0",38244,6675,"Basic",21,"Yes",5,0.174537182303106,1.6094379124341,0,6.675,38.244,1,1
"298",2013,106410817,"San Mateo","0",26955,5797,"Basic",18,"Yes",1244,0.215062140604712,7.12608727329912,0,5.797,26.955,1,1
"299",2013,106190328,"Los Angeles","0",4409,1351,"Basic",7,"Yes",22,0.306418689045135,3.09104245335832,0,1.351,4.409,1,1
"300",2013,106500867,"Stanislaus","0",60295,6639,"Basic",32,"Yes",786,0.110108632556597,6.66695679242921,0,6.639,60.295,1,1
"301",2014,106190170,"Los Angeles","0",74195,6843,"Basic",39,"Yes",19,0.0922299346317137,2.94443897916644,1,6.843,74.195,1,1
"302",2014,106190470,"Los Angeles","0",72579,12534,"Basic",29,"Yes",689,0.172694581077171,6.53524127101366,1,12.534,72.579,1,1
"303",2013,106301566,"Orange","LEVEL II",17198,3847,"Basic",20,"Yes",364,0.223688801023375,5.89715386763674,0,3.847,17.198,1,0
"304",2015,106380857,"San Francisco","0",36318,4164,"Basic",24,"Yes",175,0.114653890632744,5.16478597392351,2,4.164,36.318,1,1
"305",2015,106190636,"Los Angeles","0",60562,9458,"Basic",30,"Yes",517,0.156170535979657,6.24804287450843,2,9.458,60.562,1,1
"306",2015,106391010,"San Joaquin","LEVEL III",38748,5609,"Basic",25,"Yes",92,0.144755858366883,4.52178857704904,2,5.609,38.748,1,0
"307",2015,106371394,"San Diego","0",47348,6862,"Basic",38,"Yes",26,0.144926924051702,3.25809653802148,2,6.862,47.348,1,1
"308",2014,106560525,"Ventura","0",30572,4795,"Basic",10,"Yes",191,0.156842862750229,5.25227342804663,1,4.795,30.572,1,1
"309",2015,106196403,"Los Angeles","0",95026,9634,"Basic",63,"Yes",2777,0.101382779449835,7.9291264873068,2,9.634,95.026,1,1
"310",2015,106190200,"Los Angeles","0",27627,4417,"Basic",12,"Yes",316,0.159879827704782,5.75574221358691,2,4.417,27.627,1,1
"311",2015,106190298,"Los Angeles","0",31774,4260,"Basic",23,"Yes",511,0.134071882671367,6.2363695902037,2,4.26,31.774,1,1
"312",2014,106560473,"Ventura","0",43853,6019,"Basic",22,"Yes",90,0.137254007707568,4.49980967033027,1,6.019,43.853,1,1
"313",2015,106190243,"Los Angeles","0",50393,5384,"Basic",22,"Yes",2440,0.106840235747028,7.79975331828725,2,5.384,50.393,1,1
"314",2015,106391056,"San Joaquin","0",38212,2893,"Basic",14,"Yes",35,0.0757092012980216,3.55534806148941,2,2.893,38.212,1,1
"315",2015,106190017,"Los Angeles","0",17021,3108,"Basic",8,"Yes",641,0.182597967216967,6.46302945692067,2,3.108,17.021,1,1
"316",2015,106434138,"Santa Clara","0",25807,2309,"Basic",8,"Yes",262,0.0894718487232146,5.5683445037611,2,2.309,25.807,1,1
"317",2015,106190568,"Los Angeles","LEVEL II",57774,10034,"Basic",25,"Yes",643,0.173676740402257,6.46614472423762,2,10.034,57.774,1,0
"318",2015,106190434,"Los Angeles","0",70477,5936,"Basic",53,"Yes",1322,0.084226059565532,7.18690102041163,2,5.936,70.477,1,1
"319",2015,106190883,"Los Angeles","0",29408,4630,"Basic",11,"Yes",72,0.157440152339499,4.27666611901606,2,4.63,29.408,1,1
"320",2015,106190125,"Los Angeles","LEVEL II",82187,11575,"Basic",35,"Yes",1458,0.140837358706365,7.2848209125686,2,11.575,82.187,1,0
"321",2015,106430779,"Santa Clara","0",64373,9657,"Basic",25,"Yes",27,0.150016311186367,3.29583686600433,2,9.657,64.373,1,1
"322",2015,106196035,"Los Angeles","0",82159,7231,"Basic",40,"Yes",3857,0.0880122688932436,8.25764495820823,2,7.231,82.159,1,1
"323",2015,106211006,"Marin","LEVEL III",37280,6269,"Basic",22,"Yes",187,0.168159871244635,5.23110861685459,2,6.269,37.28,1,0
"324",2015,106301248,"Orange","0",31700,5898,"Basic",20,"Yes",646,0.186056782334385,6.4707995037826,2,5.898,31.7,1,1
"325",2014,106560481,"Ventura","LEVEL II",32085,4078,"Basic",20,"Yes",8,0.127099890914758,2.07944154167984,1,4.078,32.085,1,0
"326",2015,106190521,"Los Angeles","0",33868,3368,"Basic",10,"Yes",178,0.0994449037439471,5.18178355029209,2,3.368,33.868,1,1
"327",2015,106190470,"Los Angeles","0",76272,13452,"Basic",29,"Yes",181,0.176368785399622,5.19849703126583,2,13.452,76.272,1,1
"328",2015,106434153,"Santa Clara","0",72632,7869,"Basic",32,"Yes",52,0.108340676285935,3.95124371858143,2,7.869,72.632,1,1
"329",2015,106301337,"Orange","0",14296,3116,"Basic",12,"Yes",50,0.217963066592054,3.91202300542815,2,3.116,14.296,1,1
"330",2015,106190392,"Los Angeles","0",34954,4869,"Basic",12,"Yes",2003,0.139297362247525,7.60240133566582,2,4.869,34.954,1,1
"331",2015,106274043,"Monterey","LEVEL II",56320,4457,"Basic",19,"Yes",42,0.0791370738636364,3.73766961828337,2,4.457,56.32,1,0
"332",2015,106190756,"Los Angeles","0",30578,6177,"Basic",27,"Yes",2292,0.202007979593172,7.73718007783463,2,6.177,30.578,1,1
"333",2015,106190256,"Los Angeles","0",14069,1833,"Basic",8,"Yes",32,0.130286445376359,3.46573590279973,2,1.833,14.069,1,1
"334",2015,106301258,"Orange","0",12655,485,"Basic",10,"Yes",119,0.0383247728170684,4.77912349311153,2,0.485,12.655,1,1
"335",2015,106500939,"Stanislaus","LEVEL II",77737,11690,"Basic",44,"Yes",10,0.150378841478318,2.30258509299405,2,11.69,77.737,1,0
"336",2015,106301205,"Orange","0",73125,11556,"Basic",56,"Yes",197,0.158030769230769,5.28320372873799,2,11.556,73.125,1,1
"337",2015,106190034,"Los Angeles","LEVEL II",116275,11303,"Basic",26,"Yes",305,0.0972092023220813,5.72031177660741,2,11.303,116.275,1,0
"338",2015,106190517,"Los Angeles","0",42599,6278,"Basic",15,"Yes",375,0.147374351510599,5.92692602597041,2,6.278,42.599,1,1
"339",2015,106190323,"Los Angeles","0",56915,10296,"Basic",39,"Yes",434,0.180901344109637,6.07304453410041,2,10.296,56.915,1,1
"340",2015,106190630,"Los Angeles","0",97442,10431,"Basic",50,"Yes",373,0.107048295396236,5.92157841964382,2,10.431,97.442,1,1
"341",2015,106190587,"Los Angeles","0",15487,5128,"Basic",7,"Yes",707,0.331116420223413,6.56103066589657,2,5.128,15.487,1,1
"342",2015,106314024,"Placer","0",102258,8597,"Basic",61,"Yes",1,0.0840716618748655,0,2,8.597,102.258,1,1
"343",2015,106400548,"San Luis Obispo","0",36403,3153,"Basic",23,"Yes",77,0.0866137406257726,4.34380542185368,2,3.153,36.403,1,1
"344",2015,106190673,"Los Angeles","0",16944,2507,"Basic",8,"Yes",14,0.147957979225685,2.63905732961526,2,2.507,16.944,1,1
"345",2015,106440755,"Santa Cruz","0",50171,8689,"Basic",24,"Yes",148,0.173187698072592,4.99721227376411,2,8.689,50.171,1,1
"346",2015,106190766,"Los Angeles","0",16737,13721,"Basic",8,"Yes",4,0.819800442134194,1.38629436111989,2,13.721,16.737,1,1
"347",2015,106430883,"Santa Clara","LEVEL I",62713,12803,"Comprehensive",24,"Yes",225,0.204152249134948,5.41610040220442,2,12.803,62.713,0,0
"348",2015,106190696,"Los Angeles","0",13696,2385,"Basic",7,"Yes",1002,0.174138434579439,6.90975328164481,2,2.385,13.696,1,1
"349",2015,106301566,"Orange","LEVEL II",24783,5425,"Basic",20,"Yes",469,0.218900052455312,6.15060276844628,2,5.425,24.783,1,0
"350",2015,106430763,"Santa Clara","0",49026,7723,"Basic",28,"Yes",125,0.157528658262963,4.8283137373023,2,7.723,49.026,1,1
"351",2015,106190522,"Los Angeles","0",46782,7258,"Basic",15,"Yes",635,0.15514514129366,6.45362499889269,2,7.258,46.782,1,1
"352",2015,106301279,"Orange","LEVEL I",46980,11737,"Comprehensive",36,"Yes",1092,0.249829714772243,6.99576615630485,2,11.737,46.98,0,0
"353",2015,106190631,"Los Angeles","0",78129,12146,"Basic",61,"Yes",628,0.155460840404971,6.4425401664682,2,12.146,78.129,1,1
"354",2015,106190170,"Los Angeles","0",77820,7332,"Basic",39,"Yes",5640,0.0942174248265227,8.6376393444921,2,7.332,77.82,1,1
"355",2015,106380933,"San Francisco","0",15911,1869,"Basic",11,"Yes",642,0.117465904091509,6.46458830368996,2,1.869,15.911,1,1
"356",2015,106190148,"Los Angeles","0",59773,12293,"Basic",36,"Yes",2,0.20566141903535,0.693147180559945,2,12.293,59.773,1,1
"357",2015,106190796,"Los Angeles","LEVEL I",48602,10283,"Comprehensive",33,"Yes",3846,0.211575655322826,8.25478892614873,2,10.283,48.602,0,0
"358",2015,106300032,"Orange","0",77125,6299,"Basic",31,"Yes",12,0.0816726094003242,2.484906649788,2,6.299,77.125,1,1
"359",2015,106361318,"San Bernardino","0",76950,10133,"Basic",31,"Yes",236,0.131682910981157,5.46383180502561,2,10.133,76.95,1,1
"360",2015,106301188,"Orange","0",9636,1313,"Basic",11,"Yes",372,0.136259858862599,5.91889385427315,2,1.313,9.636,1,1
"361",2015,106370875,"San Diego","0",67764,10702,"Basic",44,"Yes",2145,0.15793046455345,7.67089483136212,2,10.702,67.764,1,1
"362",2015,106190570,"Los Angeles","0",7432,2126,"Basic",4,"Yes",1291,0.286060279870829,7.16317239084664,2,2.126,7.432,1,1
"363",2015,106560501,"Ventura","0",8969,608,"Standby",6,"Yes",24,0.0677890511762738,3.17805383034795,2,0.608,8.969,0,1
"364",2015,106381154,"San Francisco","0",41079,8727,"Basic",29,"Yes",1683,0.212444314613306,7.42833319419081,2,8.727,41.079,1,1
"365",2015,106370977,"San Diego","0",19875,2579,"Basic",17,"Yes",8,0.129761006289308,2.07944154167984,2,2.579,19.875,1,1
"366",2015,106190400,"Los Angeles","LEVEL II",65756,16794,"Basic",50,"Yes",571,0.255398746882414,6.34738920965601,2,16.794,65.756,1,0
"367",2015,106190429,"Los Angeles","0",74051,8237,"Basic",45,"Yes",3185,0.11123414943755,8.06620756800626,2,8.237,74.051,1,1
"368",2014,106560508,"Ventura","0",22295,2186,"Basic",14,"Yes",170,0.0980488898856246,5.13579843705026,1,2.186,22.295,1,1
"369",2015,106190525,"Los Angeles","LEVEL II",101485,15118,"Basic",53,"Yes",1955,0.148967827757797,7.57814547241947,2,15.118,101.485,1,0
"370",2015,106301340,"Orange","0",79833,11863,"Basic",53,"Yes",379,0.148597697693936,5.93753620508243,2,11.863,79.833,1,1
"371",2015,106190754,"Los Angeles","LEVEL II",70855,8748,"Basic",46,"Yes",2672,0.123463411191871,7.89058253465654,2,8.748,70.855,1,0
"372",2015,106504042,"Stanislaus","0",46271,4565,"Basic",37,"Yes",9,0.0986579066802101,2.19722457733622,2,4.565,46.271,1,1
"373",2015,106410817,"San Mateo","0",28994,5339,"Basic",18,"Yes",1084,0.184141546526868,6.98841318199959,2,5.339,28.994,1,1
"374",2015,106560508,"Ventura","0",24111,2823,"Basic",14,"Yes",81,0.117083488864004,4.39444915467244,2,2.823,24.111,1,1
"375",2015,106190159,"Los Angeles","0",12682,3008,"Basic",8,"Yes",1292,0.237186563633496,7.16394668434255,2,3.008,12.682,1,1
"376",2015,106370658,"San Diego","0",54199,7413,"Basic",24,"Yes",919,0.136773741212938,6.82328612235569,2,7.413,54.199,1,1
"377",2015,106390923,"San Joaquin","0",43049,6404,"Basic",28,"Yes",50,0.1487607145346,3.91202300542815,2,6.404,43.049,1,1
"378",2015,106370694,"San Diego","LEVEL II",89364,14100,"Basic",52,"Yes",741,0.157781657043105,6.60800062529609,2,14.1,89.364,1,0
"379",2015,106214034,"Marin","0",14880,1370,"Basic",9,"Yes",37,0.0920698924731183,3.61091791264422,2,1.37,14.88,1,1
"380",2015,106190475,"Los Angeles","0",26386,4574,"Basic",21,"Yes",334,0.173349503524596,5.8111409929767,2,4.574,26.386,1,1
"381",2015,106190687,"Los Angeles","0",47561,8641,"Basic",21,"Yes",982,0.181682470932066,6.88959130835447,2,8.641,47.561,1,1
"382",2015,106430705,"Santa Clara","LEVEL II",89799,12444,"Basic",42,"Yes",19,0.138576153409281,2.94443897916644,2,12.444,89.799,1,0
"383",2015,106331312,"Riverside","LEVEL II",107885,15027,"Basic",50,"Yes",45,0.139287203967187,3.80666248977032,2,15.027,107.885,1,0
"384",2015,106361246,"San Bernardino","LEVEL I",70072,12259,"Basic",77,"Yes",123,0.174948624272177,4.81218435537242,2,12.259,70.072,1,0
"385",2015,106190240,"Los Angeles","0",54726,6465,"Basic",14,"Yes",1170,0.11813397653766,7.0647590277918,2,6.465,54.726,1,1
"386",2015,106431506,"Santa Clara","0",60604,5822,"Basic",25,"Yes",188,0.0960662662530526,5.23644196282995,2,5.822,60.604,1,1
"387",2015,106190197,"Los Angeles","0",36601,2778,"Basic",14,"Yes",466,0.0758995655856397,6.14418563412565,2,2.778,36.601,1,1
"388",2015,106380960,"San Francisco","0",34988,3577,"Basic",19,"Yes",672,0.102235052017835,6.51025834052315,2,3.577,34.988,1,1
"389",2015,106190818,"Los Angeles","0",22543,3684,"Basic",13,"Yes",446,0.163421017610788,6.10031895202006,2,3.684,22.543,1,1
"390",2015,106410782,"San Mateo","0",41073,2866,"Basic",15,"Yes",16,0.0697781997906167,2.77258872223978,2,2.866,41.073,1,1
"391",2015,106400524,"San Luis Obispo","LEVEL III",24031,2509,"Basic",9,"Yes",2,0.104406807873164,0.693147180559945,2,2.509,24.031,1,0
"392",2015,106010937,"Alameda","0",46719,9043,"Basic",31,"Yes",48,0.193561506025386,3.87120101090789,2,9.043,46.719,1,1
"393",2015,106190053,"Los Angeles","LEVEL II",55337,6701,"Basic",26,"Yes",955,0.121094385311817,6.86171134048073,2,6.701,55.337,1,0
"394",2015,106301175,"Orange","0",50910,10293,"Basic",25,"Yes",167,0.202180318208603,5.11799381241676,2,10.293,50.91,1,1
