price,date,bedrooms,bathrooms,sqft,floors,waterfront,yr_built,yr_renovated
378500,188,3,2.5,2860,2,0,1990,0
482e3,121,4,2.5,2710,2,0,1989,0
695e3,489,2,1,1140,1,0,1924,0
965e3,335,4,2.5,4070,2,0,1989,0
675e3,399,3,1.75,1710,1,0,1941,0
387e3,299,3,1.5,1340,1,0,1972,0
347500,453,4,2.75,2290,2,0,1977,0
385e3,191,3,2,1860,1,0,1922,2004
265e3,337,3,1,1080,1,0,1950,0
406e3,476,3,1,960,1,0,1953,0
134e3,127,2,1.5,980,2,0,1922,2003
415e3,292,3,1,1500,2,0,1926,0
375e3,146,3,1.75,1440,1,0,1973,0
62e4,343,4,2.5,2580,2,0,1993,0
337500,300,5,2.5,2070,2,0,1999,0
565e3,264,3,2.5,1880,1,0,1967,0
399500,142,3,1.75,2420,2,0,1911,1986
1065e3,140,2,1.75,1890,2,0,1987,0
352500,232,3,2,1920,1,0,1992,0
259e3,167,3,2,1870,1,0,1986,0
32e4,469,2,1,900,1,0,1971,0
733e3,222,3,2.5,2160,2,0,1989,0
381500,175,2,1,900,1,0,1924,0
343e3,335,2,1,1180,1,0,1957,0
205500,229,2,1,900,1,0,1938,0
525e3,257,3,2,1600,1,0,1967,0
3e5,442,3,1.75,1500,1,0,1943,0
299e3,202,2,1,1070,1,0,1942,0
561e3,189,4,2.5,2570,2,0,1990,0
45e4,419,3,1,1210,1.5,0,1928,0
54e4,225,4,2.5,1850,2,0,1985,0
379e3,174,3,2.5,1740,2,0,1992,0
23e4,204,3,1,1300,1,0,1958,0
399950,433,3,2.5,2000,2,0,1989,0
355e3,491,5,2.5,3220,2,0,2002,0
58e4,169,4,2.25,2160,1,0,1969,0
7e5,481,3,2,2130,1.5,0,1922,0
279900,125,3,1.75,1580,1,0,1962,0
21e4,316,3,1,1200,1,0,1905,1989
1165e3,180,3,3,3790,2,0,1989,0
290300,161,2,1,860,1,0,1931,0
1599950,275,5,4.5,5130,2,0,1996,0
49e4,470,3,1,1600,1.5,0,1939,0
606e3,125,4,2.5,2110,2,0,1987,0
359950,194,3,1,1400,1,0,1943,0
677100,407,3,2,2110,1,0,1993,0
465e3,416,3,2,1430,1,0,1984,0
45e5,226,5,5.5,6640,2,1,2004,0
5e5,488,3,2,3040,1,0,1978,0
455e3,487,2,1,980,1,0,1950,0
705e3,229,6,2,2570,1.5,0,1911,0
42e4,223,3,2.5,2060,1,0,1967,0
169575,277,3,1,1300,1,0,1968,0
25e4,420,3,1,1300,1,0,1968,0
53e4,435,3,2.25,1680,1,0,1973,0
59e4,401,5,3.25,4020,1,0,1970,0
257500,265,3,1.75,1530,1,0,1979,0
415e3,176,3,1,1170,1,0,1957,0
536e3,282,3,1.75,1580,1.5,0,1945,0
246500,148,3,1.5,1270,1,0,1964,0
395e3,186,3,1.75,1480,1,0,1975,0
739e3,495,3,2.25,2220,1,0,1974,0
1272e3,271,4,2.75,3200,2,0,1984,0
19e4,188,3,1,910,1,0,1968,0
305e3,464,3,1.5,1480,1,0,1962,0
925e3,474,4,4.25,3770,2,0,1983,0
895e3,232,4,3,3500,2,0,1977,0
656e3,197,3,1.75,1480,1.5,0,1943,0
56e4,138,4,1,1660,1.5,0,1945,0
61e4,292,5,2.25,2520,2,0,1977,0
645e3,188,4,2.5,2850,2,0,1987,0
259e3,464,3,2.5,2153,2,0,2007,0
98e4,229,4,2.5,3780,2,0,1990,0
872e3,203,4,4,3770,1,0,1967,0
1e6,216,6,2.75,3600,1,0,1977,0
9e5,252,3,2.75,2980,1.5,0,1941,2012
475e3,482,4,1.5,2320,1.5,0,1915,0
35e4,371,5,2.75,2980,1,0,1975,0
84e4,134,4,1.75,2930,1,0,1947,0
5e5,172,4,2.5,2040,1,0,1963,0
202500,460,3,1.5,1510,1,0,1954,0
523e3,356,4,2.5,2660,2,0,1988,0
225e3,336,3,2.5,1740,2,0,1989,0
418200,432,3,2.25,2240,1,0,1980,0
356500,338,4,1.75,1570,1,0,1959,0
67e4,196,4,3,2500,1.5,0,1926,0
456150,337,3,2.25,1750,1,0,1962,0
471e3,153,4,2.5,3030,2,0,1998,0
558e3,463,3,2.5,1680,3,0,2008,0
138e4,428,6,4.5,5740,2,0,2000,0
161500,345,3,1,1220,1,0,1961,0
311e3,282,3,1,1310,1.5,0,1962,0
47e4,419,6,1.75,2490,1.5,0,1966,0
569e3,189,3,3.25,2220,1.5,0,1929,0
689e3,441,4,2.5,2240,2,0,1989,0
271900,195,3,1.75,1890,1,0,1979,0
278e3,343,4,2.5,1850,2,0,1991,0
82e4,203,2,2.5,2210,2,0,1931,0
399500,420,3,1.75,1410,1,0,1967,0
462e3,308,3,2.75,1890,2,0,1979,0
347500,467,3,1,1830,1,0,1977,0
562100,175,2,0.75,1440,1,0,1914,0
23e4,148,2,1,950,1,0,1958,0
687e3,172,4,2.5,2370,2,0,1966,0
725786,342,4,2.5,3070,2,0,2000,0
315500,390,3,1,1300,1,0,1969,0
312e3,125,4,2,1300,1,0,1950,2013
343e3,309,3,3.25,1210,2,0,2002,0
385195,301,1,1,710,1.5,0,2015,0
415e3,240,4,2.25,2240,1,0,1981,0
461e3,180,3,1.75,3600,2,0,1948,0
369990,160,4,2.5,1960,2,0,2002,0
349950,271,4,2.5,1820,2,0,1999,0
285750,466,3,2.25,1960,1,0,1966,0
542500,474,4,2.25,1750,1,0,1972,0
83e4,314,5,3.5,3700,2,0,2011,0
705e3,356,4,2.5,2910,2,0,1976,0
615e3,174,2,1,1270,1,0,1949,0
184500,393,2,1,720,1,0,1940,0
412e3,273,2,1,1040,1,0,1901,0
25e4,348,3,1.5,2210,1.5,0,1934,0
58e4,162,5,2,2060,2,0,1903,0
22e4,435,2,1,780,1,0,1923,0
675e3,258,4,2.75,2240,1,0,1976,0
373500,141,2,1,800,1,0,1918,0
662700,456,2,1.5,2440,2,0,1910,0
239950,135,5,1,1460,2,0,1941,0
383e3,267,3,1,1150,1,0,1957,0
485e3,393,3,2.75,2650,1,0,1975,0
61e4,190,4,2.75,2600,1,0,1976,0
545e3,219,6,1.75,1820,1,0,1954,0
78e4,188,2,2.5,2560,2,0,1901,0
305e3,478,3,2.5,1714,2,0,2005,0
405e3,162,3,1,1330,1,0,1984,0
111e4,210,5,3.5,7350,2,0,2001,0
273e3,456,3,1.75,2050,2,0,1959,0
326500,146,3,1,1810,2,0,1970,0
365e3,478,3,1.75,1380,1,0,1981,0
1000750,462,3,2.75,3070,2,0,1987,0
422500,448,2,1,800,1,0,1940,0
354450,447,4,2.75,2140,2,0,1993,0
32e4,337,3,1,1330,1,0,1971,0
223e3,153,3,1,1030,1,0,1961,0
41e4,204,3,2.5,1740,2,0,2008,0
438e3,240,3,1,1200,1.5,0,1923,0
39e4,309,3,3,1490,2,0,1993,0
298500,414,4,2.5,1890,2,0,2004,0
749999,247,5,2.25,3060,2,0,1989,0
779e3,240,6,2.5,3250,1,0,1966,0
57e4,378,3,2.75,2730,2,0,1978,0
385e3,496,3,1,810,1,0,1918,0
649e3,229,4,2,2240,1,0,1961,0
283e3,273,3,1,1740,1,0,1947,0
699900,264,4,2.25,2380,1,0,1961,0
278500,415,4,1,1540,1,0,1971,0
7e5,318,4,1.75,2340,1,0,1975,0
535e3,208,4,2.75,2710,2,0,1995,0
234500,265,3,1.75,1310,1,0,1954,0
374150,217,3,1.75,1390,1,0,1973,0
397e3,440,4,2.5,2201,2,0,2006,0
613e3,260,3,2.25,1960,1,0,1988,0
115e4,159,3,2.5,2850,1,0,1954,0
595e3,450,4,1.75,1880,1,0,1924,0
34e4,252,5,2.75,2440,2,0,2003,0
388e3,372,4,2.5,2560,2,0,2005,0
404e3,264,3,1.75,1410,1,0,1950,2014
81e4,240,3,2,2870,1.5,0,1946,0
405e3,457,4,2.5,2620,2,0,1987,0
726e3,194,5,3,2970,2,0,2000,0
266e3,133,3,2.5,1780,1,0,1986,0
722500,355,5,2.25,3700,1,0,1970,0
352e3,423,4,2.5,1252,1,0,1996,0
265e3,442,4,1.5,1240,1,0,1961,0
856e3,401,3,2.5,2160,2,0,2014,0
346950,204,3,2.5,2040,2,0,2006,0
866059,167,5,3.5,3130,2,0,2014,0
41e4,393,3,2.5,2350,2,0,2004,0
37e4,188,3,1.75,1570,2,0,1982,0
23e4,173,3,1,1530,1.5,0,1919,0
4e5,282,2,2,1520,1,0,1999,0
172e3,434,3,1,1350,1,0,1959,0
615e3,194,3,1.75,1950,1,0,1962,0
86e4,461,4,3.5,3950,2,0,1998,0
555e3,168,3,1.75,2040,1,0,1958,0
579e3,201,3,2.5,1990,1.5,0,1926,0
385e3,180,3,1.75,1300,1,0,1968,0
42e4,468,4,2.25,2030,2,0,1977,0
645e3,196,3,1.75,2340,1.5,0,1914,0
549950,482,3,2.5,2160,2,0,1996,0
678e3,265,3,2.75,2770,1,0,1962,0
199e3,140,4,2,2030,2,0,1950,0
604e3,413,3,1,1440,1,0,1957,0
268e3,457,5,1.75,1730,1,0,1963,0
96e4,216,5,3.5,4510,2,0,2003,0
509250,413,3,2.5,2100,1,0,1980,0
416e3,321,3,2.5,1800,2,0,1987,0
19e4,134,3,1,1090,1,0,1967,0
212e3,483,3,1.5,1010,1,0,1973,0
325900,301,3,2.5,2040,2,0,1985,0
56e4,212,3,3.5,2270,2,0,1996,0
275e3,266,3,2.5,1730,2,0,1987,0
665e3,432,4,2.5,2480,2,0,1994,0
1505e3,151,4,3.5,3480,2,0,1926,2010
375e3,336,4,2,1720,1,0,1930,2006
359950,251,3,1.75,1570,1,0,1979,0
34e4,387,4,2.75,3527,2,0,2005,0
401e3,303,2,1,840,1,0,1948,0
669e3,176,2,1.75,1950,1,0,1952,0
638500,483,4,2.5,1980,2,0,2004,0
545e3,446,2,1.5,1620,2,0,1924,0
524e3,359,4,1,1980,1,0,1973,0
161e4,311,5,3.75,3530,2,0,2013,0
28e4,251,2,1,1260,1,0,1947,0
828e3,236,4,2.5,2120,1,0,1979,0
223e3,289,3,1.75,1360,1,0,1984,0
1289e3,366,4,3.5,3100,2,0,1981,0
75e4,488,2,2,2370,1,0,1970,0
43e4,471,2,1,1460,1,0,1947,0
711e3,168,4,1.75,1980,1,0,1948,0
31e4,337,4,2.5,1930,2,0,1994,0
415e3,359,5,1.75,3700,1,0,1957,0
274900,181,4,2.5,1970,2,0,1987,0
525e3,159,3,3,2470,2,0,1980,0
179500,352,3,1,1180,1,0,1952,0
478e3,142,3,1,1280,1.5,0,1910,2014
195e3,140,3,1.75,1380,1,0,1981,0
385e3,428,4,3,2740,1,0,1980,0
401e3,334,3,2.75,2020,1,0,1969,0
522e3,268,4,2.5,2835,2,0,2002,0
33e4,419,4,1.75,1520,1,0,1968,0
503e3,153,3,2.5,2190,2,0,1999,0
175e3,407,5,1.75,1680,1,0,1979,0
963990,443,4,3.5,3915,2,0,2014,0
845e3,271,5,2,1720,1,0,1951,0
157500,386,2,1,670,1,0,1905,0
45e4,338,2,3,1790,2,0,2001,0
925e3,260,4,1.75,2440,1,0,1950,0
6e5,369,2,1,920,1,0,1938,0
709e3,260,4,1,1680,1.5,0,1911,0
1385e3,313,5,3.75,3290,2,0,1938,0
248e3,253,3,2.5,2120,1,0,1984,0
245e3,495,3,1,910,1,0,1912,0
332e3,149,2,1,1000,1,0,1942,0
459950,436,3,2.5,2340,2,0,2002,0
425e3,464,3,2,1180,2,0,1994,0
46e4,245,3,2.25,2080,1,0,1979,0
838300,246,6,2.5,3760,1,0,1967,0
256e3,314,3,2.5,1480,2,0,1995,0
864e3,384,3,2.75,3060,2,0,1984,0
9e5,428,4,3.5,3070,2,0,1922,2007
145600,455,3,1,1170,1,0,1958,0
865e3,232,5,3,2900,1,0,1977,0
250250,159,3,2.25,2210,2,0,1969,0
162e3,261,4,2,1440,1,0,1943,0
45e4,211,4,1.75,1980,1,0,1973,0
675500,448,4,2.75,2060,1,0,1978,0
697e3,306,3,2.25,2420,1.5,0,1947,0
1324050,314,3,3.25,3440,2,0,2005,0
49e4,334,3,1.75,1600,1,0,1984,0
59e4,293,3,2.25,2210,1,0,1951,0
28e4,496,4,1.75,2250,1,0,1957,0
515e3,142,2,1,1680,1,0,1941,0
576e3,194,3,1,1140,1,0,1909,0
375e3,323,3,1.75,1430,2,0,1981,0
478e3,443,3,1,1440,1,0,1980,0
282e3,392,3,1,1670,1,0,1977,0
14e5,303,4,4.5,3080,2,0,1976,2007
593500,405,5,3.25,4300,2,0,1972,0
724950,292,4,3.5,3010,2,0,2004,0
306e3,240,3,1.75,1560,1,0,1966,0
341e3,159,4,1.75,1920,1,0,1975,0
399950,306,3,2.5,1400,1,0,1930,2014
534e3,323,5,2,2280,2,0,1992,0
635e3,201,6,2.5,3880,2,0,2003,0
35e4,447,2,1,1350,1,0,1927,0
856e3,412,3,1.5,1480,1.5,0,1928,0
582e3,265,4,3,1670,3,0,2000,0
799e3,209,4,2.5,3400,2,0,2004,0
423700,250,3,2.5,2070,2,0,1999,0
1835e3,391,4,3.5,4870,2,0,1995,0
322e3,224,3,2,1760,1,0,1988,0
929e3,308,4,3.25,4030,2,0,2002,0
443e3,334,2,1,1130,1,0,1939,0
441500,478,3,1.75,1510,1,0,1968,0
875e3,188,4,3.5,3110,2,0,1979,0
36e5,321,3,3.25,5020,2,1,1941,2002
45e4,481,2,1,740,1,0,1947,0
425e3,250,3,2.25,1630,1,0,1974,0
66e4,151,4,1.75,2780,2,0,1978,0
763101,166,3,1.75,1990,1,0,1939,0
499e3,461,4,2.75,2250,2,0,1992,0
521e3,426,3,1.75,1720,1,0,1974,0
302e3,148,2,1,900,1,0,1925,0
293e3,462,4,2.25,2360,2,0,1998,0
335e3,192,3,2.25,1530,2,0,2011,0
499e3,348,2,1,1450,2,0,1919,1987
6e5,489,3,1.75,2040,1.5,0,1924,0
72e4,258,4,1.75,2620,1.5,0,1962,0
195e3,420,2,2,1180,2,0,2005,0
249e3,126,3,1,1110,1,0,1952,0
334e3,397,3,2.25,1840,2,0,1989,0
599950,310,4,1.75,2720,1,0,1952,0
149900,412,2,1.75,1090,1,0,1982,0
7e5,328,4,1.75,1730,1,0,1945,0
525e3,218,4,1.5,1170,1,0,1960,0
1049e3,188,4,3.75,4740,2,0,1991,0
402e3,127,3,2.5,1960,1,0,1977,0
45e4,170,3,2,1430,1,0,1947,0
52e4,336,3,2.25,2510,2,0,1981,0
205e3,337,3,1.75,1420,1,0,1980,0
635e3,244,3,2.25,2680,1,0,2004,0
210500,427,3,1,1220,1,0,1958,0
406650,223,2,1,1070,1,0,1940,0
35e4,462,3,1.75,1580,1,0,1968,0
425e3,477,4,1.75,1820,1,0,1942,0
798e3,155,3,3.5,3590,2,0,1999,0
18e4,334,3,1,1960,2,0,1908,0
125e4,152,5,3.25,3160,2,0,1972,0
435e3,426,4,2,2030,2,0,1925,0
355e3,329,3,1.5,1240,1,0,1962,0
3e6,397,5,3.25,5370,2,0,1918,2008
685e3,204,5,2.5,2670,2,0,1958,0
311e3,205,3,1,1640,1,0,1960,0
305e3,253,4,2.25,2130,1,0,1966,0
675e3,205,3,2.5,2550,1.5,0,1924,0
769e3,240,4,2.75,3630,1,0,1968,0
43e4,216,3,1.5,1690,1.5,0,1954,0
516250,265,6,2,2390,1.5,0,1925,0
76e4,345,3,3.5,2350,1,0,1940,0
579950,279,3,3.5,1420,2,0,2003,0
476e3,406,3,2.25,1570,1,0,1980,0
51e4,162,3,1.75,1600,1,0,1967,0
205e3,127,2,1,720,1,0,1955,0
24e4,279,3,1,1470,1,0,1969,0
738e3,244,5,3.5,2790,2,0,1991,0
42e4,208,3,1.75,1720,1,0,1940,0
455e3,317,3,1.75,1300,1,0,1969,0
765e3,257,4,1,2520,1.5,0,1912,0
372e3,338,4,1.5,1780,1.5,0,1962,0
16e4,337,3,1,1200,1,0,1948,0
772e3,226,4,2.5,2990,2,0,2003,0
1125e3,314,5,1.75,1910,2,0,1906,0
479e3,143,3,1,1370,1.5,0,1924,0
57e4,489,3,2.5,1910,2,0,1999,0
35e4,190,4,1,1170,1.5,0,1959,0
353e3,304,3,2.5,1250,3,0,2004,0
699e3,212,5,2.5,3340,2,0,2002,0
265e3,210,3,2,1380,2,0,1955,0
167e3,484,1,1,780,1.5,0,1989,0
5e5,292,4,2.25,2080,1,0,1964,0
7e5,189,3,1,1410,2,0,1901,0
295e3,307,1,1,520,1,0,1918,0
101e4,434,4,3.5,3500,2,0,2004,0
209e3,492,2,1,840,1,0,1969,0
276e3,392,3,1.75,2240,1,0,1968,0
38e4,386,4,2.5,2100,2,0,2002,0
315e3,156,3,1.5,1750,1,0,1954,0
685530,433,4,2.5,3130,2,0,1996,0
254600,176,3,2,1470,1,0,1968,0
23e4,153,3,2,1440,1,0,1942,2007
335e3,197,3,3,1430,3,0,2003,0
55e4,153,4,2.5,2170,1,0,1980,0
123300,359,3,1,1150,1.5,0,1956,0
275436,244,4,2.75,2170,1.5,0,1966,0
325e3,144,4,3.5,2630,1.5,0,1984,0
635e3,205,4,2.5,2490,2,0,1997,0
513e3,477,3,1.75,1710,1,0,1944,0
58e4,188,4,2.5,2130,1,0,1980,0
225e3,483,3,1,940,1,0,1954,0
265e3,264,3,1,1400,1,0,1961,0
313e3,286,4,1.75,1630,1,0,1978,0
296e3,468,2,1,1370,1,0,1948,0
655500,292,4,2.75,2380,1,0,1957,2001
250750,343,5,1.75,2140,1,0,1951,0
438e3,246,4,2.5,1970,2,0,2004,0
59e4,212,3,2.75,2550,2,0,1967,0
329500,278,3,1,1080,1,0,1947,0
1195e3,439,3,2.25,3070,2,0,1987,0
415e3,443,2,1,1470,1,0,1944,0
9e5,264,4,2.5,3620,2,0,1984,0
378e3,488,3,1.5,1050,1,0,1975,0
474e3,223,2,1,1050,1,0,1905,0
464e3,169,3,1,1320,2,0,1900,0
31e4,341,3,1,1210,1,0,1956,0
58e4,260,3,1.5,1860,2,0,1952,0
999e3,322,3,2.75,2830,1,1,1962,0
51e4,440,2,1,810,1,0,1942,0
65e4,125,3,1.5,1630,1,0,1940,0
196e3,254,3,1,880,1,0,1978,0
22e4,233,4,1.75,1660,1,0,1952,0
855e3,280,3,2.25,3440,2,0,1985,0
483e3,240,3,1.75,2110,1,0,1978,0
4e5,461,3,1,1060,1,0,1952,0
435e3,182,3,2.5,1900,2,0,1993,0
219500,272,1,1,820,1,0,2007,0
295e4,240,4,3.5,4860,2,0,1996,0
427e3,258,3,2.5,2050,3,0,2008,0
43e4,334,2,1.5,1090,1.5,0,1900,0
685e3,496,2,1.5,1090,1.5,0,1900,0
495e3,245,2,1.5,1920,1,0,1937,0
299950,175,3,2.5,1870,2,0,1990,0
39e4,324,4,1.75,2690,1.5,0,1940,0
385e3,223,3,1.75,2160,1.5,0,1928,0
74e4,175,4,2.5,3000,2,0,1995,0
991700,203,4,3,2290,2,0,1924,2011
765e3,224,3,2.75,2250,2.5,0,1909,1991
802e3,246,4,2.25,2130,2,0,1961,0
95e4,324,4,2.75,2500,1,0,1969,0
392e3,307,4,2.5,2300,2,0,1988,0
59e4,336,3,2.5,3360,1,0,1989,0
425e3,464,4,2.5,1920,2,0,1989,0
765e3,202,5,1.75,2440,1.5,0,1944,0
313500,218,3,2.25,1440,2,0,1983,0
32e4,231,3,1,1780,2,0,1947,0
604e3,405,4,1.75,1490,1,0,1960,0
57e4,407,3,2,1400,2,0,2004,0
639e3,139,4,2.5,2150,2,0,1982,0
335e3,233,4,2,1910,1,0,1963,0
896e3,286,4,1.75,2660,2,0,1917,0
259500,177,3,1.75,1650,1,0,1957,0
637e3,218,3,2,1980,1,0,1958,0
307450,490,4,2.75,2690,1,0,1980,0
535e3,236,3,1.75,1380,1,0,1925,0
669500,180,4,2.25,2500,1.5,0,1940,0
259e3,300,3,1.75,1590,1,0,1952,0
441e3,364,4,1.5,1100,1,0,1919,0
228800,496,4,2.5,1470,2,0,2003,0
53e4,132,2,2,1680,1,0,2006,0
524e3,208,2,2,1450,1,0,1924,0
43e4,344,4,2.25,2020,1.5,0,1925,0
1325e3,273,4,3.25,2470,1.5,0,1906,0
21e4,306,3,1,1230,1,0,1969,0
449e3,173,4,2.5,1850,1,0,1930,2013
945e3,169,2,2.5,2540,2,0,2004,0
200450,441,3,1,970,1,0,1957,0
219950,471,3,1.5,1070,1,0,1985,0
659500,169,4,3,2620,1,0,1956,0
746e3,329,4,2.75,2110,1.5,0,1966,0
54e4,454,3,1.75,2110,1,0,1982,0
485e3,252,5,2,1910,1,0,1968,0
202e3,391,2,1,670,1,0,1942,0
2525e3,271,4,5.5,6930,1,0,1950,1991
502e3,455,3,2.75,2010,1,0,1979,0
279e3,419,2,2.75,1770,1,0,2003,0
409500,320,3,1,1340,1,0,1921,0
453e3,182,3,2,1660,1,0,1983,0
367e3,422,4,1,1820,1.5,0,1947,0
55e4,142,3,2.5,2510,2,0,1992,0
273500,391,3,1.5,1560,1,0,1962,0
505e3,279,4,3,2280,1,0,1978,0
77e4,169,3,2.5,2650,2,0,1994,0
565e3,128,4,2.25,2470,2,0,1984,0
316e3,231,3,0.75,1270,1,0,1971,0
16e4,267,4,1,1520,1.5,0,1960,0
17e4,299,3,1,1310,1,0,1956,0
235e3,442,3,1,1310,1,0,1956,0
1799e3,352,4,3.5,3930,2,0,1999,0
31e4,260,3,1,990,1,0,1967,0
285e3,138,4,1.75,2080,1,0,1955,0
28e4,154,2,1,960,1,0,1942,0
2298e3,413,4,4.25,4070,2,0,2004,0
763776,225,4,2.5,2750,2,0,1989,0
53e4,412,5,2.75,3230,1,0,1965,0
362e3,406,1,1,890,1.5,0,1996,0
43e4,205,2,1,990,1,0,1931,0
456500,205,3,1,1290,1.5,0,1919,0
445e3,253,4,2.5,2170,2,0,1989,0
386900,433,3,1,1330,1,0,1963,0
479e3,188,3,1,1340,1,0,1955,0
525e3,436,3,2.5,2200,2,0,2000,0
272e3,370,4,1.75,2520,1,0,1979,0
517e3,421,4,1,1180,1.5,0,1950,0
615e3,421,3,1.75,2660,1,0,1951,0
439e3,239,3,1.75,1250,1,0,1965,0
716e3,204,3,2.5,2270,1,0,1988,0
308e3,300,2,1,1080,1,0,1942,1968
8e5,160,3,2.25,1620,2,0,1926,0
575e3,489,3,2,940,1,0,1941,0
219950,181,3,1.5,1620,1,0,1967,0
77e4,141,4,2.5,2350,2,0,1987,0
424950,363,3,1.75,2090,1,0,1967,0
387e3,372,3,2.25,1760,2,0,1984,0
79e4,170,4,1.75,2050,1,0,1974,0
156e3,392,2,1,600,1,0,1933,0
58e4,124,2,1,2540,1,0,1942,0
49e4,261,4,2.25,2090,2,0,1970,0
95e4,196,5,3.25,2700,2,0,1926,2014
4e5,408,2,2.5,1410,2,0,2008,0
325e3,497,2,2.5,1170,2,0,2008,0
365e3,271,4,2.5,2540,2,0,2002,0
255e3,461,3,1.75,2190,1.5,0,1920,0
985e3,446,5,3.5,3890,2,0,1984,0
595e3,477,4,2.5,2030,1,0,1967,0
427500,196,3,1,1350,1,0,1944,0
728e3,288,3,1.5,1940,1.5,0,1915,0
549950,252,2,1,1260,1,0,1940,0
65e4,341,3,2,2800,1,0,1954,0
1125e3,443,5,3.25,3080,1,0,1968,0
203e3,488,3,1,840,1,0,1969,0
311e3,218,2,1,860,1,0,1903,0
387500,482,6,2,2400,1,0,1932,2005
37e4,441,4,2,1640,1,0,1963,0
228e3,204,2,1,1060,1,0,1951,0
74e4,147,2,1.75,2080,1,0,1923,0
2e5,190,4,2,2090,1,0,1974,0
66e4,189,3,1,1240,1,0,1927,0
275e3,189,4,2,2030,2,0,1944,0
708e3,483,2,1,1120,1,0,1938,0
28e4,138,3,2.5,1270,2,0,1993,0
325e3,370,4,2.5,2260,2,0,2002,0
495e3,231,3,2.5,1780,2,0,1995,0
691e3,264,2,2,1780,1.5,0,1922,0
2288e3,182,4,2.5,4080,2,0,1983,0
329500,482,3,2.5,2120,1,0,1979,0
348e3,216,3,2.5,2060,2,0,1989,0
425e3,317,2,1,1670,1,0,1947,0
21e4,138,3,1,1080,1,0,1942,0
285e3,353,2,1,1210,1,0,1951,0
222e3,484,3,1,990,1,0,1966,0
2e5,146,4,2.5,1720,1,0,1961,0
247500,274,3,2,1530,1,0,1995,0
15e5,231,4,5.5,6550,1,0,2006,0
19e4,323,3,1.75,1100,1,0,1942,0
975e3,348,4,2.5,3020,1.5,0,1921,0
113e4,356,4,3,3180,2,0,1925,0
283200,488,4,1.75,1830,1,0,1958,0
65e4,194,3,2.5,2540,1,0,1937,0
449500,132,3,2,1770,1,0,1954,0
4e5,294,3,1.75,1470,1,0,1987,0
89950,414,1,1,570,1,0,1942,0
158800,327,3,1,960,1,0,1950,0
87e4,259,4,3,2940,2,0,2011,0
196e3,429,3,1.5,1000,1,0,1989,0
85e4,211,3,1.75,2450,1,0,1940,0
775e3,265,4,2.5,3310,2,0,2005,0
483500,212,3,2.5,1670,2,0,2001,0
387e3,456,3,1.5,1620,2,0,1990,0
9e5,388,3,3,2990,2,0,1951,2003
336e3,461,3,1.5,1240,1,0,1964,0
415e3,471,2,1,670,1,0,1949,0
38e4,400,0,0,1470,3,0,2006,0
35e4,222,3,1.5,1320,1,0,1909,0
132e4,320,4,5.25,6110,2,0,2005,0
765e3,217,3,1.75,2440,1,0,1945,0
527e3,292,4,2.5,2900,2,0,2013,0
524e3,198,4,2.75,2310,1.5,0,1908,0
448e3,195,2,1,1110,1,0,1937,0
775e3,187,4,3.25,4100,2,0,1981,0
176500,380,3,1,930,1.5,0,1910,0
75e4,470,4,2.25,2420,1,0,1952,0
1265e3,335,4,2.25,2870,1,0,1951,0
25e4,421,3,1,1480,1,0,1958,0
759e3,300,3,2.75,1960,1.5,0,1900,0
64e4,344,3,2,1470,1.5,0,1926,0
99e4,481,3,3.25,2460,2,0,1910,0
395e3,280,4,1.75,1960,1,0,1946,0
275e3,475,2,1.5,1160,2,0,2006,0
39e4,400,3,2.5,1910,2,0,1997,0
752500,447,5,2.75,2720,1.5,0,1913,0
45e4,422,2,1,1020,1.5,0,1906,0
473e3,167,2,1,900,1,0,1909,0
178500,446,3,1.75,1120,1,0,1973,0
485e3,154,3,2.5,2340,1,0,1985,0
215e3,450,3,1.5,1410,1,0,1982,0
589e3,223,4,1.75,1920,1,0,1919,0
325e3,471,4,1.75,1370,1,0,1918,0
58e4,231,3,2.5,1590,2.5,0,2004,0
181100,196,4,1.75,1850,1,0,1954,0
345e3,419,3,2,1430,1,0,1908,0
781e3,453,3,1.75,1940,1,0,1960,0
402500,295,4,1,1270,1.5,0,1903,0
426e3,474,3,1.5,1380,1,0,1948,0
389e3,247,3,2.5,1720,2,0,2005,0
67e4,187,6,3,4050,2,0,1970,0
1506e3,140,4,3.25,3660,2.5,0,1909,1995
288400,140,3,2.25,1870,2,0,1997,0
7e5,414,4,2,2230,1.5,0,1908,0
83e4,454,4,3,2020,1,0,1968,2015
1899e3,253,2,2.75,3690,2,1,1989,0
350500,281,2,1,1450,1,0,1967,0
431e3,487,3,1.75,1630,1,0,1956,0
485e3,303,3,2.5,1840,1,0,1958,0
78e4,282,3,1.5,1620,1,0,1949,0
72e4,212,2,1.5,1840,1,0,1957,0
415e3,415,3,1,1360,1,0,1971,0
48e4,170,4,1,2080,1,0,1941,0
452250,258,4,2.25,2550,1,0,1979,0
316e3,460,3,2.5,2550,2,0,1985,0
7e5,282,2,1,1160,1,1,1945,0
285e3,209,4,2,1760,1,0,1925,2004
575e3,260,3,1.75,1720,1,0,1906,0
59e4,202,3,2.25,2300,1,0,1960,0
587500,421,4,1.75,2500,1,0,1956,0
364e3,264,4,2.25,1750,1.5,0,1968,0
49e4,350,3,2.5,1890,2,0,1986,0
41e4,124,3,2.25,1800,1,0,1978,0
52e4,300,3,2.5,2160,2,0,1999,0
389e3,280,3,1,1380,1,0,1947,0
